unique_id_match,toponymName,fclName,commune,province,region,country,MATCH,types_Anne,types_Ettore
42160-1942222-vanovertvelt,,,,,,,vanovertvelt,per,per
42413-1950738-obberghen,,,,,,,obberghen,per,per
42516-1953680-geelhoed,,,,,,,geelhoed,per,per
42627-1955565-wasseiges,Wasseiges,Section,Grâce-Hollogne,Liège Province,Wallonia,Belgium,wasseiges,loc,loc
42636-1955895-albertville,,,,,,Democratic Republic of the Congo,albertville,loc,loc
42636-1955895-congo,,,,,,,congo,loc,loc
42674-1956119-lesdain,,,,,,,lesdain,per_loc,per_loc
42913-1961729-diesbecq,,,,,,,diesbecq,per,per
43057-1966234-barnstein,,,,,,,barnstein,per,per_loc
43075-1966470-noll,,,,,,,noll,per,per
43126-1967004-dene,,,,,,,dene,per,per_ambig
43175-1967818-leo reinelt,,,,,,,leo reinelt,per,per
43546-1977695-snytselaar,,,,,,,snytselaar,per,per
43574-1978232-frans theys,,,,,,,frans theys,per,per
43596-1978936-aesseloos,,,,,,,aesseloos,per,per
43711-1982935-gilly,Gilly,Section,Charleroi,Hainaut Province,Wallonia,Belgium,gilly,loc,loc
43777-1984562-jacques debs,,,,,,,jacques debs,per,per
43848-1988574-stade leuven,Station Leuven,POI,Leuven,Flemish Brabant Province,Flanders,Belgium,stade leuven,loc,loc
43854-1988667-lacambre,La Cambuse,Section,Rouvroy,Luxembourg Province,Wallonia,Belgium,lacambre,loc,loc
44221-1999172-konstantinowka,,,,,,,konstantinowka,per,per
44302-2000260-baze,,,,,,,baze,per,per
44422-2003035-verhaeren,,,,,,,verhaeren,per,per
44423-2003113-chamberlain,,,,,,,chamberlain,per,per
44445-2003619-stade louvaniste,,POI,,Vlaams Brabant,Flanders,Belgium,stade louvaniste,loc,loc
44528-2005823-debuyst,,,,,,,debuyst,per,per
44563-2006359-leuven,Leuven,Commune,Leuven,Flemish Brabant Province,Flanders,Belgium,leuven,loc,loc
44563-2006359-louvain,,,,,,,louvain,loc,loc
44882-2014165-marolles,Marilles,Section,Orp-Jauche,Walloon Brabant Province,Wallonia,Belgium,marolles,loc,loc
44937-2015837-meysse,,,,,,France,meysse,loc,loc
44945-2015925-zualart,,,,,,,zualart,per,per
45091-2017737-huart chapel,,,,,,,huart chapel,per,per
45498-2027255-pierre raymond,,,,,,,pierre raymond,per,per
45524-2027730-ernest nys,,,,,,,ernest nys,per,per
46109-2042137-severs,,,,,,,severs,per,per
46111-2042137-van tasselarcher,,,,,,,van tasselarcher,per,per
46229-2044589-minerva,,POI,Brussels,Brussels Capital,Brussels Capital,Belgium,minerva,loc,loc
46245-2044749-josephina maes,,,,,,,josephina maes,per,per
46256-2045081-elixir edgard,,,,,,,elixir edgard,per_ambig,per_ambig
46313-2046416-pays-bas,,,,,,Netherlands,pays-bas,loc,loc
46339-2047167-congo,,,,,,Democratic Republic of the Congo,congo,loc,loc
46441-2049409-hollande,,,,,,Netherlands,hollande,loc,loc
46578-2052913-bonnet,,,,,,,bonnet,per,per
46670-2059106-léopold premier,,,,,,,léopold premier,per,per
46747-2061377-dony,,,,,,,dony,per,per
46898-2063977-assenede,Assenede,Commune,Assenede,East Flanders Province,Flanders,Belgium,assenede,loc,loc
46898-2063977-bassevelde,,,,,,,bassevelde,loc,loc
46898-2063977-boekhoute,,,,,,,boekhoute,loc,loc
46898-2063977-oost-eeklo,,,,,,,oost-eeklo,loc,loc
46898-2063977-bouchaute,,,,,,,bouchaute,loc,loc
46898-2063977-oost-eeklo,,,,,,,oost-eeklo,loc,loc
46898-2063977-oost-eeclo,,,,,,,oost-eeclo,loc,loc
46898-2063977-oost-eeclo,,,,,,,oost-eeclo,loc,loc
46898-2063977-oost-eecloo,,,,,,,oost-eecloo,loc,loc
46898-2063977-oost-eecloo,,,,,,,oost-eecloo,loc,loc
46937-2064866-solomon northup,,,,,,,solomon northup,per,per
47016-2066234-maurisse,,,,,,,maurisse,per,per
47276-2072202-roussille,,,,,,,roussille,per,per
47359-2074635-tombeur,,,,,,,tombeur,per_ambig,per_ambig
47442-2076982-ormeignies,Ormeignies,Section,Ath,Hainaut Province,Wallonia,Belgium,ormeignies,loc,loc
47667-2082239-gorkum,,,,,,Netherlands,gorkum,per,per
48201-2096548-rousies,,,,,,France,rousies,loc,loc
48355-2111641-babusiaux,,,,,,,babusiaux,per,per
48550-2118228-stade louvain,,POI,,Vlaams Brabant,Flanders,Belgium,stade louvain,loc,loc
48729-2125894-mesdagh constant,,,,,,,mesdagh constant,per,per
49092-2137206-auguste van thournout,,,,,,,auguste van thournout,per,per
49095-2137206-raymond van thournout,,,,,,,raymond van thournout,per,per
49167-2140316-wilmot de belva,,,,,,,wilmot de belva,per,per
49230-2142098-françois châtelet,,,,,,,françois châtelet,per,per
49472-2146819-fortamps,,,,,,,fortamps,per,per
49552-2149042-la ferté bernard,,,,,,France,la ferté bernard,loc,loc
49843-2157001-arthur romain,,,,,,,arthur romain,per,per
49851-2157117-geeter,,,,,,,geeter,per_ambig,per_ambig
49884-2157911-stade waremme,,POI,,Liège,Wallonia,Belgium,stade waremme,loc,loc
50041-2161796-linsel,,,,,,,linsel,per,per
50044-2161859-schaerbeek,Schaerbeek,Section,Schaarbeek,Bruxelles-Capitale,Brussels Capital,Belgium,schaerbeek,loc,loc
50190-2167348-valk,,,,,,,valk,ambig,ambig
50220-2167705-alfred de laet,,,,,,,alfred de laet,per,per
50223-2167705-buschmann,,,,,,,buschmann,per,per
50230-2167777-ben tahar,,,,,,,ben tahar,per,per
50521-2172741-kanagawa,,,,,,Japan,kanagawa,loc,loc
50550-2174413-edmond peny,,,,,,,edmond peny,per,per
50644-2176940-natoye,Natoye,Section,Hamois,Namur Province,Wallonia,Belgium,natoye,loc,loc
50903-2185928-bonnot,,,,,,,bonnot,per,per
50912-2186547-david oyens,,,,,,,david oyens,per,per
50937-2188116-gustave gérard,,,,,,,gustave gérard,per,per
50970-2189120-prosper,,,,,,,prosper,per,per
50992-2189932-nelis,,,,,,,nelis,per,per
51005-2190266-genin,,,,,,,genin,per,per
51005-2190266-bellecourt,,,,,,,bellecourt,loc,loc
51182-2193696-georges steveny,,,,,,,georges steveny,per,per
51280-2195899-capon,,,,,,,capon,per,per
51429-2199356-guerin,,,,,,,guerin,per,per
51503-2200604-léonie renard,,,,,,,léonie renard,per,per
51609-2202027-spreutels,,,,,,,spreutels,per,per
51718-2205590-baesrode,Baasrode,Section,Dendermonde,East Flanders Province,Flanders,Belgium,baesrode,loc,loc
51804-2207871-minart,,,,,,,minart,ambig,ambig
51832-2208204-defreyne,,,,,,,defreyne,per,per
51832-2208204-torhout,,,,,,,torhout,loc,loc
51834-2208204-defreyne,,,,,,,defreyne,per,per
51834-2208204-wynendaele,,,,,,,wynendaele,loc,loc
51845-2208485-proli,,,,,,,proli,per,per
51888-2209578-berchem,Berchem,Section,Antwerpen,Antwerpen,Flanders,Belgium,berchem,loc,loc
51888-2209578-coveliers,,,,,,,coveliers,per,per
51923-2210578-raviart,,,,,,,raviart,per,per
51936-2211145-ligny,Ligny,Section,Sombreffe,Namur Province,Wallonia,Belgium,ligny,loc,loc
52045-2212774-fulgenzio,,,,,,,fulgenzio,per,per
52058-2212877-crick,,,,,,,crick,per_ambig,per_ambig
52362-2220870-stade heysel,,POI,Brussels,Brussels Capital,Brusseels Capital,Belgium,stade heysel,loc,loc
52471-2223060-transenter,,,,,,,transenter,per,per
52513-2223993-hoogendijk,,,,,,,hoogendijk,per,per
52539-2225567-rotsaert,,,,,,,rotsaert,per,per
52624-2229092-joeph straus,,,,,,,joeph straus,per,per
52628-2229093-esneux,Esneux,Commune,Esneux,Liège Province,Wallonia,Belgium,esneux,loc,loc
52721-2232719-mélidès,,,,,,,mélidès,per,per
52797-2236559-de coster,,,,,,,de coster,per,per
52797-2236559-michiels,,,,,,,michiels,per,per
52846-2237703-prusse,,,,,,Germany,prusse,loc,loc
53017-2241140-kuulkers,,,,,,,kuulkers,per,per
53473-2255473-reinertsen,,,,,,,reinertsen,per,per
53473-2255473-congo,,,,,,,congo,loc,loc
53543-2258250-square marguerite,,,,,,France,square marguerite,loc,loc
53579-2259942-vandermaelen,,,,,,,vandermaelen,per,per
54043-2280067-gilze,,,,,,Netherlands,gilze,loc,loc
54073-2280657-blavier,,,,,,,blavier,per,per
54073-2280657-wodecq,,,,,,,wodecq,loc,loc
54145-2284730-bruxelles,Brussels,Commune,Brussels,Bruxelles-Capitale,Brussels Capital,Belgium,bruxelles,loc,loc
54327-2290211-congo,,,,,,Democratic Republic of the Congo,congo,loc,loc
,,,,,,,,loc,
54466-2297218-eglise saint paul,Eglise Saint-Hubert,POI,Watermael-Boitsfort,Bruxelles-Capitale,Brussels Capital,Belgium,eglise saint paul,loc,loc
54466-2297218-corvilain,,,,,,,corvilain,per,per
54466-2297218-anvers,,,,,,,anvers,loc,loc
54472-2297218-sint pauluskerk,,,,,,Netherlands,sint pauluskerk,loc,loc
54492-2298253-cinema mayeur,,,,,,,cinema mayeur,loc,loc
54614-2303455-arthur focant,,,,,,,arthur focant,per,per
54795-2310363-brackelaire,,,,,,,brackelaire,per,per
54824-2312048-alfons plettinckx,,,,,,,alfons plettinckx,per,per
54841-2312233-daggelinckx,,,,,,,daggelinckx,per,per
54939-2316075-kattekasteel,,POI,Anderlecht,Brussels Capital,Brussels Capital,Belgium,kattekasteel,loc,loc
54989-2318162-pietro,,,,,,,pietro,per,per
55238-2324611-beecken,,,,,,,beecken,per,per
55422-2329692-eugénie,,,,,,,eugénie,per,per
55582-2336595-per,,,,,,,per,per,per
55620-2337969-dutrieux,,,,,,,dutrieux,per,per
55641-2338110-de jantk,,,,,,,de jantk,ambig,ambig
55767-2342567-bocholt,Bocholt,Commune,Bocholt,Limburg Province,Flanders,Belgium,bocholt,loc,loc
55782-2343159-meeus,,,,,,,meeus,per,per
55854-2346165-scott,,,,,,,scott,per,per
55854-2346165-uccle,,,,,,,uccle,loc,loc
56004-2352277-mage,,,,,,,mage,per,per
56118-2356859-hertogenwald,Hertogenwald,Forêt,,Liège Province,Wallonia,Belgium,hertogenwald,loc,loc
56171-2358393-massart,,,,,,,massart,per,per
56187-2358742-perrin,,,,,,,perrin,per,per
56265-2360615-lorand,,,,,,,lorand,per,per
56361-2362182-boone,,,,,,,boone,per_loc,per_loc
56366-2362430-rogier,,,,,,,rogier,per,per
56595-2367071-coosemans,,,,,,,coosemans,per,per
,,,,,,,,per,
56688-2370579-bodenbroeck,,,,,,,bodenbroeck,per,per
56773-2373260-nivelles,Nivelles,Commune,Nivelles,Walloon Brabant Province,Wallonia,Belgium,nivelles,loc,loc
56773-2373260-borremans,,,,,,,borremans,per,per
56794-2374428-amanua,,,,,,,amanua,per_ambig,per_ambig
56825-2375494-sturkoff,,,,,,,sturkoff,ambig,ambig
56941-2378147-karel appel,,,,,,,karel appel,per,per
57233-2383534-george sand,,,,,,,george sand,per,per
57298-2384612-théâtre de la monnaie,,,,,,,théâtre de la monnaie,loc,loc
57525-2391464-neirinckx,,,,,,,neirinckx,per,per
57719-2394562-labis,,,,,,,labis,per,per
57795-2396326-neder over heembeek,Neder-Over-Heembeek,Section,Brussels,Bruxelles-Capitale,Brussels Capital,Belgium,neder over heembeek,loc,loc
58002-2402456-henriette,,,,,,,henriette,per,per
58063-2404425-jurriaanse,,,,,,,jurriaanse,per,per
58489-2417859-ypres,Ieper,Commune,Ieper,West Flanders Province,Flanders,Belgium,ypres,loc,loc
58548-2418740-tistaert,,,,,,,tistaert,per,per
58549-2418860-finch,,,,,,,finch,per,per
58741-2422215-koopman,,,,,,,koopman,per,per
58792-2423864-blaise distel,,,,,,,blaise distel,per,per
58852-2425443-théophile delbecq,,,,,,,théophile delbecq,per,per
58924-2426769-me*elput,,,,,,,me*elput,per_ambig,per_ambig
58944-2427386-françois favier,,,,,,,françois favier,per,per
59034-2430597-elet,,,,,,,elet,per,per
59073-2431929-daens,,,,,,,daens,per,per
59073-2431929-aalst,,,,,,,aalst,loc,loc
59080-2432354-fix,,,,,,,fix,per,per
59177-2437270-landuyt,,,,,,,landuyt,per,per
59338-2443724-morat,,,,,,,morat,per_loc,per_loc
59338-2443724-congo,,,,,,,congo,loc,loc
59662-2453651-merkpin,,,,,,,merkpin,per,per
59663-2453651-vandevelde,,,,,,,vandevelde,per,per
59681-2454332-charles francotte,,,,,,,charles francotte,per,per
59986-2466846-monsaingeon,,,,,,,monsaingeon,per,per
60133-2470323-floriffoux,Floriffoux,Section,Floreffe,Namur Province,Wallonia,Belgium,floriffoux,loc,loc
60191-2470829-keerbergen,Keerbergen,Commune,Keerbergen,Flemish Brabant Province,Flanders,Belgium,keerbergen,loc,loc
60351-2476039-loutzkoy,,,,,,,loutzkoy,per,per
60360-2476445-devos,,,,,,,devos,per,per
60360-2476445-sint denijs,,,,,,,sint denijs,loc,loc
60417-2478309-tildonck,,,,,,,tildonck,per_loc,per_loc
60568-2483231-calmeyn,,,,,,,calmeyn,per,per
60568-2483231-congo,,,,,,,congo,loc,loc
60915-2496931-sohie,,,,,,,sohie,per_ambig,per_ambig
60994-2499232-tonglet,,,,,,,tonglet,per,per
60994-2499232-auvelais,,,,,,,auvelais,loc,loc
61000-2499877-cruvelli,,,,,,,cruvelli,per,per
61019-2501263-rosa van tassel,,,,,,,rosa van tassel,per,per
61237-2512641-kalisch,,,,,,,kalisch,per,per
61300-2514899-paulet,,,,,,,paulet,per,per
61348-2515406-callataÿ,,,,,,,callataÿ,per,per
61369-2516585-kruger,,,,,,,kruger,per,per
61386-2518126-itterswiller,,,,,,France,itterswiller,loc,loc
61403-2519804-antwerpen,Antwerpen,Commune,Antwerpen,Antwerpen,Flanders,Belgium,antwerpen,loc,loc
61420-2520867-jaobs,,,,,,,jaobs,per,per
61426-2521235-real madrid,,,,,,Spain,real madrid,loc,loc
61433-2521527-sternberg,,,,,,,sternberg,per,per
61708-2536020-feneur,Feneur,Section,Dalhem,Liège Province,Wallonia,Belgium,feneur,loc,loc
61802-2540432-louis allaer,,,,,,,louis allaer,per,per
61902-2544102-catherine defossez,,,,,,,catherine defossez,per,per
61907-2544162-pirard,,,,,,,pirard,per,per
61956-2545070-wilhelmus ambrosius hecke,,,,,,,wilhelmus ambrosius hecke,per,per
61984-2545519-seynave,,,,,,,seynave,per,per
61984-2545519-loenhout,,,,,,,loenhout,loc,loc
62225-2557045-cinema lux,,,,,,,cinema lux,loc,loc
62250-2557864-raspoutin,,,,,,,raspoutin,per,per
62268-2558124-beriot,,,,,,,beriot,per,per
62268-2558124-ixelles,,,,,,,ixelles,loc,loc
62368-2564004-ferme wautier,,,,,,,ferme wautier,loc,loc
62422-2565119-victor alter,,,,,,,victor alter,per,per
62448-2565976-szymanski,,,,,,,szymanski,per,per
62779-2579086-heger,,,,,,,heger,per,per
62839-2582822-horta,,POI,Brussels,Brussels Capital,Brussels Capital,Belgium,horta,loc,loc
62839-2582822-centraal station,,,,,,,centraal station,loc,loc
63052-2592649-hooglaert,Hoeilaart,Commune,Hoeilaart,Flemish Brabant Province,Flanders,Belgium,hooglaert,loc,loc
63067-2593096-greef,,,,,,,greef,per,per
63116-2596136-eveline le maire,,,,,,,eveline le maire,per,per
63230-2599865-wibrin,Wibrin,Section,Houffalize,Luxembourg Province,Wallonia,Belgium,wibrin,loc,loc
63230-2599865-liège,,,,,,,liège,loc,loc
63304-2604655-antonia vandendriessche,,,,,,,antonia vandendriessche,per,per
63693-2617100-moresnet,Moresnet,Section,Plombières,Liège Province,Wallonia,Belgium,moresnet,loc,loc
63941-2622783-congo,,,,,,Democratic Republic of the Congo,congo,loc,loc
63941-2622783-nederlands-indie,,,,,,,nederlands-indie,loc,loc
63953-2623141-hcoylaert,Hoeilaart,Commune,Hoeilaart,Vlaams Brabant,Flanders,Belgium,hcoylaert,loc,loc
64098-2627657-bohme,,,,,,,bohme,per,per
64241-2630724-helene vanhoutte,,,,,,,helene vanhoutte,per,per
64302-2632039-louyest,,,,,,,louyest,per,per
64462-2637630-huybrechts-willems,,,,,,,huybrechts-willems,per,per
64535-2639255-hippolyte guillery,,,,,,,hippolyte guillery,per,per
64553-2639730-etienne de breuck,,,,,,,etienne de breuck,per,per
64598-2641035-overrvssche,Overijse,Commune,Overijse,Flemish Brabant Province,Flanders,Belgium,overrvssche,loc,loc
64614-2641718-franck,,,,,,,franck,per,per
64626-2642572-overysschf,Overijse,Commune,Overijse,Flemish Brabant Province,Flanders,Belgium,overysschf,loc,loc
64735-2644541-smvberg,,,,,,?,smvberg,loc,loc
64904-2648934-adeline pollet,,,,,,,adeline pollet,per,per
65193-2657738-felicitas van der linden,,,,,,,felicitas van der linden,per,per
65295-2662147-ysaye,,,,,,,ysaye,per,per
65296-2662147-ysaye,,,,,,,ysaye,per,per
65390-2664134-dadizele,,,,,,,dadizele,loc,loc
65536-2670860-ziegenberg,,,,,,Germany,ziegenberg,loc,loc
65620-2674865-aarschot,Aarschot,Commune,Aarschot,Flemish Brabant Province,Flanders,Belgium,aarschot,loc,loc
65637-2675617-martin cuypers,,,,,,,martin cuypers,per,per
65637-2675617-liège,,,,,,,liège,loc,loc
65878-2681690-bogaert leopold,,,,,,,bogaert leopold,per,per
66329-2703688-van den broecke polidoor,,,,,,,van den broecke polidoor,per,per
66549-2710336-gentbrugge,Gentbrugge,Section,Gent,East Flanders Province,Flanders,Belgium,gentbrugge,loc,loc
66623-2711790-jette,,,,,,,jette,loc,loc
66766-2715917-quiroga,,,,,,,quiroga,per,per
66933-2717923-nichelput,,,,,,,nichelput,per,per
67029-2721529-cloots,,,,,,,cloots,per,per
67230-2727747-hambursin,,,,,,,hambursin,per,per
67238-2728125-chili,,,,,,Chile,chili,loc,loc
67840-2746410-sint-pieters-leeuw,,Commune,,,,Belgium,sint-pieters-leeuw,loc,loc
67993-2751645-morlanwelz,Morlanwelz-Mariemont,Section,Morlanwelz,Hainaut Province,Wallonia,Belgium,morlanwelz,loc,loc
67993-2751645-warocque,,,,,,,warocque,per,per
68020-2752852-aalst,Aalst,Commune,Aalst,East Flanders Province,Flanders,Belgium,aalst,loc,loc
68044-2754796-china,,,,,,People's Republic of China,china,loc,loc
68044-2754796-japan,,,,,,,japan,loc,loc
68044-2754796-chine,,,,,,,chine,loc,loc
68044-2754796-japon,,,,,,,japon,loc,loc
68047-2755220-joost,,,,,,,joost,per,per
68218-2758405-champêtre,,,,,,,champêtre,,
68218-2758405-nivelles,,,,,,,nivelles,loc,
68221-2758405-nivelles,Nivelles,Commune,Nivelles,Walloon Brabant Province,Wallonia,Belgium,nivelles,loc,
68442-2766226-attenrode wever,Attenrode,Section,Glabbeek,Flemish Brabant Province,Flanders,Belgium,attenrode wever,loc,loc
68478-2767635-cuba,,,,,,Cuba,cuba,loc,loc
68624-2773357-graindorge,,,,,,,graindorge,per,per
68694-2775307-hjalm,,,,,,,hjalm,per,per
68694-2775307-congo,,,,,,,congo,loc,loc
68918-2782073-middelkerke,Middelkerke,Commune,Middelkerke,West Flanders Province,Flanders,Belgium,middelkerke,loc,loc
69113-2790925-andenne,Andenne,Commune,Andenne,Namur Province,Wallonia,Belgium,andenne,loc,loc
69113-2790925-eghezee,,,,,,,eghezee,loc,loc
69294-2797018-lescuyer albert,,,,,,,lescuyer albert,per,per
69296-2797018-lescuyer,,,,,,,lescuyer,per,per
69296-2797018-regnault,,,,,,,regnault,per,per
69296-2797018-zulmé,,,,,,,zulmé,per,per
69317-2797751-meerbeke,Meerbeke,Section,Ninove,East Flanders Province,Flanders,Belgium,meerbeke,loc,loc
69385-2799983-ryckeboer,,,,,,,ryckeboer,per,per
69414-2800498-despezel,,,,,,,despezel,per,per
69465-2802178-belgië,Kingdom of Belgium,Pays,,,,Belgium,belgië,loc,loc
69494-2803505-cinema prins albert,,,,,,,cinema prins albert,loc,loc
69521-2804344-carl grün,,,,,,,carl grün,per,per
69521-2804344-verviers,,,,,,,verviers,loc,loc
69565-2804983-drogenbosch,Drogenbos,Commune,Drogenbos,Flemish Brabant Province,Flanders,Belgium,drogenbosch,loc,loc
69685-2808781-tilff,Tilff,Section,Esneux,Liège Province,Wallonia,Belgium,tilff,loc,loc
69747-2810584-borinage,Borinage,Sous-région,,Hainaut Province,Wallonia,Belgium,borinage,loc,loc
69768-2811593-peersegaele,,,,,,,peersegaele,per,per
69916-2817051-lerm,,,,,,,lerm,per_loc,per_loc
70254-2828145-butler,,,,,,,butler,per_ambig,per_ambig
70349-2832891-brondesbury,,,,,,United Kingdom,brondesbury,loc,loc
70380-2833796-steurs alphonse,,,,,,,steurs alphonse,per,per
70502-2836236-jeannette zondervan,,,,,,,jeannette zondervan,per,per
70526-2836246-fernand khnopff,,,,,,,fernand khnopff,per,per
70913-2844131-chateau du fy,Château Le Fy,POI,Esneux,Liège,Wallonia,Belgium,chateau du fy,loc,loc
70924-2844223-kiel,,,,,,Germany,kiel,loc,loc
,,,,,,,,loc,
71180-2848450-liedholm,,,,,,,liedholm,per,per
71180-2848450-congo,,,,,,,congo,loc,loc
71222-2850184-charlotte de belgique,,,,,,,charlotte de belgique,per,per
71259-2850632-berick,,,,,,,berick,per_ambig,per_ambig
71341-2852514-braine-le-comte,,,,,,,braine-le-comte,loc,loc
71448-2855847-lilja,,,,,,,lilja,ambig,ambig
71448-2855847-congo,,,,,,,congo,loc,loc
71454-2855878-oolen,,,,,,,oolen,per,per
71459-2856247-dieudonne,,,,,,,dieudonne,per,per
71488-2857340-sebillot,,,,,,,sebillot,per,per
71568-2858812-jacco,Uccle,POI,Uccle,Brussels Capital,Brussels Capital,Belgium,jacco,loc,loc
71643-2861710-dendermonde,Dendermonde,Commune,Dendermonde,East Flanders Province,Flanders,Belgium,dendermonde,loc,loc
71701-2864057-morlanwelz,Morlanwelz-Mariemont,Section,Morlanwelz,Hainaut Province,Wallonia,Belgium,morlanwelz,loc,loc
71764-2865708-china,,,,,,People's Republic of China,china,loc,loc
71764-2865708-japan,,,,,,,japan,loc,loc
71884-2868641-petronille,,,,,,,petronille,per,per
72149-2877405-afrique,,,,,,Continent,afrique,loc,loc
72374-2884491-nocquet,,,,,,,nocquet,per,per
72436-2885744-japan,,,,,,Japan,japan,loc,loc
72436-2885744-china,,,,,,,china,loc,loc
72482-2887330-garin,,,,,,,garin,per,per
72615-2891197-charles scharrès,,,,,,,charles scharrès,per,per
72810-2894716-merbes,Merkem,Section,Houthulst,West Flanders Province,Flanders,Belgium,merbes,loc,loc
73078-2901093-blaesheim,,,,,,France,blaesheim,loc,loc
73105-2901163-tokio,,,,,,Japan,tokio,loc,loc
73105-2901163-pékin,,,,,,,pékin,loc,loc
73137-2901541-la hestre,,,,,,,la hestre,loc,loc
73238-2903879-chine,,,,,,People's Republic of China,chine,loc,loc
73238-2903879-japon,,,,,,,japon,loc,loc
73324-2906967-mons,Mons,Commune,Mons,Hainaut Province,Wallonia,Belgium,mons,loc,loc
73324-2906967-manage,,,,,,,manage,loc,loc
73345-2907789-eygenbilsen,,Section,,,,Belgium,eygenbilsen,loc,loc
73367-2908488-magidson,,,,,,,magidson,per,per
73460-2910396-lemonnier,,,,,,,lemonnier,per,per
73579-2915126-peel,,,,,,,peel,per_loc,per_loc
73912-2924746-verdbois,,,,,,,verdbois,per,per
73941-2925042-charlie,,,,,,,charlie,per,per
74214-2932285-torhout,Torhout,Commune,Torhout,West Flanders Province,Flanders,Belgium,torhout,loc,loc
74219-2932515-chine,,,,,,People's Republic of China,chine,loc,loc
74445-2937996-dargent,,,,,,,dargent,per,per
74451-2938148-samuelsson,,,,,,,samuelsson,per,per
74451-2938148-congo,,,,,,,congo,loc,loc
74463-2938403-nivelles,Nivelles,Commune,Nivelles,Walloon Brabant Province,Wallonia,Belgium,nivelles,loc,loc
74463-2938403-thines,,,,,,,thines,loc,loc
74463-2938403-monstreux,,,,,,,monstreux,loc,loc
74463-2938403-bornival,,,,,,,bornival,loc,loc
74463-2938403-baulers,,,,,,,baulers,loc,loc
74728-2944773-deleau vicq,,,,,,,deleau vicq,per,per
74822-2947204-china,,,,,,People's Republic of China,china,loc,loc
75189-2954419-pouyes,,,,,,,pouyes,per,per
75738-2965700-kallenberg,,,,,,,kallenberg,per,per
75756-2966189-mohr,,,,,,,mohr,per,per
75830-2967236-sneyers,,,,,,,sneyers,per,per
75887-2969463-olga benario,,,,,,,olga benario,per,per
76195-2979542-oosterzeele,Oosterzele,Commune,Oosterzele,East Flanders Province,Flanders,Belgium,oosterzeele,loc,loc
76378-2984730-lancaster,,,,,,,lancaster,per_loc,per_loc
76449-2987711-winter,,,,,,,winter,per,per
76481-2989110-oudegem,,Section,,,,Belgium,oudegem,loc,loc
76546-2991223-dehmelhaus,,,,,,,dehmelhaus,per_ambig,per_ambig
76662-2994666-pauline marcelle,,,,,,,pauline marcelle,per,per
76951-3006850-antrop,,,,,,,antrop,per,per
77674-3028122-wancour,,,,,,,wancour,per,per
77676-3028122-wancours,,,,,,,wancours,per,per
77689-3028714-coetermans,,,,,,,coetermans,per,per
77709-3029109-léon van der mersch,,,,,,,léon van der mersch,per,per
77821-3033830-champêtre,,,,,,,champêtre,,
77821-3033830-thines,,,,,,,thines,loc,
77837-3034030-etterbeek,Etterbeek,Commune,Etterbeek,Bruxelles-Capitale,Brussels Capital,Belgium,etterbeek,loc,loc
77932-3036689-télesphore george,,,,,,,télesphore george,per,per
77943-3037559-rené lachat,,,,,,,rené lachat,per,per
77944-3037559-sohie,,,,,,,sohie,per,per
77944-3037559-nieuwkerke,,,,,,,nieuwkerke,loc,loc
78255-3048129-artistic pathe,,,,,,,artistic pathe,loc,loc
78284-3048877-evregnies,Evregnies,Section,Estaimpuis,Hainaut Province,Wallonia,Belgium,evregnies,loc,loc
78285-3048877-stievenart,,,,,,,stievenart,per,per
78319-3050103-mainvault,Mainvault,Section,Ath,Hainaut Province,Wallonia,Belgium,mainvault,loc,loc
78415-3053683-spina,,,,,,,spina,per,per
78473-3055305-cartier,,,,,,,cartier,per,per
78559-3058643-velaines,Velaines,Section,Celles,Hainaut Province,Wallonia,Belgium,velaines,loc,loc
78667-3061584-urbanie lecot,,,,,,,urbanie lecot,per,per
78700-3061933-desribeu,,,,,,,desribeu,per,per
79269-3076681-verdcourt,,,,,,,verdcourt,per,per
79269-3076681-barchon,,,,,,,barchon,loc,loc
79362-3079875-mallinckrodt,,,,,,,mallinckrodt,per_loc,per_loc
79419-3083169-gent,Gent,Commune,Gent,East Flanders Province,Flanders,Belgium,gent,loc,loc
79576-3086478-moutier saint maur,,,,,,France,moutier saint maur,loc,loc
79579-3086478-moutiez saint-maur,,,,,,France,moutiez saint-maur,loc,loc
79847-3093177-géneral jacques,,POI,,,,Belgium,géneral jacques,per_loc,per_loc
79857-3093209-marroijen,,,,,,,marroijen,per_ambig,per_ambig
79884-3093908-bessarabie,,,,,,Romania,bessarabie,loc,loc
79947-3095678-anvers,,,,,,France,anvers,loc,loc
80143-3104177-delville,,,,,,,delville,per,per
80208-3105773-allard camille,,,,,,,allard camille,per,per
80314-3109327-antwerp,Antwerpen,Commune,Antwerpen,Antwerpen,Flanders,Belgium,antwerp,loc,loc
80340-3110198-merbes- sainte- marie,Merbes-Sainte-Marie,Section,Merbes-le-Château,Hainaut Province,Wallonia,Belgium,merbes- sainte- marie,loc,loc
80443-3113027-vilvoorde,Vilvoorde,Commune,Vilvoorde,Flemish Brabant Province,Flanders,Belgium,vilvoorde,loc,loc
80906-3121742-stamler,,,,,,,stamler,per,per
81079-3129369-lembeek,Lembeek,Section,Halle,Flemish Brabant Province,Flanders,Belgium,lembeek,loc,loc
81080-3129526-chine,,,,,,People's Republic of China,chine,loc,loc
81080-3129526-japon,,,,,,,japon,loc,loc
81210-3133980-eghezee,Éghezée,Commune,Éghezée,Namur Province,Wallonia,Belgium,eghezee,loc,loc
