Column 1,viaf,wikidata,Column 2
Emma Cassimon,,,2
Emma Evans,Emma Evans,,1
Emma Ferrefes,,,1
Emma Herpin,,,1
Emma Kerfyzer,,,1
Emma Koeckelkoven,,,2
Emmanuel Bals,,,1
Emmanuel De Clercq,,,1
Emmanuel Dumont,Emmanuel Dumont,,1
Emmanuel Foulon,Emmanuel Foulon,Emmanuel Foulon,1
Emmanuel Fourdin,Emmanuel Fourdin,,1
Emmanuel Hirsch,Emmanuel Hirsch,Emmanuel Hirsch,2
Emmanuel Hirsh,,,1
Emmanuel Huisman,Emmanuel Huisman,,3
Emmanuel Jadot,,Emmanuel Jadot,1
Emmanuel Paternoster,,,1
Emmanuel Rollier,,Emmanuel Rollier,1
Emmanuel Samuel,,Emmanuel Samuel,4
Emmanuel Torrens,Emmanuel Torrens,,2
Emma Vandenhoeck,,,1
Emma Van Den Hoeck,,,1
Endurance Shackleton,Endurance Shackleton,,1
Engel Den,,,2
Engel Spa,,,2
Englebert Coudere,,,4
Enrico Gambini,,,2
Enrico Sisti,,,1
Ensor Mariettejames,,,1
Ensor Rousseaujames,,,1
Ente Severen,,,3
Eole Moto,,,3
Eppo Doeve,Eppo Doeve,Eppo Doeve,1
Eric Borremans,Eric Borremans,,1
Eric Gerard,,Eric Gerard,1
Erich Kastner,Erich Kastner,Erich Kastner,1
Erich Wichman,Erich Wichman,Erich Wichman,1
Eric Tinel,,,1
Ermeline Moerenhout,,,1
Ernest Acker,,Ernest Acker,1
Ernest Allard,Ernest Allard,Ernest Allard,1
Ernest Bie,,,2
Ernest Cambier,,Ernest Cambier,1
Ernest Charles,,,1
Ernest Clossen,,,1
Ernest Closson,Ernest Closson,Ernest Closson,1
Ernest Coureur,Ernest Coureur,,1
Ernest Dansaert,,,1
Ernest Delahaye,Ernest Delahaye,Ernest Delahaye,2
Ernest Delune,,Ernest Delune,1
Ernest Deprez,,,1
Ernest De Schutter,,,1
Ernest Devaux,,,1
Ernest Doudou,Ernest Doudou,,2
Ernest Du Bois,,,1
Ernest Edouard Marie Van Schoote,,,1
Ernest Forgeur,,Ernest Forgeur,7
Ernest Fraineux,,,2
Ernest Gambart,,Ernest Gambart,2
Ernest Gaspard,,,1
Ernest Gilon,Ernest Gilon,Ernest Gilon,1
Ernest Goddefroy,Ernest Goddefroy,,1
Ernest Gossart,Ernest Gossart,Ernest Gossart,1
Ernest Hainaut,,,5
Ernest Hallo,,,3
Ernest Henri Marlier,,,1
Ernest Henrion,Ernest Henrion,,1
Ernestine De Bruyne,,,1
Ernest Marlier,,,2
Ernest Nys,Ernest Nys,Ernest Nys,1
Ernesto Patrizio,,,1
Ernesto Tornquist,Ernesto Tornquist,Ernesto Tornquist,2
Ernest Renan,Ernest Renan,Ernest Renan,1
Ernest Rousseau,,,7
Ernest Rousseau James Ensor,,,1
Ernest Salu,,Ernest Salu,1
Ernest Solvay,Ernest Solvay,Ernest Solvay,1
Ernest Urbanowiez,,,1
Ernest Van Der Laat,,,1
Ernest Van Der Linden,,,3
Ernest Vandewiele,,,1
Ernest Vane,,,1
Ernest Van Schoote,,,1
Ernest Verlant,Ernest Verlant,Ernest Verlant,1
Ernest Wijnants,,Ernest Wijnants,1
Ernst Barlach,Ernst Barlach,Ernst Barlach,1
Ernst Coureur,,,2
Ernst Franck,,Ernst Franck,1
Ernst Friedrich,,Ernst Friedrich,2
Ernst Karcher,,,1
Ernst Mensen,Ernst Mensen,Ernst Mensen,1
Ernst Riedel,Ernst Riedel,,1
Erry Cramer,,,1
Erwin Ganz,Erwin Ganz,,1
Esmeralda Punta,,,1
Esperance Esperanto,,,1
Estelle Goldstein,Estelle Goldstein,,2
Esther Blairon,,,1
Esther Charlier,,,1
Esther Deltenre,Esther Deltenre,Esther Deltenre,3
Esther Lekain,Esther Lekain,Esther Lekain,1
Esther Ravestein,,,1
Estienne Bixschote,,,1
Etel Prince,,,1
Ethel Ledeberg,,,2
Ethel Schmedes,,,1
Ethel Teirlinck,,,2
Etienne De Breuck,,,1
Etienne De Re,,,1
Etienne Godin,,,1
Etienne Kops,,,2
Etienne Lambert Joseph Paulus,,,1
Etienne Lenoir,Etienne Lenoir,Etienne Lenoir,16
Etienne Morannes,,,1
Etienne Mouttet,,,1
Etienne Paulus Josephine,,,1
Etienne Renard,Etienne Renard,Etienne Renard,1
Etienne Thevenon,,,2
Eugeen Stappers,,,1
Eugeen Van Mieghem,Eugeen Van Mieghem,Eugeen Van Mieghem,1
Eugeen Zetternam,Eugeen Zetternam,Eugeen Zetternam,1
Eugene Antoine,,,1
Eugene Autrique,,Eugene Autrique,2
Eugene Bosco,,,2
Eugene Brias,,,2
Eugene Broerman,Eugene Broerman,Eugene Broerman,1
Eugene Cauchie,,,1
Eugene Closs,,,1
Eugene Dassy,,,1
Eugene Dauge,,,1
Eugene De Bie,,Eugene De Bie,1
Eugene De Decker,,Eugene De Decker,1
Eugene De Kerckhove,Eugene De Kerckhove,Eugene De Kerckhove,1
Eugene Delaunoy,,,1
Eugene De Ligny,,,1
Eugene De Loneux,,,1
Eugene Demolder,Eugene Demolder,Eugene Demolder,1
Eugene De Plyn,,,2
Eugene De Roy,,,1
Eugene Devaux,Eugene Devaux,,1
Eugene Dhuicque,Eugene Dhuicque,Eugene Dhuicque,1
Eugene Erebe,Eugene Erebe,,1
Eugene Gambart,,,2
Eugene Geurts,,,1
Eugene Godart,,,2
Eugene Godin,,Eugene Godin,1
Eugene Herman Neut,,,1
Eugene Kredlinger,,,1
Eugene Laermans,Eugene Laermans,Eugene Laermans,2
Eugene Legendre,,,1
Eugene Legras,,,1
Eugene Marcoux,Eugene Marcoux,,4
Eugene Meeus,Eugene Meeus,Eugene Meeus,1
Eugene Neut,,,1
Eugene Oppenheim,,,3
Eugene Plasky,,Eugene Plasky,1
Eugene Samuel,,Eugene Samuel,1
Eugene Samuel Holeman,,,1
Eugene Schimp,,,1
Eugene Soudan,,Eugene Soudan,1
Eugene Straus,Eugene Straus,,1
Eugene Suc,,,1
Eugene Sue,Eugene Sue,Eugene Sue,5
Eugene Surinx,,,1
Eugene Van Den Bossche,Eugene Van Den Bossche,,1
Eugene Verdeyen,,,2
Eugene Verheggen,,,1
Eugene Woos,,,3
Eugene Ysae,,,5
Eugene Ysaye,Eugene Ysaye,Eugene Ysaye,6
Eugenia Nolens,,,1
Eugenie Buffet,Eugenie Buffet,Eugenie Buffet,2
Eugenie Colle,,,1
Eugenie Gauthier,,,3
Eugenie Imperatrice,,Eugenie Imperatrice,6
Eugenie Lossignol,,,1
Eugenie Mariage,Eugenie Mariage,,1
Eugenie Reynaert,,,1
Eugenie Rossignol,,,5
Eugenie Staesens,,,1
Eugenio Bruni,,Eugenio Bruni,1
Eulalie Apers,,,1
Eulalie Benoot,,,1
Eusebe Erebe,,,1
Eustache De Bois,,,1
Eva De Launay,,,1
Eva Dell,,,3
Evangelique Belge,,,1
Evangelique De Bois,,,1
Evangelique Mission,Evangelique Mission,,1
Evans Andaluzia,,,2
Evans Forestiere,,,1
Evariste Carpentier,Evariste Carpentier,Evariste Carpentier,3
Evariste Liege,,,1
Eva Sarcy,,,1
Eveline Le Maire,Eveline Le Maire,Eveline Le Maire,2
Evelyne Wybrands,,,1
Evelyn Wybrands,,,1
Evence Coppee,,,3
Evens Ardoise,,,1
Everard Avenue,,,1
Everard Verheyden,,,1
Evrard Blanquart,,,1
Evrard Chatelet,,,1
Evrard Florent,,,3
Evrard Havenith,,,1
Evrard Necrologie,,,2
Evrard Telegraphie,,,1
Ewald Quintuor,,,1
Fabiola Floralien,,,1
Fabiola Kindervreugd,,,1
Fabiola Sombeke,,,1
Fabre Malpertuis,,,1
Fabry Emile,,Fabry Emile,1
Fadette La Petite,,,1
Fadette Petite,,,1
Faik Bej,,,2
Faik Konitza,Faik Konitza,Faik Konitza,2
Falk Merzbach,,,1
Fanchon La Vielleuse,,,1
Fanny Abas,,,1
Fanny Haguenauer,,,1
Fanny Kessels,,,1
Fanny Thibout,,,1
Fares Ouled,,,1
Farid Le Fou,,,1
Fata Poetae,,,1
Fata Sua,,,2
Faust Petit,,,1
Felice Fauconier,,,1
Felice Lebon,,,1
Felicie Lechantre,,,1
Felicie Muyllaert,,,1
Felicien Debreyne,,,1
Felicien De Breyne,,,1
Felicien Decroix,,,4
Felicien Depasse,,,1
Felicien Gobert,,,1
Felicien Rops,Felicien Rops,Felicien Rops,5
Felicitas Van Der Linden,,,2
Felicita Van Der Linden,,,2
Felicitee Bonnet,,,1
Felicitee Kops,,,1
Felicite Hubert Poncelet,,,1
Felicite Kops,,,2
Felicite Meunier,,,1
Felicite Van Mieghem,,,4
Felix Bernard,,Felix Bernard,1
Felix Bogaerts,Felix Bogaerts,Felix Bogaerts,4
Felix Boure,,Felix Boure,2
Felix Bovie,,Felix Bovie,2
Felix Brans,,,2
Felix Buelens,,Felix Buelens,2
Felix Cochaux,,,1
Felix Danloy,,,1
Felix De Grave,,,1
Felix Delhasse,,Felix Delhasse,1
Felix De Merode,Felix De Merode,Felix De Merode,1
Felix Devaux,Felix Devaux,Felix Devaux,2
Felix Garlinck,,,1
Felix Hap,,,2
Felix Isaac,,,3
Felix Lemaire,Felix Lemaire,,1
Felix Limpens,,,1
Felix Morlion,Felix Morlion,Felix Morlion,1
Felix Morren,,,1
Felix Muelenaere,,,1
Felix Potin,Felix Potin,Felix Potin,1
Felix Reze,,,2
Felix Rombaux,,,1
Felix Seys,,,1
Felix Sohie,,Felix Sohie,4
Felix Terlinden,Felix Terlinden,,2
Felix Timmermans,Felix Timmermans,Felix Timmermans,1
Felix Vanderstraeten,,Felix Vanderstraeten,1
Felix Van De Weghe,,,2
Felix Vannimmen,,,1
Felix Van Nimmen,,,3
Felix Vantassel,,,1
Felix Van Tassel,,,1
Felix Vantasselt,,,1
Felix Van Tasselt,,,1
Felix Van Thillo,,,1
Felix Wolff,,Felix Wolff,1
Ferdinand Artois,,,1
Ferdinand Boone,Ferdinand Boone,,3
Ferdinand Borremans,,,1
Ferdinand Buyle,,,2
Ferdinand Carlier,Ferdinand Carlier,Ferdinand Carlier,1
Ferdinand Claes,,,1
Ferdinand Consitution,,,1
Ferdinand Corvilain,,,1
Ferdinand Davaux,,Ferdinand Davaux,1
Ferdinand Eenens,Ferdinand Eenens,,1
Ferdinand Eymael,,,1
Ferdinand Flocon,Ferdinand Flocon,Ferdinand Flocon,1
Ferdinand Herstalfranz,,,1
Ferdinand Hohenzollern,,,1
Ferdinand Lefebvre,Ferdinand Lefebvre,Ferdinand Lefebvre,2
Ferdinand Mortier,,,1
Ferdinand Pisart,,,1
Ferdinand Schilgen,Ferdinand Schilgen,,1
Ferdinand Tiberghien,,,1
Ferdinandus Corvilain,,,1
Ferdinand Van Praag,,,1
Ferdinand Wael,,,1
Ferdinant Artois,,,1
Ferdinant Sacre,,,1
Feriel Feugere,,,1
Fernand Baesens,,,1
Fernand Baudin,Fernand Baudin,Fernand Baudin,2
Fernand Beauffort,,,3
Fernand Bodson,Fernand Bodson,Fernand Bodson,1
Fernand Boone,,Fernand Boone,4
Fernand Boursier,,,3
Fernand Charron,Fernand Charron,Fernand Charron,1
Fernand Dassonville,,,1
Fernand De Beauffort,,,1
Fernand Declercq,,,1
Fernand Defuisseaux,,Fernand Defuisseaux,1
Fernand De Jardin,,,2
Fernand Delarge,,Fernand Delarge,1
Fernand Deschamps,Fernand Deschamps,Fernand Deschamps,1
Fernand Desmedt,,,2
Fernand Dineur,Fernand Dineur,Fernand Dineur,2
Fernande Dieu,,,1
Fernande Dieux,,,3
Fernande Epouse,,,1
Fernande Henrard,,,2
Fernande Marchienne,,,2
Fernande Platteborze,,,4
Fernande Saint,,,1
Fernand Fayt,,,1
Fernand Feyaerts,,Fernand Feyaerts,1
Fernand Gillion,,,2
Fernand Gueymard,,,1
Fernand Hankard,,,1
Fernand Jean Dineur,Fernand Jean Dineur,,2
Fernand Khnopff,Fernand Khnopff,Fernand Khnopff,4
Fernand Lachapelle,,,1
Fernand Lambert,Fernand Lambert,,1
Fernand Larcier,Fernand Larcier,,2
Fernand Lequime,,,1
Fernand Lyon,,,4
Fernand Marquis Beauffort,,,1
Fernand Marquis De Beauffort,,,1
Fernand Maurer,Fernand Maurer,,1
Fernand Merckx,,,1
Fernand Milleville,,,1
Fernand Mysor,Fernand Mysor,,2
Fernando Palatin,Fernando Palatin,Fernando Palatin,1
Fernando Pessoa,Fernando Pessoa,Fernando Pessoa,1
Fernando Puig,,,1
Fernand Orta,,,1
Fernand Pirmez,,,1
Fernand Pisart,,,1
Fernand Sacre,Fernand Sacre,,1
Fernand Sar,,,1
Fernand Sar Desmedt Albert,,,1
Fernand Servais,Fernand Servais,,2
Fernand Servais De Smedt,,,1
Fernand Stephens,,,1
Fernand Toussaint,Fernand Toussaint,Fernand Toussaint,2
Ferrand Marechal,,,1
Ferri Section,,,1
Feuillen Brasseur,,,2
Feuillen Tabac,,,1
Feye Konig,,,1
Fientje Janssens,,,1
File De Jezabel,,,1
Filip De Pillecyn,Filip De Pillecyn,Filip De Pillecyn,1
Filippo Buonarroti,Filippo Buonarroti,Filippo Buonarroti,1
Firma Compagnie,,,1
Firma Schandaal,,,1
Firmin Bert,,,1
Firmin Bosch Cour,,,1
Firmin Charlier,Firmin Charlier,,2
Firmin Gouwy,,,1
Firmin Maillard,Firmin Maillard,Firmin Maillard,1
Firmin Tilmant,,,2
Firmin Van Den Bosch Cour,,,1
Firmin Van Kerrebroeck,,Firmin Van Kerrebroeck,1
Firmin Van Pottelberghe,,,1
Fleming Afrique,,,1
Fleming Art,,Fleming Art,1
Fletcher Beliard,,,3
Floor Cloth,Floor Cloth,,1
Flora Cinema,Flora Cinema,,1
Flora Cordier,,,1
Flora Neyt,,,1
Flora Panesi,,,1
Flora Pavillon,,,1
Flora Reyntiens,,,1
Flora Tielemans,,,2
Flor Cools,,,1
Flore Bauthier,,,2
Flore Cordier,,,2
Flore Demarliere,,,3
Flore Demarlieres,,,2
Flore Everaert,,,1
Flore Galles,,,1
Flore Geleedts,,Flore Geleedts,1
Flore Infanticide,,,1
Flore Lambert,,,2
Flore Liban,Flore Liban,,1
Florent Delcourt,,,1
Florent De Ridder,,,2
Florent Evrard,,,2
Florentia Kens,,,1
Florentina Leonia,,,1
Florentine De Walsche,,,1
Florentine Roybet,,,1
Florentin Lefevre,,,1
Florent Ivens,,,1
Florent Leonard,Florent Leonard,,2
Florent Leonhard,,,1
Florent Mahieu,,,1
Florent Mathieu,Florent Mathieu,Florent Mathieu,1
Florent Meerbergen,,,1
Florent Smellinckx,,,1
Florent Van Goethem,,,1
Florent Vray,,,1
Florent Wattecamps,,,1
Florent Willems,Florent Willems,Florent Willems,1
Flore Panesi,,,1
Flore Reyntiens,,,1
Flore Rondou,,,1
Flore Vindevogel,,,1
Flore Wantzel,,,1
Flore Wellin,,,1
Floriant Montagne,,,1
Florimond Bosman,,,1
Florimond Cailli,,,1
Florimond Castelain,,,1
Florimond Colpaert,,,3
Florimond Deffrasnes,,,3
Florimond Deschamps,,,1
Florimond Desombiaux,,,1
Florimond Medo,,,1
Floris Dubuisson,,,1
Florisse Dubuisson,,,1
Flor Peeters,Flor Peeters,Flor Peeters,1
Flor Pierre,,Flor Pierre,1
Florrie Rodrigo,,Florrie Rodrigo,21
Florry Rodrigo,,,1
Flor Van Cauwenbergh,,,1
Flory Rodrigo,,,1
Fobe Carlier,,,1
Fons Auwera,,,1
Fons Langbeen,,,3
Fons Seys,,,1
Fons Van Der Auwera,,,1
Fosco Hartwright,,,1
Fosco Pesco,,,1
Fourneau Roly,,,1
France Aeroplanes,,,2
France Allgemagne,,,1
France Bas,,,2
France Blesses,France Blesses,,1
France Consul,,,3
France Des,,,2
France Electric,,,1
France Eulenbourg,,,1
France Griffiths,,,1
France Guillemin,,,1
France Guilleminacte,,,3
France Hotel,,,1
France Independants,,,1
France Match,,,1
France Militaire,,,2
France Ostende Consulat Felix,,,1
France Prusse,France Prusse,,2
Francesc Macia,Francesc Macia,Francesc Macia,1
Francesco Vespignani,Francesco Vespignani,Francesco Vespignani,1
France Sports,,,1
France Thijs,,,1
France Voor,,,2
Franchi Modele,,,1
Franchois Claes,,,1
Franchois Claeys,,,1
Franchoys Claeys,,,1
Francies Bert,,,1
Francies Huyghe,,,1
Francine Labis,,,1
Francine Platteborze,,,3
Francis Bonaert,Francis Bonaert,Francis Bonaert,1
Francisca Rousseau,,,1
Francisco Ferrer,,Francisco Ferrer,1
Francisco Macia,Francisco Macia,Francisco Macia,1
Francisco San,,,1
Franciscus Bert,,,2
Franciscus Florizoone,,,1
Franciscus Huyghe,,,1
Franciscus Konig,,Franciscus Konig,1
Franciscus Lenaerts,,,1
Franciscus Martinus Josephus Cox,,,1
Franciscus Nicolaus Verhulst,,,1
Franciscus Petrus Julianus Verwimp,,,1
Franciscus Theys,,,1
Franciscus Verhulst,Franciscus Verhulst,,1
Franciscus Xaverius,,Franciscus Xaverius,1
Francis Doublier,,Francis Doublier,1
Francis Huyghe,,,2
Francis Lauters,Francis Lauters,,1
Francis Martin,,Francis Martin,1
Francis Olin,Francis Olin,Francis Olin,1
Francis Pieters,Francis Pieters,Francis Pieters,1
Francis Smulders,,,1
Franck Anvers,,,1
Franck Cooreman,,,1
Franck Cooremans,,,1
Franck De Coninck,,Franck De Coninck,1
Franck Ensemble,,,1
Franck Hymans,,,1
Franck Mson,,,1
Franck Ryckmans,,,1
Franco Belge,,,5
Franco Bey,,,1
Francois Allard,,,1
Francois And,,,1
Francois August,,,1
Francois Aumonier,Francois Aumonier,,2
Francois Baetes,,,1
Francois Balthazar Tasson,,,1
Francois Bavery,,,1
Francois Beauck,,Francois Beauck,1
Francois Benard,,Francois Benard,1
Francois Beranger,,Francois Beranger,1
Francois Bert,,,4
Francois Bieres,,,1
Francois Bischop,,,1
Francois Bivort,,,1
Francois Brunin,,,2
Francois Censier,,,2
Francois Chatelet,,,1
Francois Compo,,,2
Francois Debruyne,Francois Debruyne,Francois Debruyne,1
Francois De Doncker,,,1
Francois Delen,,,1
Francois Devil,,,1
Francois Dubois,,,1
Francoise Hardy,Francoise Hardy,Francoise Hardy,1
Francois Elslander,,,2
Francoise Marie Moyson,,,1
Francoise Moyson,Francoise Moyson,,1
Francois Empain,,,2
Francois Eslander,,,1
Francois Eugene Doms,,,1
Francois Favier,,,5
Francois Ferdinand,,Francois Ferdinand,2
Francois Ferdinand Franz,,,1
Francois Florent Smellinckx,,,1
Francois Folie,,Francois Folie,1
Francois Forgeur,,,1
Francois Gheur,,,2
Francois Gilly,,,1
Francois Gomez,,Francois Gomez,2
Francois Hagaerts,,,1
Francois Halles,,,1
Francois Hellinckx,,,2
Francois Huet,,Francois Huet,1
Francois Jacobs,,Francois Jacobs,3
Francois Jacobs Peintre,Francois Jacobs Peintre,,1
Francois Jacqmin,Francois Jacqmin,Francois Jacqmin,1
Francois Jacques Derre,,Francois Jacques Derre,1
Francois Joseph,,,2
Francois Joseph Declercq,,,1
Francois Joseph Dizi,,,1
Francois Joseph Legrand,,,1
Francois Josph Saublen,,,1
Francois Lamquet,,,1
Francois Legrand,,Francois Legrand,2
Francois Lemeur,,,1
Francois Lenaerts,Francois Lenaerts,,1
Francois Lodelinsartadolphe,,,1
Francois Lorand,,,2
Francois Masquilier,,,1
Francois Meubus,,,1
Francois Moeremans,,,1
Francois Neuville,,,1
Francois Nimmen,,,1
Francois Nizet,Francois Nizet,,1
Francois Parmentier,,Francois Parmentier,2
Francois Rosseel,,,1
Francois Rosseels,,,1
Francois Rousseau,,Francois Rousseau,1
Francois Saublen,,,1
Francois Smellinckx,,,1
Francois Stroobant,Francois Stroobant,Francois Stroobant,1
Francois Struyf,Francois Struyf,,1
Francois Tiberghien,Francois Tiberghien,,1
Francois Timmermans,,Francois Timmermans,3
Francois Tombeur,Francois Tombeur,,1
Francois Valentin,,Francois Valentin,1
Francois Vandergoten,,,1
Francois Van Gendt,,,1
Francois Van Haelen,Francois Van Haelen,,1
Francois Van Liefferinge,,,1
Francois Van Nimmen,,,1
Francois Van Ophem,,,1
Francois Van Rompaij,,,1
Francois Vekemans,,,1
Francois Verdrinking,,,1
Francois Wissaert,,,2
Francois Ysewyn,,,1
Franco Pacha,,,2
Frane Congo,,,3
Frank Crisp,Frank Crisp,Frank Crisp,1
Frank De Coninck,,Frank De Coninck,1
Frank Knig,,,2
Frank Konig,,Frank Konig,4
Frank Lloyd Wright,Frank Lloyd Wright,Frank Lloyd Wright,1
Franko Bey,Franko Bey,,1
Frank Odberg,,Frank Odberg,1
Franko Pacha,,,2
Frank Simon,,Frank Simon,1
Frank Van Vloten,,,1
Frans Balens,,,1
Frans Benoit,,,1
Frans Bogaerts,Frans Bogaerts,,1
Frans Broymans,Frans Broymans,,1
Frans Busschots,Frans Busschots,,1
Frans Calus,Frans Calus,,1
Frans Cox,Frans Cox,Frans Cox,1
Frans Debruyne,,,1
Frans Deckx,,,1
Frans De Coster,,,1
Frans Demeunynck,,,7
Frans Dewinter,,,2
Frans Drijvers,Frans Drijvers,,1
Frans Eulaers,,,4
Frans Goris,Frans Goris,,1
Frans Hens,Frans Hens,Frans Hens,1
Frans Huyghe,,,2
Frans Jochems,Frans Jochems,Frans Jochems,1
Frans Josef,,,2
Frans Konig,,,1
Frans Kops,,Frans Kops,2
Frans Lamoen,,Frans Lamoen,1
Frans Lenaerts,Frans Lenaerts,Frans Lenaerts,1
Frans Loyaerts,,Frans Loyaerts,6
Frans Magermans,,,2
Frans Martin Joseph Cox,,,1
Frans Masereel,Frans Masereel,Frans Masereel,1
Frans Melchers,Frans Melchers,Frans Melchers,1
Frans Meunynck,,,2
Frans Reinhard,,,1
Frans Seffers,,,1
Frans Stillemans,,,1
Frans Struyf,,,1
Frans Theys,,,2
Frans Van Cauwelaert,Frans Van Cauwelaert,Frans Van Cauwelaert,1
Frans Van Cuyck,Frans Van Cuyck,Frans Van Cuyck,1
Frans Van Hellemont,,,1
Frans Van Kuyck,Frans Van Kuyck,Frans Van Kuyck,1
Frans Vekemans,,,1
Frans Wouters,Frans Wouters,Frans Wouters,1
Frantz Belvaux,,,1
Frantz Fonson,Frantz Fonson,Frantz Fonson,1
Frantz Melchers,Frantz Melchers,Frantz Melchers,1
Frantz Wittouck,,Frantz Wittouck,1
Franz Busschots,,,1
Franz Eichhorn,,Franz Eichhorn,1
Franz Ferdinand,,Franz Ferdinand,5
Franz Hellens,Franz Hellens,Franz Hellens,1
Franz Knig,,,1
Franz Konig,,Franz Konig,1
Franz Mahutte,,Franz Mahutte,3
Franz Melchers,,Franz Melchers,2
Franz Orta,Franz Orta,,1
Franz Rens,,,1
Franz Renson,,,1
Franz Servais,Franz Servais,Franz Servais,2
Franz Tenor,,,3
Franz Van Ophem,,Franz Van Ophem,2
Freddy Genie,,,1
Freddy Grunzweig,,,1
Freddy Mesot,,Freddy Mesot,1
Freddy Troch,,Freddy Troch,1
Frederic Agniez,,,1
Frederic Anspach,Frederic Anspach,,1
Frederic Basse,,Frederic Basse,1
Frederic Bert,,,1
Frederic Charles De Hesse,,,1
Frederic Charles De Hesse Cassel,,,1
Frederic Corbisier,,Frederic Corbisier,1
Frederic De La Hault,,Frederic De La Hault,18
Frederic Delmer,,,1
Frederic Hairion,,,1
Frederic Hickman,,,1
Frederic Isaac,,,1
Frederick De Kerckhove,Frederick De Kerckhove,,1
Frederick Douglas,Frederick Douglas,Frederick Douglas,3
Frederick Douglass,Frederick Douglass,Frederick Douglass,6
Frederick Muller,,Frederick Muller,1
Frederick Pelletier,,Frederick Pelletier,1
Frederick Van De Kerckhove,Frederick Van De Kerckhove,,1
Frederick William,,,1
Frederic Maton,Frederic Maton,,1
Fredericq Isaac,,,1
Frederik Bert,,,3
Frederik Blondeel,,,1
Frederik Douglas,Frederik Douglas,Frederik Douglas,2
Frederik Douglass,Frederik Douglass,Frederik Douglass,3
Frederique Van De Kerkhove,,,1
Fred Londres,,,2
Fred Passmor,,,1
Fred Passmore,,,2
Fred Tilbury,,,1
Freya Radar,,,1
Frey Orgel,,,1
Frida Bert,,,1
Frieda Gordin,,,2
Friedrich Muller,,Friedrich Muller,2
Friedrich Wilhelm Muller,,Friedrich Wilhelm Muller,2
Fritz Abeele,,,2
Fritz Geissler,Fritz Geissler,Fritz Geissler,1
Fritz Hoyois,Fritz Hoyois,,1
Fritz Kreisler,Fritz Kreisler,Fritz Kreisler,1
Fritz Lang,Fritz Lang,Fritz Lang,4
Fritz Lutens,Fritz Lutens,,2
Fritz Vanden Abeele,,,1
Fritz Verhelst,,,1
Fulgence Delcourt,,,1
Gabin Bruyn,,,1
Gabriela Steijvers,,,1
Gabriel Calus,,,1
Gabriel D,,,3
Gabriel Durel,,,1
Gabriel Goethals,,,1
Gabrielle Castelot,Gabrielle Castelot,,2
Gabrielle Duchateau,,,1
Gabriel Lefebvre,Gabriel Lefebvre,Gabriel Lefebvre,1
Gabrielle Petit,,Gabrielle Petit,7
Gabrielle Philippson,,,1
Gabrielle Storms,,,1
Gabrielle Verpoort,,,1
Gabrielle Verport,,,1
Gabriel Loeser,Gabriel Loeser,,1
Gabriel Minet,,,1
Gabriel Verburg,,,1
Gabriel Verburgh,,,1
Gabriel Veyre,Gabriel Veyre,Gabriel Veyre,1
Gaby Altmann,,,1
Gaby Mantal,,,1
Gaby Mautal,,,1
Gaby Montal,,,1
Gaby Vincke,,,1
Gael Van,,,2
Gaetan Galvan,,,1
Garin Berckmans,,,2
Garin Lepoutre,,,1
Gaspard Sneyers,,,1
Gaspar Enlevement,,,1
Gasparine Panneels,,,1
Gaston Bert,,,1
Gaston Block,,,1
Gaston Bruelle,Gaston Bruelle,,1
Gaston Carnotstraat,,,1
Gaston Charlier,Gaston Charlier,,1
Gaston Decamps,Gaston Decamps,,2
Gaston De Cerjat,,,1
Gaston De Serjat,,,1
Gaston Dubosc,Gaston Dubosc,Gaston Dubosc,1
Gaston Dufort,,,1
Gaston Elewaut,,,1
Gaston Fasbender,,,2
Gaston Haut,,,1
Gaston Jockir,,,1
Gaston Kryn,,,1
Gaston Lafont,Gaston Lafont,,1
Gaston Lagache,,,2
Gaston Martens,Gaston Martens,Gaston Martens,4
Gaston Van Volxem,,Gaston Van Volxem,1
Gaston Veys,,,2
Gaudry Necrologie,,,1
Gauthier Cure,,,1
Gauthier Paisse,,,3
Geboren Alphen,,,1
Geboren Baarle,,,1
Geboren Gilze,,,2
Geboren Riel Te Holland,,,1
Geen Front,,,1
Geen Nieuws,,,2
Geert Declerck,,,1
Geert Rode,,,1
Gelder Bgvan,,,1
Gelder Van,,,5
Gella Vandecaveye,,Gella Vandecaveye,1
Genesius Papierfabriek,,,1
Genesius Rhode,,,2
Genesius Rode,,,1
Genesius Rossum,,,1
Genevieve Reyntiens,,,1
Genin Bellecourt,,,1
Gennaro Rubino,Gennaro Rubino,Gennaro Rubino,4
Gentil Bauwens,,,1
Geoges Huynen,,,1
George Coryell,George Coryell,,1
George Des,,George Des,1
George Dutry,,George Dutry,1
George Elie,,,1
George Fat,George Fat,,1
George Fay,,George Fay,1
George Goodchild,George Goodchild,George Goodchild,1
George Lecointe,,,2
George Melotte,,,1
George Monca,George Monca,George Monca,2
George Nagelmackers,,George Nagelmackers,1
George Orwell,George Orwell,George Orwell,1
George Podesta,,,1
George Sale,,George Sale,1
George Sand,George Sand,George Sand,8
Georges Banker,,Georges Banker,1
Georges Belouet,,,1
Georges Berr,Georges Berr,Georges Berr,3
Georges Bert,Georges Bert,,2
Georges Bordet,,,1
Georges Buisseret,Georges Buisseret,,1
Georges Castelot,,,1
Georges Cerf,Georges Cerf,,1
Georges Coryell,,,3
Georges Coupez,,,1
Georges Creten,Georges Creten,Georges Creten,2
Georges D,,,1
Georges Debouche,,,1
