QID,link,label,countCountries,countPersons
Q18638496,https://www.wikidata.org/wiki/Q18638496,Agathe,9,29
Q18638498,https://www.wikidata.org/wiki/Q18638498,Agate,1,1
Q18638506,https://www.wikidata.org/wiki/Q18638506,Águeda,4,4
Q18638702,https://www.wikidata.org/wiki/Q18638702,Prisco,2,2
Q18638704,https://www.wikidata.org/wiki/Q18638704,Priska,4,5
Q18638754,https://www.wikidata.org/wiki/Q18638754,Joannes,4,9
Q18640143,https://www.wikidata.org/wiki/Q18640143,Zach,6,147
Q18640818,https://www.wikidata.org/wiki/Q18640818,Pēteris,1,34
Q18640998,https://www.wikidata.org/wiki/Q18640998,Benny,31,170
Q18641018,https://www.wikidata.org/wiki/Q18641018,Lut,1,1
Q18642254,https://www.wikidata.org/wiki/Q18642254,Diederik,2,2
Q18642354,https://www.wikidata.org/wiki/Q18642354,Mikławš,1,2
Q18642600,https://www.wikidata.org/wiki/Q18642600,Aleidis,2,2
Q18643329,https://www.wikidata.org/wiki/Q18643329,Tatsuoki,1,1
Q18643403,https://www.wikidata.org/wiki/Q18643403,Lode,1,15
Q18643454,https://www.wikidata.org/wiki/Q18643454,Zaccaria,2,14
Q18643466,https://www.wikidata.org/wiki/Q18643466,Bonifác,1,1
Q18643468,https://www.wikidata.org/wiki/Q18643468,Bonifacio,8,39
Q18643532,https://www.wikidata.org/wiki/Q18643532,Barack,3,3
Q18645188,https://www.wikidata.org/wiki/Q18645188,Agostino,14,257
Q18646085,https://www.wikidata.org/wiki/Q18646085,Cheol-hyeon,1,1
Q18646238,https://www.wikidata.org/wiki/Q18646238,Céleste,4,19
Q18648001,https://www.wikidata.org/wiki/Q18648001,Castor,5,8
Q18648021,https://www.wikidata.org/wiki/Q18648021,Castore,2,2
Q18648740,https://www.wikidata.org/wiki/Q18648740,Olive,18,52
Q18650470,https://www.wikidata.org/wiki/Q18650470,Stephane,5,8
Q18654459,https://www.wikidata.org/wiki/Q18654459,Noni,1,1
Q18655661,https://www.wikidata.org/wiki/Q18655661,Francesco Saverio,2,38
Q18655662,https://www.wikidata.org/wiki/Q18655662,Franz Xaver,11,232
Q18655669,https://www.wikidata.org/wiki/Q18655669,Orlanda,2,2
Q18655671,https://www.wikidata.org/wiki/Q18655671,Francisco Javier,6,75
Q18655678,https://www.wikidata.org/wiki/Q18655678,Aiden,6,21
Q18655756,https://www.wikidata.org/wiki/Q18655756,Bluma,2,2
Q18655841,https://www.wikidata.org/wiki/Q18655841,Hasdrubal,1,1
Q1865635,https://www.wikidata.org/wiki/Q1865635,Aarti,2,4
Q18657207,https://www.wikidata.org/wiki/Q18657207,Jenni,8,24
Q18658557,https://www.wikidata.org/wiki/Q18658557,Lesley,11,71
Q18658568,https://www.wikidata.org/wiki/Q18658568,Carroll,3,48
Q18658595,https://www.wikidata.org/wiki/Q18658595,Marieke,4,6
Q18658660,https://www.wikidata.org/wiki/Q18658660,Titia,1,1
Q18658837,https://www.wikidata.org/wiki/Q18658837,Rosiana,2,2
Q1865968,https://www.wikidata.org/wiki/Q1865968,Lenka,8,83
Q1866113,https://www.wikidata.org/wiki/Q1866113,Liudvikas,1,6
Q1866724,https://www.wikidata.org/wiki/Q1866724,Ljubiša,4,18
Q18667327,https://www.wikidata.org/wiki/Q18667327,Mattheus,3,9
Q1866760,https://www.wikidata.org/wiki/Q1866760,Ljudevit,1,1
Q18668474,https://www.wikidata.org/wiki/Q18668474,Серафим,1,1
Q18668520,https://www.wikidata.org/wiki/Q18668520,Ovide,3,8
Q18668782,https://www.wikidata.org/wiki/Q18668782,Liborius,3,7
Q1866964,https://www.wikidata.org/wiki/Q1866964,Lluís,6,331
Q18669915,https://www.wikidata.org/wiki/Q18669915,Erena,1,4
Q18669924,https://www.wikidata.org/wiki/Q18669924,Kaela,3,3
Q18670193,https://www.wikidata.org/wiki/Q18670193,Carel,8,14
Q18670418,https://www.wikidata.org/wiki/Q18670418,Wessel,1,1
Q18670563,https://www.wikidata.org/wiki/Q18670563,Sander,9,25
Q18670572,https://www.wikidata.org/wiki/Q18670572,Erasmus,13,60
Q18674650,https://www.wikidata.org/wiki/Q18674650,Augie,4,20
Q18674677,https://www.wikidata.org/wiki/Q18674677,Carl-Heinz,1,2
Q18674686,https://www.wikidata.org/wiki/Q18674686,Godfried,1,2
Q18676946,https://www.wikidata.org/wiki/Q18676946,Kelley,3,24
Q18681253,https://www.wikidata.org/wiki/Q18681253,Panait,1,3
Q18681259,https://www.wikidata.org/wiki/Q18681259,Kali,4,12
Q18681577,https://www.wikidata.org/wiki/Q18681577,Antônio,5,268
Q18683015,https://www.wikidata.org/wiki/Q18683015,Larysa,2,3
Q18683428,https://www.wikidata.org/wiki/Q18683428,Karlo,10,23
Q18683453,https://www.wikidata.org/wiki/Q18683453,Karyn,8,20
Q1868650,https://www.wikidata.org/wiki/Q1868650,Lola,27,112
Q18686588,https://www.wikidata.org/wiki/Q18686588,Marion,25,306
Q18688132,https://www.wikidata.org/wiki/Q18688132,Giustino,1,11
Q18689525,https://www.wikidata.org/wiki/Q18689525,Marion,5,57
Q18691527,https://www.wikidata.org/wiki/Q18691527,Reinhild,3,8
Q18691540,https://www.wikidata.org/wiki/Q18691540,Nicoline,3,3
Q18691933,https://www.wikidata.org/wiki/Q18691933,Felisha,1,4
Q18695001,https://www.wikidata.org/wiki/Q18695001,Jocelyne,5,29
Q18695637,https://www.wikidata.org/wiki/Q18695637,Abdelmadjid,1,3
Q18695825,https://www.wikidata.org/wiki/Q18695825,Domingos,5,54
Q18697049,https://www.wikidata.org/wiki/Q18697049,Soline,1,1
Q18697301,https://www.wikidata.org/wiki/Q18697301,Geraldo,9,58
Q18697308,https://www.wikidata.org/wiki/Q18697308,Fábio,6,132
Q18697349,https://www.wikidata.org/wiki/Q18697349,Mikel,11,131
Q18697386,https://www.wikidata.org/wiki/Q18697386,Fatma,16,45
Q18697427,https://www.wikidata.org/wiki/Q18697427,Eunice,1,3
Q18697527,https://www.wikidata.org/wiki/Q18697527,Tod,5,36
Q18697757,https://www.wikidata.org/wiki/Q18697757,Edson,16,84
Q18699281,https://www.wikidata.org/wiki/Q18699281,Inaya,1,1
Q18699283,https://www.wikidata.org/wiki/Q18699283,Isis,4,9
Q18699284,https://www.wikidata.org/wiki/Q18699284,Jette,2,7
Q18699293,https://www.wikidata.org/wiki/Q18699293,Madelene,1,1
Q18699296,https://www.wikidata.org/wiki/Q18699296,Mora,1,1
Q18699297,https://www.wikidata.org/wiki/Q18699297,Muna,1,2
Q18699299,https://www.wikidata.org/wiki/Q18699299,Nini,11,14
Q18699303,https://www.wikidata.org/wiki/Q18699303,Peace,2,2
Q18699319,https://www.wikidata.org/wiki/Q18699319,Vasilko,1,1
Q18699334,https://www.wikidata.org/wiki/Q18699334,Hansine,1,1
Q18699663,https://www.wikidata.org/wiki/Q18699663,Gonçalo,6,50
Q18699745,https://www.wikidata.org/wiki/Q18699745,Flavio,17,157
Q18699849,https://www.wikidata.org/wiki/Q18699849,Duarte,6,36
Q18702129,https://www.wikidata.org/wiki/Q18702129,Abdelaziz,15,70
Q1870257,https://www.wikidata.org/wiki/Q1870257,Loreta,2,4
Q1870273,https://www.wikidata.org/wiki/Q1870273,Loretta,11,46
Q1870304,https://www.wikidata.org/wiki/Q1870304,Lori,9,84
Q1870337,https://www.wikidata.org/wiki/Q1870337,Loris,12,60
Q18704199,https://www.wikidata.org/wiki/Q18704199,Greger,1,4
Q18704201,https://www.wikidata.org/wiki/Q18704201,Gregers,3,8
Q18704203,https://www.wikidata.org/wiki/Q18704203,Julianus,1,1
Q18704418,https://www.wikidata.org/wiki/Q18704418,Nieves,2,14
Q18704419,https://www.wikidata.org/wiki/Q18704419,Neus,1,17
Q18706987,https://www.wikidata.org/wiki/Q18706987,Akke,1,1
Q18710530,https://www.wikidata.org/wiki/Q18710530,Varvara,3,4
Q18711969,https://www.wikidata.org/wiki/Q18711969,Rémi,8,88
Q18713959,https://www.wikidata.org/wiki/Q18713959,Klára,5,100
Q18720653,https://www.wikidata.org/wiki/Q18720653,Sanjaya,3,3
Q18720680,https://www.wikidata.org/wiki/Q18720680,Steinn,1,1
Q18720681,https://www.wikidata.org/wiki/Q18720681,Stein,4,30
Q187228,https://www.wikidata.org/wiki/Q187228,Zekeriya,2,7
Q1872896,https://www.wikidata.org/wiki/Q1872896,Lubomir,6,17
Q18729301,https://www.wikidata.org/wiki/Q18729301,Symphorien,1,5
Q1872944,https://www.wikidata.org/wiki/Q1872944,Luca,7,27
Q187309,https://www.wikidata.org/wiki/Q187309,Ethel,16,119
Q1873288,https://www.wikidata.org/wiki/Q1873288,Lina,40,174
Q18743442,https://www.wikidata.org/wiki/Q18743442,Luiz,7,235
Q18744833,https://www.wikidata.org/wiki/Q18744833,Jef,4,46
Q1874605,https://www.wikidata.org/wiki/Q1874605,Bruno,62,1988
Q18747960,https://www.wikidata.org/wiki/Q18747960,Азат,4,11
Q18748389,https://www.wikidata.org/wiki/Q18748389,Ghenadie,2,6
Q18748559,https://www.wikidata.org/wiki/Q18748559,Serghei,1,6
Q18748567,https://www.wikidata.org/wiki/Q18748567,Zdeňka,1,26
Q18748621,https://www.wikidata.org/wiki/Q18748621,Šošana,3,3
Q18755442,https://www.wikidata.org/wiki/Q18755442,José María,20,285
Q18755445,https://www.wikidata.org/wiki/Q18755445,Dionigi,1,14
Q18755454,https://www.wikidata.org/wiki/Q18755454,Denys,12,67
Q18755547,https://www.wikidata.org/wiki/Q18755547,Hellmut,8,93
Q18755608,https://www.wikidata.org/wiki/Q18755608,Enrica,3,18
Q18758020,https://www.wikidata.org/wiki/Q18758020,Marjukka,1,2
Q18759074,https://www.wikidata.org/wiki/Q18759074,Eleonor,8,13
Q18759075,https://www.wikidata.org/wiki/Q18759075,Konstantinos,9,151
Q18759077,https://www.wikidata.org/wiki/Q18759077,Eleonora,25,62
Q18759098,https://www.wikidata.org/wiki/Q18759098,José Maria,4,38
Q187603,https://www.wikidata.org/wiki/Q187603,Thorolf,1,1
Q18760733,https://www.wikidata.org/wiki/Q18760733,Anna-Maija,1,1
Q18760735,https://www.wikidata.org/wiki/Q18760735,Eemi,1,1
Q18760738,https://www.wikidata.org/wiki/Q18760738,Eppu,1,1
Q18760748,https://www.wikidata.org/wiki/Q18760748,Helle,4,24
Q18760749,https://www.wikidata.org/wiki/Q18760749,Heta,1,1
Q18760750,https://www.wikidata.org/wiki/Q18760750,Hilja,1,4
Q18760751,https://www.wikidata.org/wiki/Q18760751,Hilkka,1,3
Q18760752,https://www.wikidata.org/wiki/Q18760752,Hilla,2,3
Q18760756,https://www.wikidata.org/wiki/Q18760756,Iina,1,1
Q18760760,https://www.wikidata.org/wiki/Q18760760,Iivo,1,2
Q18760763,https://www.wikidata.org/wiki/Q18760763,Inari,2,3
Q18760769,https://www.wikidata.org/wiki/Q18760769,Jali,2,2
Q18760773,https://www.wikidata.org/wiki/Q18760773,Janni,1,2
Q18760774,https://www.wikidata.org/wiki/Q18760774,Jaska,1,1
Q18760779,https://www.wikidata.org/wiki/Q18760779,Jonni,1,1
Q18760782,https://www.wikidata.org/wiki/Q18760782,Joose,1,1
Q18760783,https://www.wikidata.org/wiki/Q18760783,Juhana,1,4
Q18760785,https://www.wikidata.org/wiki/Q18760785,Juuso,1,20
Q18760786,https://www.wikidata.org/wiki/Q18760786,Kaija,2,11
Q18760787,https://www.wikidata.org/wiki/Q18760787,Kaino,1,1
Q18760788,https://www.wikidata.org/wiki/Q18760788,Kalervo,2,12
Q18760792,https://www.wikidata.org/wiki/Q18760792,Karri,2,6
Q18760796,https://www.wikidata.org/wiki/Q18760796,Katri,2,13
Q18760800,https://www.wikidata.org/wiki/Q18760800,Kettil,1,1
Q18760805,https://www.wikidata.org/wiki/Q18760805,Klemetti,1,1
Q18760813,https://www.wikidata.org/wiki/Q18760813,Kuuno,1,1
Q18760815,https://www.wikidata.org/wiki/Q18760815,Kyllikki,2,5
Q18760817,https://www.wikidata.org/wiki/Q18760817,Laina,1,1
Q18760822,https://www.wikidata.org/wiki/Q18760822,Lassi,2,9
Q18760827,https://www.wikidata.org/wiki/Q18760827,Lenita,1,2
Q18760831,https://www.wikidata.org/wiki/Q18760831,Liisi,1,2
Q18760839,https://www.wikidata.org/wiki/Q18760839,Luka,21,123
Q18760841,https://www.wikidata.org/wiki/Q18760841,Lulu,7,17
Q18760844,https://www.wikidata.org/wiki/Q18760844,Lyyli,1,1
Q18760846,https://www.wikidata.org/wiki/Q18760846,Maaret,1,1
Q18760848,https://www.wikidata.org/wiki/Q18760848,Maaria,1,2
Q18760851,https://www.wikidata.org/wiki/Q18760851,Maini,1,1
Q18760855,https://www.wikidata.org/wiki/Q18760855,Mandi,1,1
Q18760858,https://www.wikidata.org/wiki/Q18760858,Manu,19,57
Q18760860,https://www.wikidata.org/wiki/Q18760860,Marianne,32,393
Q18760864,https://www.wikidata.org/wiki/Q18760864,Marjaana,1,1
Q18760870,https://www.wikidata.org/wiki/Q18760870,Matleena,1,1
Q18760871,https://www.wikidata.org/wiki/Q18760871,Mauritz,10,28
Q18760879,https://www.wikidata.org/wiki/Q18760879,Meri,4,5
Q18760881,https://www.wikidata.org/wiki/Q18760881,Miihkali,1,1
Q18760882,https://www.wikidata.org/wiki/Q18760882,Miisa,1,1
Q18760885,https://www.wikidata.org/wiki/Q18760885,Milla,4,5
Q18760887,https://www.wikidata.org/wiki/Q18760887,Milo,24,57
Q18760891,https://www.wikidata.org/wiki/Q18760891,Minttu,1,2
Q18760901,https://www.wikidata.org/wiki/Q18760901,Nestori,2,3
Q18760903,https://www.wikidata.org/wiki/Q18760903,Netta,1,2
Q18760910,https://www.wikidata.org/wiki/Q18760910,Ninni,3,5
Q18760914,https://www.wikidata.org/wiki/Q18760914,Nuutti,1,1
Q18760917,https://www.wikidata.org/wiki/Q18760917,Oiva,2,5
Q18760922,https://www.wikidata.org/wiki/Q18760922,Okko,2,3
Q18760926,https://www.wikidata.org/wiki/Q18760926,Olli,6,59
Q18760928,https://www.wikidata.org/wiki/Q18760928,Onerva,1,1
Q18760929,https://www.wikidata.org/wiki/Q18760929,Osku,1,2
Q18760930,https://www.wikidata.org/wiki/Q18760930,Paavali,1,1
Q18760931,https://www.wikidata.org/wiki/Q18760931,Pauli,5,26
Q18760932,https://www.wikidata.org/wiki/Q18760932,Paulus,18,47
Q18760941,https://www.wikidata.org/wiki/Q18760941,Päiviö,1,1
Q18760942,https://www.wikidata.org/wiki/Q18760942,Raija,1,3
Q18760948,https://www.wikidata.org/wiki/Q18760948,Reima,1,4
Q18760949,https://www.wikidata.org/wiki/Q18760949,Reino,5,21
Q18760951,https://www.wikidata.org/wiki/Q18760951,Riitta,3,19
Q18760952,https://www.wikidata.org/wiki/Q18760952,Roni,7,13
Q18760953,https://www.wikidata.org/wiki/Q18760953,Roniel,1,1
Q18760958,https://www.wikidata.org/wiki/Q18760958,Saana,1,3
Q18760959,https://www.wikidata.org/wiki/Q18760959,Saija,1,1
Q18760960,https://www.wikidata.org/wiki/Q18760960,Saila,1,1
Q18760961,https://www.wikidata.org/wiki/Q18760961,Saima,1,2
Q18760962,https://www.wikidata.org/wiki/Q18760962,Saimi,1,2
Q18760964,https://www.wikidata.org/wiki/Q18760964,Sampsa,1,2
Q18760965,https://www.wikidata.org/wiki/Q18760965,Samuli,2,24
Q18760967,https://www.wikidata.org/wiki/Q18760967,Sarita,4,6
Q18760968,https://www.wikidata.org/wiki/Q18760968,Sasu,1,3
Q18760969,https://www.wikidata.org/wiki/Q18760969,Seela,2,2
Q18760971,https://www.wikidata.org/wiki/Q18760971,Senni,1,1
Q18760980,https://www.wikidata.org/wiki/Q18760980,Sirpa,1,8
Q18760981,https://www.wikidata.org/wiki/Q18760981,Siru,1,1
Q18760982,https://www.wikidata.org/wiki/Q18760982,Sisko,1,2
Q18760986,https://www.wikidata.org/wiki/Q18760986,Soile,1,2
Q18760987,https://www.wikidata.org/wiki/Q18760987,Soini,1,1
Q18760999,https://www.wikidata.org/wiki/Q18760999,Taina,2,3
Q18761000,https://www.wikidata.org/wiki/Q18761000,Taito,1,1
Q18761005,https://www.wikidata.org/wiki/Q18761005,Tatu,2,8
Q18761006,https://www.wikidata.org/wiki/Q18761006,Teija,1,1
Q18761007,https://www.wikidata.org/wiki/Q18761007,Terhi,1,9
Q18761010,https://www.wikidata.org/wiki/Q18761010,Tiia,1,3
Q18761015,https://www.wikidata.org/wiki/Q18761015,Tuovi,1,1
Q18761016,https://www.wikidata.org/wiki/Q18761016,Turo,2,5
Q18761017,https://www.wikidata.org/wiki/Q18761017,Tutta,1,1
Q18761018,https://www.wikidata.org/wiki/Q18761018,Tuula,1,15
Q18761020,https://www.wikidata.org/wiki/Q18761020,Uljas,1,3
Q18761024,https://www.wikidata.org/wiki/Q18761024,Vappu,1,2
Q18761027,https://www.wikidata.org/wiki/Q18761027,Veeti,1,2
Q18761028,https://www.wikidata.org/wiki/Q18761028,Veikka,1,1
Q18761030,https://www.wikidata.org/wiki/Q18761030,Velma,3,7
Q18761033,https://www.wikidata.org/wiki/Q18761033,Vieno,1,3
Q18761035,https://www.wikidata.org/wiki/Q18761035,Vuokko,1,2
Q18761819,https://www.wikidata.org/wiki/Q18761819,Marged,1,2
Q18762226,https://www.wikidata.org/wiki/Q18762226,Gijsbertus,1,1
Q1876285,https://www.wikidata.org/wiki/Q1876285,Luigia,1,13
Q18763662,https://www.wikidata.org/wiki/Q18763662,Eudes,3,5
Q18763663,https://www.wikidata.org/wiki/Q18763663,Odon,7,14
Q18763664,https://www.wikidata.org/wiki/Q18763664,Josep Maria,3,247
Q18763665,https://www.wikidata.org/wiki/Q18763665,Geoffroy,1,1
Q18763666,https://www.wikidata.org/wiki/Q18763666,Javad,2,34
Q1878277,https://www.wikidata.org/wiki/Q1878277,Lux,3,4
Q187837,https://www.wikidata.org/wiki/Q187837,Jacek,5,315
Q18786285,https://www.wikidata.org/wiki/Q18786285,Cyriel,1,2
Q1878665,https://www.wikidata.org/wiki/Q1878665,Lygia,1,4
Q18786780,https://www.wikidata.org/wiki/Q18786780,Flore,5,10
Q1879346,https://www.wikidata.org/wiki/Q1879346,Lærke,1,1
Q1879367,https://www.wikidata.org/wiki/Q1879367,Léandre,3,6
Q18808285,https://www.wikidata.org/wiki/Q18808285,Gáspár,3,21
Q18808410,https://www.wikidata.org/wiki/Q18808410,Egerton,4,7
Q18809387,https://www.wikidata.org/wiki/Q18809387,Njål,2,2
Q18810374,https://www.wikidata.org/wiki/Q18810374,Elie,19,49
Q18812456,https://www.wikidata.org/wiki/Q18812456,Orin,2,7
Q18812530,https://www.wikidata.org/wiki/Q18812530,Azzo,2,4
Q18812534,https://www.wikidata.org/wiki/Q18812534,Modesto,17,57
Q18814789,https://www.wikidata.org/wiki/Q18814789,Angelo,38,993
Q18819826,https://www.wikidata.org/wiki/Q18819826,Johns,1,2
Q18819835,https://www.wikidata.org/wiki/Q18819835,Brabazon,1,1
Q18819898,https://www.wikidata.org/wiki/Q18819898,Hercules,11,13
Q18819933,https://www.wikidata.org/wiki/Q18819933,Febo,1,5
Q18821737,https://www.wikidata.org/wiki/Q18821737,Hippoliet,1,1
Q1882274,https://www.wikidata.org/wiki/Q1882274,Maarten,6,21
Q18823058,https://www.wikidata.org/wiki/Q18823058,Karsten,6,116
Q1883285,https://www.wikidata.org/wiki/Q1883285,Madelon,2,2
Q1883395,https://www.wikidata.org/wiki/Q1883395,Madita,1,2
Q1883655,https://www.wikidata.org/wiki/Q1883655,Maeve,4,13
Q1883699,https://www.wikidata.org/wiki/Q1883699,Magali,9,38
Q18844235,https://www.wikidata.org/wiki/Q18844235,Genoveva,7,11
Q18844239,https://www.wikidata.org/wiki/Q18844239,Jenovéfa,1,1
Q18844246,https://www.wikidata.org/wiki/Q18844246,Rowan,9,28
Q1884869,https://www.wikidata.org/wiki/Q1884869,Mahir,10,23
Q1884972,https://www.wikidata.org/wiki/Q1884972,Mahmut,14,65
Q18857387,https://www.wikidata.org/wiki/Q18857387,Greg,22,899
Q1885936,https://www.wikidata.org/wiki/Q1885936,Maite,6,30
Q1887958,https://www.wikidata.org/wiki/Q1887958,Malvina,8,12
Q1887963,https://www.wikidata.org/wiki/Q1887963,Malvin,2,2
Q1888833,https://www.wikidata.org/wiki/Q1888833,Mandana,3,8
Q1890498,https://www.wikidata.org/wiki/Q1890498,Manjusha,1,1
Q1890973,https://www.wikidata.org/wiki/Q1890973,Manolis,2,7
Q1891211,https://www.wikidata.org/wiki/Q1891211,Mantas,1,13
Q18914783,https://www.wikidata.org/wiki/Q18914783,Mercè,2,39
Q18914785,https://www.wikidata.org/wiki/Q18914785,Mercédesz,1,4
Q18914787,https://www.wikidata.org/wiki/Q18914787,Roser,1,21
Q18914790,https://www.wikidata.org/wiki/Q18914790,Victorino,8,16
Q18914793,https://www.wikidata.org/wiki/Q18914793,Stavros,6,42
Q18914827,https://www.wikidata.org/wiki/Q18914827,Stewart,11,169
Q18914832,https://www.wikidata.org/wiki/Q18914832,Horatio,9,62
Q18914863,https://www.wikidata.org/wiki/Q18914863,Remigio,10,31
Q18915128,https://www.wikidata.org/wiki/Q18915128,Sydney,22,200
Q18915227,https://www.wikidata.org/wiki/Q18915227,Alliott,1,1
Q18915230,https://www.wikidata.org/wiki/Q18915230,Duncan,20,218
Q18915233,https://www.wikidata.org/wiki/Q18915233,Cheridah,1,1
Q18915235,https://www.wikidata.org/wiki/Q18915235,Eustace,6,20
Q18916826,https://www.wikidata.org/wiki/Q18916826,Jeanlouis,1,1
Q18916833,https://www.wikidata.org/wiki/Q18916833,Matthyas,1,1
Q18916849,https://www.wikidata.org/wiki/Q18916849,Kaplan,1,1
Q18916867,https://www.wikidata.org/wiki/Q18916867,Al,29,693
Q18916889,https://www.wikidata.org/wiki/Q18916889,Ezechiel,6,8
Q18916898,https://www.wikidata.org/wiki/Q18916898,Vahé,2,2
Q18917094,https://www.wikidata.org/wiki/Q18917094,Marwin,5,5
Q18917827,https://www.wikidata.org/wiki/Q18917827,Dani,26,76
Q18918119,https://www.wikidata.org/wiki/Q18918119,Salim,28,77
Q18918288,https://www.wikidata.org/wiki/Q18918288,Bjørn,8,130
Q18918290,https://www.wikidata.org/wiki/Q18918290,Bjorn,7,19
Q18918300,https://www.wikidata.org/wiki/Q18918300,Berno,2,3
Q18918830,https://www.wikidata.org/wiki/Q18918830,Flórián,2,5
Q18920947,https://www.wikidata.org/wiki/Q18920947,Hernando,9,38
Q18920951,https://www.wikidata.org/wiki/Q18920951,Baptista,2,3
Q18920953,https://www.wikidata.org/wiki/Q18920953,Fortunata,2,3
Q18920966,https://www.wikidata.org/wiki/Q18920966,Fortunat,4,6
Q18920968,https://www.wikidata.org/wiki/Q18920968,Fortunát,1,1
Q18920981,https://www.wikidata.org/wiki/Q18920981,Fortunatus,4,4
Q18921114,https://www.wikidata.org/wiki/Q18921114,Mix,1,1
Q18921153,https://www.wikidata.org/wiki/Q18921153,Piersanti,1,1
Q18924869,https://www.wikidata.org/wiki/Q18924869,Sibylle,8,75
Q18924871,https://www.wikidata.org/wiki/Q18924871,Rainer,19,649
Q18924979,https://www.wikidata.org/wiki/Q18924979,Roan,1,1
Q18924997,https://www.wikidata.org/wiki/Q18924997,Ulrike,8,220
Q18924998,https://www.wikidata.org/wiki/Q18924998,Ulrika,5,21
Q18925001,https://www.wikidata.org/wiki/Q18925001,Ulrikke,1,2
Q18929064,https://www.wikidata.org/wiki/Q18929064,Eustache,5,31
Q18932128,https://www.wikidata.org/wiki/Q18932128,Sibella,2,2
Q18932166,https://www.wikidata.org/wiki/Q18932166,Juri,13,106
Q18938953,https://www.wikidata.org/wiki/Q18938953,Cèlia,1,2
Q18940824,https://www.wikidata.org/wiki/Q18940824,Estrellita,2,2
Q18940825,https://www.wikidata.org/wiki/Q18940825,Juan Antonio,14,160
Q18941368,https://www.wikidata.org/wiki/Q18941368,Tycho,5,11
Q18941424,https://www.wikidata.org/wiki/Q18941424,Tyge,1,4
Q18943612,https://www.wikidata.org/wiki/Q18943612,Bryn,2,8
Q1894510,https://www.wikidata.org/wiki/Q1894510,Mareen,2,2
Q1894513,https://www.wikidata.org/wiki/Q1894513,Marei,2,2
Q1894521,https://www.wikidata.org/wiki/Q1894521,Mareike,1,16
Q1894536,https://www.wikidata.org/wiki/Q1894536,Mareile,1,4
Q18946707,https://www.wikidata.org/wiki/Q18946707,Sergej,25,530
Q18946741,https://www.wikidata.org/wiki/Q18946741,Sergiusz,6,24
Q18946921,https://www.wikidata.org/wiki/Q18946921,Sergei,6,33
Q18947757,https://www.wikidata.org/wiki/Q18947757,Elford,2,2
Q18950727,https://www.wikidata.org/wiki/Q18950727,Juan Pablo,16,118
Q18953442,https://www.wikidata.org/wiki/Q18953442,Rolland,6,16
Q18953563,https://www.wikidata.org/wiki/Q18953563,Ryne,2,6
Q1895358,https://www.wikidata.org/wiki/Q1895358,Margot,23,115
Q18953711,https://www.wikidata.org/wiki/Q18953711,Svein,2,70
Q18953804,https://www.wikidata.org/wiki/Q18953804,Karima,7,13
Q18964343,https://www.wikidata.org/wiki/Q18964343,Mårten,5,18
Q1897021,https://www.wikidata.org/wiki/Q1897021,Marianus,2,2
Q1897147,https://www.wikidata.org/wiki/Q1897147,Marie-Jeanne,3,10
Q18972062,https://www.wikidata.org/wiki/Q18972062,Nadseja,2,3
Q1897593,https://www.wikidata.org/wiki/Q1897593,Mariella,8,20
Q189775,https://www.wikidata.org/wiki/Q189775,Zenonas,1,2
Q18977935,https://www.wikidata.org/wiki/Q18977935,Helmar,5,17
Q18978262,https://www.wikidata.org/wiki/Q18978262,Abid,7,16
Q18978263,https://www.wikidata.org/wiki/Q18978263,Agapetus,2,3
Q18978270,https://www.wikidata.org/wiki/Q18978270,Amphilochius,1,1
Q18978272,https://www.wikidata.org/wiki/Q18978272,Anastasius,7,13
Q18978276,https://www.wikidata.org/wiki/Q18978276,Arnulf,9,39
Q18978278,https://www.wikidata.org/wiki/Q18978278,Aschot,7,79
Q18978280,https://www.wikidata.org/wiki/Q18978280,Bakhtiar,1,1
Q18978281,https://www.wikidata.org/wiki/Q18978281,Barnabas,8,15
Q18978285,https://www.wikidata.org/wiki/Q18978285,Bratislav,2,9
Q18978289,https://www.wikidata.org/wiki/Q18978289,Caner,2,16
Q18978292,https://www.wikidata.org/wiki/Q18978292,Cassius,7,22
Q18978294,https://www.wikidata.org/wiki/Q18978294,Celestino,11,61
Q18978296,https://www.wikidata.org/wiki/Q18978296,Chariton,4,6
Q18978299,https://www.wikidata.org/wiki/Q18978299,Ciarán,2,36
Q18978303,https://www.wikidata.org/wiki/Q18978303,Crates,2,4
Q18978306,https://www.wikidata.org/wiki/Q18978306,Daniell,1,1
Q18978307,https://www.wikidata.org/wiki/Q18978307,Danilo,29,217
Q18978309,https://www.wikidata.org/wiki/Q18978309,Demeter,5,9
Q18978312,https://www.wikidata.org/wiki/Q18978312,Dimitris,8,147
Q18978314,https://www.wikidata.org/wiki/Q18978314,Ditmar,2,7
Q18978318,https://www.wikidata.org/wiki/Q18978318,Dorotheus,1,1
Q18978321,https://www.wikidata.org/wiki/Q18978321,Eliezer,18,43
Q18978326,https://www.wikidata.org/wiki/Q18978326,Eutychius,1,1
Q18978328,https://www.wikidata.org/wiki/Q18978328,Faisal,22,64
Q18978330,https://www.wikidata.org/wiki/Q18978330,Farid,22,83
Q18978338,https://www.wikidata.org/wiki/Q18978338,Gintaras,3,26
Q18978346,https://www.wikidata.org/wiki/Q18978346,Hananiah,1,1
Q18978352,https://www.wikidata.org/wiki/Q18978352,Hippolytus,3,3
Q18978356,https://www.wikidata.org/wiki/Q18978356,Jamal ad-Din,1,1
