QID,link,label,countCountries,countPersons
Q20680949,https://www.wikidata.org/wiki/Q20680949,Bento,3,25
Q20681040,https://www.wikidata.org/wiki/Q20681040,Alcides,7,24
Q20681094,https://www.wikidata.org/wiki/Q20681094,Cláudia,3,35
Q20681186,https://www.wikidata.org/wiki/Q20681186,Quincy,6,38
Q20681287,https://www.wikidata.org/wiki/Q20681287,Juanita,11,31
Q20681833,https://www.wikidata.org/wiki/Q20681833,Boldizsár,1,3
Q20681922,https://www.wikidata.org/wiki/Q20681922,Thorstein,4,13
Q20682043,https://www.wikidata.org/wiki/Q20682043,Ebrahim,7,41
Q20682286,https://www.wikidata.org/wiki/Q20682286,Borys,5,9
Q20683638,https://www.wikidata.org/wiki/Q20683638,Süleyman,6,28
Q20683652,https://www.wikidata.org/wiki/Q20683652,Antonis,6,42
Q20683657,https://www.wikidata.org/wiki/Q20683657,Reece,3,9
Q20683669,https://www.wikidata.org/wiki/Q20683669,Marrit,1,1
Q20683674,https://www.wikidata.org/wiki/Q20683674,Reed,2,40
Q20683704,https://www.wikidata.org/wiki/Q20683704,Jordy,5,8
Q2069487,https://www.wikidata.org/wiki/Q2069487,Pentti,2,59
Q206995,https://www.wikidata.org/wiki/Q206995,Ziya,4,24
Q207013,https://www.wikidata.org/wiki/Q207013,Ziyad,1,1
Q20704200,https://www.wikidata.org/wiki/Q20704200,Marzia,3,10
Q20706288,https://www.wikidata.org/wiki/Q20706288,Lisa-Maria,1,1
Q20706294,https://www.wikidata.org/wiki/Q20706294,Renke,1,2
Q20706333,https://www.wikidata.org/wiki/Q20706333,Carey,7,37
Q2070884,https://www.wikidata.org/wiki/Q2070884,Perihan,1,4
Q207106,https://www.wikidata.org/wiki/Q207106,Zlata,8,16
Q207142,https://www.wikidata.org/wiki/Q207142,Zlatko,8,68
Q20716377,https://www.wikidata.org/wiki/Q20716377,Rollie,1,11
Q20719572,https://www.wikidata.org/wiki/Q20719572,Celestina,1,1
Q20719628,https://www.wikidata.org/wiki/Q20719628,Chrystian,1,1
Q2072246,https://www.wikidata.org/wiki/Q2072246,Þormóður,1,2
Q2072266,https://www.wikidata.org/wiki/Q2072266,Snorri,1,4
Q20724869,https://www.wikidata.org/wiki/Q20724869,Zosia,2,2
Q20725207,https://www.wikidata.org/wiki/Q20725207,Govert,3,3
Q20725219,https://www.wikidata.org/wiki/Q20725219,Usain,1,1
Q20725220,https://www.wikidata.org/wiki/Q20725220,Nenah,1,1
Q2072602,https://www.wikidata.org/wiki/Q2072602,Pertti,2,37
Q20726351,https://www.wikidata.org/wiki/Q20726351,Lindon,3,5
Q20726370,https://www.wikidata.org/wiki/Q20726370,Valborg,3,3
Q20726710,https://www.wikidata.org/wiki/Q20726710,Aygül,2,2
Q20726778,https://www.wikidata.org/wiki/Q20726778,'Mon,1,1
Q20726963,https://www.wikidata.org/wiki/Q20726963,Nowell,1,1
Q20726975,https://www.wikidata.org/wiki/Q20726975,Olita,1,1
Q20727006,https://www.wikidata.org/wiki/Q20727006,Pierre-Paul,1,3
Q20727089,https://www.wikidata.org/wiki/Q20727089,Sharyn,2,4
Q20727242,https://www.wikidata.org/wiki/Q20727242,Wolmar,1,1
Q20727478,https://www.wikidata.org/wiki/Q20727478,Xander,3,4
Q20727569,https://www.wikidata.org/wiki/Q20727569,Tijl,1,1
Q20729828,https://www.wikidata.org/wiki/Q20729828,Kaat,1,1
Q20730071,https://www.wikidata.org/wiki/Q20730071,Kumari,1,4
Q20730119,https://www.wikidata.org/wiki/Q20730119,Pacôme,2,3
Q20730211,https://www.wikidata.org/wiki/Q20730211,Seppe,1,2
Q20730287,https://www.wikidata.org/wiki/Q20730287,Eliasz,1,1
Q20730503,https://www.wikidata.org/wiki/Q20730503,Kázmér,2,3
Q20730506,https://www.wikidata.org/wiki/Q20730506,Casimira,1,1
Q20730636,https://www.wikidata.org/wiki/Q20730636,Wilhelmus,2,2
Q20730638,https://www.wikidata.org/wiki/Q20730638,Rafaël,3,3
Q20730668,https://www.wikidata.org/wiki/Q20730668,Faustyn,1,1
Q20730766,https://www.wikidata.org/wiki/Q20730766,Tjeerd,1,1
Q20731003,https://www.wikidata.org/wiki/Q20731003,Crawford,3,14
Q20731712,https://www.wikidata.org/wiki/Q20731712,Gracjan,1,2
Q20732215,https://www.wikidata.org/wiki/Q20732215,Hipolit,2,5
Q20733086,https://www.wikidata.org/wiki/Q20733086,Huerta,1,1
Q20733202,https://www.wikidata.org/wiki/Q20733202,Pompejus,1,1
Q2073362,https://www.wikidata.org/wiki/Q2073362,Sigyn,1,1
Q20734726,https://www.wikidata.org/wiki/Q20734726,Tanzō,1,1
Q20735088,https://www.wikidata.org/wiki/Q20735088,Nordin,2,2
Q20735423,https://www.wikidata.org/wiki/Q20735423,Ireneusz,1,2
Q20738810,https://www.wikidata.org/wiki/Q20738810,Godefridus,1,1
Q20739144,https://www.wikidata.org/wiki/Q20739144,Srđa,1,4
Q20740353,https://www.wikidata.org/wiki/Q20740353,Alphonsus,2,3
Q20741307,https://www.wikidata.org/wiki/Q20741307,Jowita,1,1
Q20741309,https://www.wikidata.org/wiki/Q20741309,Józefa,3,10
Q20741315,https://www.wikidata.org/wiki/Q20741315,Józefina,1,1
Q20741321,https://www.wikidata.org/wiki/Q20741321,Jenn,5,16
Q20741529,https://www.wikidata.org/wiki/Q20741529,Domitien,1,1
Q20741605,https://www.wikidata.org/wiki/Q20741605,Corrie,2,4
Q20742780,https://www.wikidata.org/wiki/Q20742780,Nunzio,2,35
Q20742786,https://www.wikidata.org/wiki/Q20742786,Deon,8,41
Q20743045,https://www.wikidata.org/wiki/Q20743045,Sangé,1,1
Q20743113,https://www.wikidata.org/wiki/Q20743113,Ibai,1,2
Q20743259,https://www.wikidata.org/wiki/Q20743259,Justinian,7,8
Q20743407,https://www.wikidata.org/wiki/Q20743407,Kaylin,2,2
Q20743587,https://www.wikidata.org/wiki/Q20743587,Twan,1,1
Q20743601,https://www.wikidata.org/wiki/Q20743601,Charlon,1,1
Q20743835,https://www.wikidata.org/wiki/Q20743835,Kasandra,1,1
Q20743915,https://www.wikidata.org/wiki/Q20743915,Ksenia,1,5
Q20744400,https://www.wikidata.org/wiki/Q20744400,Kosma,1,1
Q20746130,https://www.wikidata.org/wiki/Q20746130,Kendal,2,4
Q20746181,https://www.wikidata.org/wiki/Q20746181,Hennah,1,1
Q20746681,https://www.wikidata.org/wiki/Q20746681,Victorien,2,2
Q20746695,https://www.wikidata.org/wiki/Q20746695,Koen,1,15
Q20746698,https://www.wikidata.org/wiki/Q20746698,Moysés,1,3
Q20747399,https://www.wikidata.org/wiki/Q20747399,Wigand,1,7
Q20747434,https://www.wikidata.org/wiki/Q20747434,Ubbo,1,1
Q20747489,https://www.wikidata.org/wiki/Q20747489,Lyndon,7,23
Q20747494,https://www.wikidata.org/wiki/Q20747494,Rutherford,2,5
Q20747654,https://www.wikidata.org/wiki/Q20747654,Rayane,1,2
Q20747722,https://www.wikidata.org/wiki/Q20747722,Cleveland,6,25
Q20747801,https://www.wikidata.org/wiki/Q20747801,Roelf,2,2
Q20750548,https://www.wikidata.org/wiki/Q20750548,Malick,2,2
Q20750608,https://www.wikidata.org/wiki/Q20750608,Mounia,1,2
Q20754664,https://www.wikidata.org/wiki/Q20754664,Dachhiri,1,1
Q20755014,https://www.wikidata.org/wiki/Q20755014,Silvie,2,2
Q20755525,https://www.wikidata.org/wiki/Q20755525,Ranuccio,1,1
Q20755782,https://www.wikidata.org/wiki/Q20755782,Guttorm,1,3
Q20767257,https://www.wikidata.org/wiki/Q20767257,Kareen,2,2
Q20767278,https://www.wikidata.org/wiki/Q20767278,Pierick,1,1
Q20774593,https://www.wikidata.org/wiki/Q20774593,Stefaan,1,13
Q20779640,https://www.wikidata.org/wiki/Q20779640,Aishwarya,2,9
Q20782508,https://www.wikidata.org/wiki/Q20782508,Manikala,1,1
Q20788355,https://www.wikidata.org/wiki/Q20788355,Spiro,6,13
Q20788381,https://www.wikidata.org/wiki/Q20788381,Alben,1,1
Q20788433,https://www.wikidata.org/wiki/Q20788433,Garret,4,16
Q20788502,https://www.wikidata.org/wiki/Q20788502,Adlai,1,4
Q20789572,https://www.wikidata.org/wiki/Q20789572,Spyros,2,8
Q20790,https://www.wikidata.org/wiki/Q20790,Lukas,22,224
Q20790010,https://www.wikidata.org/wiki/Q20790010,Lazaro,1,1
Q20790128,https://www.wikidata.org/wiki/Q20790128,Pierre-Étienne,2,3
Q20792115,https://www.wikidata.org/wiki/Q20792115,Shaul,1,1
Q20792662,https://www.wikidata.org/wiki/Q20792662,Baltasar,7,45
Q20792670,https://www.wikidata.org/wiki/Q20792670,Donovan,9,48
Q20796710,https://www.wikidata.org/wiki/Q20796710,Fraser,5,38
Q20796747,https://www.wikidata.org/wiki/Q20796747,Sherry,5,33
Q20796825,https://www.wikidata.org/wiki/Q20796825,Athénaïs,1,1
Q2079806,https://www.wikidata.org/wiki/Q2079806,Noëlla,2,2
Q20798105,https://www.wikidata.org/wiki/Q20798105,Salmine,1,1
Q20798822,https://www.wikidata.org/wiki/Q20798822,Jonathon,5,29
Q20798836,https://www.wikidata.org/wiki/Q20798836,Rostislaw,2,2
Q20798840,https://www.wikidata.org/wiki/Q20798840,Rościsław,1,2
Q20798843,https://www.wikidata.org/wiki/Q20798843,Rastislav,2,12
Q20798991,https://www.wikidata.org/wiki/Q20798991,Jayne,5,32
Q20799128,https://www.wikidata.org/wiki/Q20799128,Bryant,3,36
Q20799155,https://www.wikidata.org/wiki/Q20799155,Bradford,5,31
Q20800058,https://www.wikidata.org/wiki/Q20800058,Tatyana,9,44
Q20800069,https://www.wikidata.org/wiki/Q20800069,Candy,6,38
Q20800238,https://www.wikidata.org/wiki/Q20800238,Ângelo,5,29
Q20800272,https://www.wikidata.org/wiki/Q20800272,Torleif,1,1
Q20800282,https://www.wikidata.org/wiki/Q20800282,Torleiv,1,5
Q20801654,https://www.wikidata.org/wiki/Q20801654,Alpheus,2,11
Q20803763,https://www.wikidata.org/wiki/Q20803763,Pompeo,2,48
Q20804429,https://www.wikidata.org/wiki/Q20804429,Diedrich,3,38
Q20804431,https://www.wikidata.org/wiki/Q20804431,Eamon,5,24
Q20804433,https://www.wikidata.org/wiki/Q20804433,Raymundo,6,20
Q20804450,https://www.wikidata.org/wiki/Q20804450,Genaro,9,32
Q20804451,https://www.wikidata.org/wiki/Q20804451,Jenaro,5,15
Q20804471,https://www.wikidata.org/wiki/Q20804471,Leticia,9,34
Q20810783,https://www.wikidata.org/wiki/Q20810783,Baldwin,9,15
Q20810787,https://www.wikidata.org/wiki/Q20810787,Benedito,2,18
Q20813046,https://www.wikidata.org/wiki/Q20813046,Américo,11,39
Q2081336,https://www.wikidata.org/wiki/Q2081336,Emerson,14,69
Q20817446,https://www.wikidata.org/wiki/Q20817446,Hilke,1,4
Q20817447,https://www.wikidata.org/wiki/Q20817447,Idrissa,11,20
Q20817449,https://www.wikidata.org/wiki/Q20817449,Julijonas,1,1
Q20817451,https://www.wikidata.org/wiki/Q20817451,Kamel,4,5
Q20817473,https://www.wikidata.org/wiki/Q20817473,Arslan,1,1
Q20819034,https://www.wikidata.org/wiki/Q20819034,Ingi,1,2
Q20819036,https://www.wikidata.org/wiki/Q20819036,Omero,2,2
Q20819039,https://www.wikidata.org/wiki/Q20819039,Gwynne,2,5
Q20819054,https://www.wikidata.org/wiki/Q20819054,Mieke,1,1
Q20819055,https://www.wikidata.org/wiki/Q20819055,Nneka,1,1
Q20819061,https://www.wikidata.org/wiki/Q20819061,Hildegarde,3,4
Q20819062,https://www.wikidata.org/wiki/Q20819062,Ljudmila,2,2
Q20819066,https://www.wikidata.org/wiki/Q20819066,Ludmiła,1,1
Q20819097,https://www.wikidata.org/wiki/Q20819097,Mikoš,1,1
Q20819601,https://www.wikidata.org/wiki/Q20819601,Vicente,20,331
Q20819614,https://www.wikidata.org/wiki/Q20819614,Ghilherme,1,1
Q20819735,https://www.wikidata.org/wiki/Q20819735,Eduardo,2,2
Q20819737,https://www.wikidata.org/wiki/Q20819737,Eduardo,2,3
Q20819853,https://www.wikidata.org/wiki/Q20819853,Agostinho,5,22
Q20819860,https://www.wikidata.org/wiki/Q20819860,Tudor,7,27
Q20819874,https://www.wikidata.org/wiki/Q20819874,SallyAnn,1,1
Q20820542,https://www.wikidata.org/wiki/Q20820542,Leokadia,1,1
Q20821649,https://www.wikidata.org/wiki/Q20821649,Čedomir,2,2
Q20821800,https://www.wikidata.org/wiki/Q20821800,Sage,3,9
Q20821826,https://www.wikidata.org/wiki/Q20821826,Ricardo,26,450
Q20821829,https://www.wikidata.org/wiki/Q20821829,Ricardo,10,206
Q20821880,https://www.wikidata.org/wiki/Q20821880,Leonardo,7,96
Q20823800,https://www.wikidata.org/wiki/Q20823800,Bernardo,5,46
Q20823885,https://www.wikidata.org/wiki/Q20823885,Francisco,14,164
Q20823895,https://www.wikidata.org/wiki/Q20823895,Francisco,5,193
Q20824561,https://www.wikidata.org/wiki/Q20824561,Cledwyn,1,1
Q20824652,https://www.wikidata.org/wiki/Q20824652,Rhodri,1,1
Q20826328,https://www.wikidata.org/wiki/Q20826328,Marie-Pier,1,1
Q20826512,https://www.wikidata.org/wiki/Q20826512,Waldemir,1,2
Q20828220,https://www.wikidata.org/wiki/Q20828220,Wheaton,1,1
Q20828234,https://www.wikidata.org/wiki/Q20828234,Harlan,3,41
Q20829663,https://www.wikidata.org/wiki/Q20829663,Emmylou,1,1
Q20830171,https://www.wikidata.org/wiki/Q20830171,Nicolaes,1,5
Q20830187,https://www.wikidata.org/wiki/Q20830187,Berry,6,12
Q20830189,https://www.wikidata.org/wiki/Q20830189,Coen,4,4
Q20830196,https://www.wikidata.org/wiki/Q20830196,Ger,4,33
Q20830295,https://www.wikidata.org/wiki/Q20830295,Abbie,5,17
Q20830298,https://www.wikidata.org/wiki/Q20830298,Adri,2,2
Q20830306,https://www.wikidata.org/wiki/Q20830306,Adry,1,1
Q20830308,https://www.wikidata.org/wiki/Q20830308,Guus,2,3
Q20830349,https://www.wikidata.org/wiki/Q20830349,Jare,1,1
Q2085286,https://www.wikidata.org/wiki/Q2085286,Afonso,7,67
Q20853441,https://www.wikidata.org/wiki/Q20853441,Afroditi,2,5
Q20853566,https://www.wikidata.org/wiki/Q20853566,Jan-Willem,1,1
Q20855753,https://www.wikidata.org/wiki/Q20855753,Aldith,1,1
Q20855759,https://www.wikidata.org/wiki/Q20855759,Alette,1,2
Q20855958,https://www.wikidata.org/wiki/Q20855958,Alie,3,5
Q20855961,https://www.wikidata.org/wiki/Q20855961,Alwien,1,1
Q20855990,https://www.wikidata.org/wiki/Q20855990,Anice,2,2
Q20855994,https://www.wikidata.org/wiki/Q20855994,Anjolie,1,1
Q20855996,https://www.wikidata.org/wiki/Q20855996,Bernardina,1,1
Q20855999,https://www.wikidata.org/wiki/Q20855999,Ankie,2,2
Q20856004,https://www.wikidata.org/wiki/Q20856004,Annamarie,2,2
Q20856268,https://www.wikidata.org/wiki/Q20856268,Luis María,8,18
Q20856649,https://www.wikidata.org/wiki/Q20856649,Josep Lluís,1,8
Q20856658,https://www.wikidata.org/wiki/Q20856658,José Luis,3,25
Q2085715,https://www.wikidata.org/wiki/Q2085715,Aretha,1,3
Q2085879,https://www.wikidata.org/wiki/Q2085879,Philaretos,1,1
Q20859128,https://www.wikidata.org/wiki/Q20859128,Barthold,6,14
Q20861938,https://www.wikidata.org/wiki/Q20861938,Kiefer,3,3
Q20870244,https://www.wikidata.org/wiki/Q20870244,Amaliya,2,2
Q20871286,https://www.wikidata.org/wiki/Q20871286,Emyr,1,1
Q20871749,https://www.wikidata.org/wiki/Q20871749,Judson,2,10
Q20871870,https://www.wikidata.org/wiki/Q20871870,Morella,2,2
Q20872217,https://www.wikidata.org/wiki/Q20872217,Florentino,8,29
Q20872332,https://www.wikidata.org/wiki/Q20872332,Albine,2,3
Q20872519,https://www.wikidata.org/wiki/Q20872519,Wilmer,9,38
Q20872537,https://www.wikidata.org/wiki/Q20872537,Irvin,12,34
Q20872559,https://www.wikidata.org/wiki/Q20872559,Steen,2,17
Q20873232,https://www.wikidata.org/wiki/Q20873232,Karolyn,1,2
Q20874133,https://www.wikidata.org/wiki/Q20874133,Radivoje,1,1
Q2087474,https://www.wikidata.org/wiki/Q2087474,Xanthe,2,2
Q2087646,https://www.wikidata.org/wiki/Q2087646,Christine,41,721
Q2087690,https://www.wikidata.org/wiki/Q2087690,Ulric,3,3
Q20879275,https://www.wikidata.org/wiki/Q20879275,Nicolino,3,5
Q20882486,https://www.wikidata.org/wiki/Q20882486,Garfield,9,16
Q20883901,https://www.wikidata.org/wiki/Q20883901,Fany,3,3
Q2088394,https://www.wikidata.org/wiki/Q2088394,Chandi,3,3
Q20885719,https://www.wikidata.org/wiki/Q20885719,Gertraud,3,17
Q20885896,https://www.wikidata.org/wiki/Q20885896,Stéphan,1,1
Q20888797,https://www.wikidata.org/wiki/Q20888797,Della,2,13
Q20888939,https://www.wikidata.org/wiki/Q20888939,Heledd,1,3
Q20890518,https://www.wikidata.org/wiki/Q20890518,Hermione,2,2
Q2089080,https://www.wikidata.org/wiki/Q2089080,Ilario,3,33
Q20892655,https://www.wikidata.org/wiki/Q20892655,Arminda,1,1
Q20892761,https://www.wikidata.org/wiki/Q20892761,Frideswide,1,1
Q20893352,https://www.wikidata.org/wiki/Q20893352,Remy,5,10
Q20898207,https://www.wikidata.org/wiki/Q20898207,Cathelyne,1,1
Q20898711,https://www.wikidata.org/wiki/Q20898711,Camiel,1,2
Q20898724,https://www.wikidata.org/wiki/Q20898724,Guislain,1,1
Q20898910,https://www.wikidata.org/wiki/Q20898910,Godefroid,3,8
Q20898915,https://www.wikidata.org/wiki/Q20898915,Terri,4,37
Q20898916,https://www.wikidata.org/wiki/Q20898916,Kelli,3,26
Q20898917,https://www.wikidata.org/wiki/Q20898917,Abby,6,44
Q20898919,https://www.wikidata.org/wiki/Q20898919,Tricia,4,32
Q20898921,https://www.wikidata.org/wiki/Q20898921,Deanna,4,23
Q20898922,https://www.wikidata.org/wiki/Q20898922,Kamala,3,12
Q20898924,https://www.wikidata.org/wiki/Q20898924,Brandi,2,18
Q20898926,https://www.wikidata.org/wiki/Q20898926,Cheri,4,11
Q20898927,https://www.wikidata.org/wiki/Q20898927,Tori,4,16
Q20898934,https://www.wikidata.org/wiki/Q20898934,Kaitlin,1,10
Q20898936,https://www.wikidata.org/wiki/Q20898936,Mindy,2,15
Q20898938,https://www.wikidata.org/wiki/Q20898938,China,6,19
Q20898942,https://www.wikidata.org/wiki/Q20898942,Sheri,2,14
Q20898944,https://www.wikidata.org/wiki/Q20898944,Tami,5,15
Q20898945,https://www.wikidata.org/wiki/Q20898945,Bobbi,2,13
Q20898946,https://www.wikidata.org/wiki/Q20898946,Jeri,3,10
Q20898947,https://www.wikidata.org/wiki/Q20898947,Judi,6,23
Q20898948,https://www.wikidata.org/wiki/Q20898948,Marcy,2,14
Q20898949,https://www.wikidata.org/wiki/Q20898949,Audra,3,11
Q20898950,https://www.wikidata.org/wiki/Q20898950,Barb,4,16
Q20898951,https://www.wikidata.org/wiki/Q20898951,Debi,4,13
Q20898952,https://www.wikidata.org/wiki/Q20898952,Deena,4,9
Q20898954,https://www.wikidata.org/wiki/Q20898954,Kaitlyn,2,11
Q20898955,https://www.wikidata.org/wiki/Q20898955,Kellie,4,19
Q20898956,https://www.wikidata.org/wiki/Q20898956,Rebekah,5,18
Q20898957,https://www.wikidata.org/wiki/Q20898957,Sallie,1,12
Q20898959,https://www.wikidata.org/wiki/Q20898959,Sondra,1,7
Q20898960,https://www.wikidata.org/wiki/Q20898960,Brittney,3,15
Q20898962,https://www.wikidata.org/wiki/Q20898962,Krystal,7,16
Q20898963,https://www.wikidata.org/wiki/Q20898963,Lenore,4,21
Q20898964,https://www.wikidata.org/wiki/Q20898964,Marci,1,4
Q20898965,https://www.wikidata.org/wiki/Q20898965,Marge,3,10
Q20898966,https://www.wikidata.org/wiki/Q20898966,Marnie,4,13
Q20898967,https://www.wikidata.org/wiki/Q20898967,Vickie,4,10
Q20898969,https://www.wikidata.org/wiki/Q20898969,Marti,2,16
Q20898970,https://www.wikidata.org/wiki/Q20898970,Coleen,4,8
Q20898971,https://www.wikidata.org/wiki/Q20898971,Maryanne,2,7
Q20898972,https://www.wikidata.org/wiki/Q20898972,Dede,4,12
Q20898973,https://www.wikidata.org/wiki/Q20898973,Melba,4,13
Q20898974,https://www.wikidata.org/wiki/Q20898974,Janel,1,5
Q20898975,https://www.wikidata.org/wiki/Q20898975,Tasha,6,17
Q20898977,https://www.wikidata.org/wiki/Q20898977,Joanie,1,8
Q20898978,https://www.wikidata.org/wiki/Q20898978,Rachelle,4,14
Q20898979,https://www.wikidata.org/wiki/Q20898979,Siobhan,6,21
Q20898980,https://www.wikidata.org/wiki/Q20898980,Traci,2,10
Q20898983,https://www.wikidata.org/wiki/Q20898983,Trish,9,22
Q20898984,https://www.wikidata.org/wiki/Q20898984,Ashlee,5,11
Q20898986,https://www.wikidata.org/wiki/Q20898986,Becca,1,5
Q20898987,https://www.wikidata.org/wiki/Q20898987,Bettye,1,7
Q20898988,https://www.wikidata.org/wiki/Q20898988,Brianne,3,13
Q20898990,https://www.wikidata.org/wiki/Q20898990,Claudette,9,24
Q20898992,https://www.wikidata.org/wiki/Q20898992,Delores,1,8
Q20898994,https://www.wikidata.org/wiki/Q20898994,Dottie,2,9
Q20898996,https://www.wikidata.org/wiki/Q20898996,Elyse,3,11
Q20898997,https://www.wikidata.org/wiki/Q20898997,Joann,6,14
Q20898999,https://www.wikidata.org/wiki/Q20898999,Katelyn,2,7
Q20899000,https://www.wikidata.org/wiki/Q20899000,Kristie,3,6
Q20899002,https://www.wikidata.org/wiki/Q20899002,Latasha,1,5
Q20899003,https://www.wikidata.org/wiki/Q20899003,Charles-Joseph,3,5
Q20899004,https://www.wikidata.org/wiki/Q20899004,Lizzie,8,19
Q20899005,https://www.wikidata.org/wiki/Q20899005,Loni,3,11
Q20899006,https://www.wikidata.org/wiki/Q20899006,Lynette,5,16
Q20899008,https://www.wikidata.org/wiki/Q20899008,Meagan,2,10
Q20899009,https://www.wikidata.org/wiki/Q20899009,Millie,9,20
Q20899010,https://www.wikidata.org/wiki/Q20899010,Ronda,1,3
Q20899012,https://www.wikidata.org/wiki/Q20899012,Rosalyn,4,14
Q20899013,https://www.wikidata.org/wiki/Q20899013,Shanna,1,6
Q20899014,https://www.wikidata.org/wiki/Q20899014,Sherrie,2,7
Q20899015,https://www.wikidata.org/wiki/Q20899015,Staci,1,6
Q20899016,https://www.wikidata.org/wiki/Q20899016,Tracie,4,9
Q20899018,https://www.wikidata.org/wiki/Q20899018,Willa,6,17
Q20899021,https://www.wikidata.org/wiki/Q20899021,Alexandria,1,5
Q20899023,https://www.wikidata.org/wiki/Q20899023,Callie,2,5
Q20899024,https://www.wikidata.org/wiki/Q20899024,Caprice,1,6
Q20899025,https://www.wikidata.org/wiki/Q20899025,Cari,4,9
Q20899026,https://www.wikidata.org/wiki/Q20899026,Cece,3,7
Q20899028,https://www.wikidata.org/wiki/Q20899028,Erinn,1,4
Q20899030,https://www.wikidata.org/wiki/Q20899030,Ernestine,10,31
Q20899031,https://www.wikidata.org/wiki/Q20899031,Farrah,2,6
Q20899033,https://www.wikidata.org/wiki/Q20899033,Hailey,1,8
Q20899035,https://www.wikidata.org/wiki/Q20899035,Hallie,1,11
Q20899036,https://www.wikidata.org/wiki/Q20899036,Jessi,4,7
Q20899037,https://www.wikidata.org/wiki/Q20899037,Kasey,2,17
Q20899039,https://www.wikidata.org/wiki/Q20899039,Lorrie,3,4
Q20899040,https://www.wikidata.org/wiki/Q20899040,Mamie,1,10
Q20899041,https://www.wikidata.org/wiki/Q20899041,Mariah,5,16
Q20899042,https://www.wikidata.org/wiki/Q20899042,Maryann,2,5
Q20899044,https://www.wikidata.org/wiki/Q20899044,Meaghan,3,10
Q20899045,https://www.wikidata.org/wiki/Q20899045,Melora,2,4
Q20899046,https://www.wikidata.org/wiki/Q20899046,Peyton,3,20
Q20899047,https://www.wikidata.org/wiki/Q20899047,Queen,1,4
Q20899048,https://www.wikidata.org/wiki/Q20899048,Rain,3,5
Q20899050,https://www.wikidata.org/wiki/Q20899050,Sadie,4,21
Q20899051,https://www.wikidata.org/wiki/Q20899051,Shelia,1,2
Q20899052,https://www.wikidata.org/wiki/Q20899052,Skylar,2,6
Q20899053,https://www.wikidata.org/wiki/Q20899053,Teal,3,6
Q20899054,https://www.wikidata.org/wiki/Q20899054,Valarie,1,3
Q20899055,https://www.wikidata.org/wiki/Q20899055,Gaspard-Joseph,3,4
Q2090092,https://www.wikidata.org/wiki/Q2090092,Betty,35,296
Q20903083,https://www.wikidata.org/wiki/Q20903083,Sigurður,2,13
Q20908806,https://www.wikidata.org/wiki/Q20908806,Israël,1,1
Q20917691,https://www.wikidata.org/wiki/Q20917691,Haro,1,1
Q20917787,https://www.wikidata.org/wiki/Q20917787,Chazia,1,1
Q20918461,https://www.wikidata.org/wiki/Q20918461,Eugènie,1,1
Q20918690,https://www.wikidata.org/wiki/Q20918690,Naeeda,1,1
Q20926394,https://www.wikidata.org/wiki/Q20926394,Rini,1,1
Q2093070,https://www.wikidata.org/wiki/Q2093070,Pierre,70,5106
Q20932061,https://www.wikidata.org/wiki/Q20932061,Mehrnoush,1,1
Q20932618,https://www.wikidata.org/wiki/Q20932618,Heleen,2,3
Q2093412,https://www.wikidata.org/wiki/Q2093412,Nazar,7,10
Q20936631,https://www.wikidata.org/wiki/Q20936631,Asahel,1,10
Q20936763,https://www.wikidata.org/wiki/Q20936763,Carl Christian,6,56
Q20936776,https://www.wikidata.org/wiki/Q20936776,Carl Fredrik,4,28
Q20936782,https://www.wikidata.org/wiki/Q20936782,Carl Gustaf,5,40
Q20942029,https://www.wikidata.org/wiki/Q20942029,Lenaert,1,1
Q20942056,https://www.wikidata.org/wiki/Q20942056,Denzel,1,9
Q20942068,https://www.wikidata.org/wiki/Q20942068,Фёдор,1,3
Q2094386,https://www.wikidata.org/wiki/Q2094386,Mayke,2,2
Q20953988,https://www.wikidata.org/wiki/Q20953988,Enny,2,2
Q2095431,https://www.wikidata.org/wiki/Q2095431,Pinchas,8,19
Q20959849,https://www.wikidata.org/wiki/Q20959849,Anouchka,1,1
Q20963001,https://www.wikidata.org/wiki/Q20963001,Deliana,1,1
Q20963162,https://www.wikidata.org/wiki/Q20963162,Dee,2,47
Q20963336,https://www.wikidata.org/wiki/Q20963336,Chip,3,63
Q20963344,https://www.wikidata.org/wiki/Q20963344,Milt,2,69
Q2096511,https://www.wikidata.org/wiki/Q2096511,Pippa,6,17
Q20965522,https://www.wikidata.org/wiki/Q20965522,Jep,1,1
Q20965876,https://www.wikidata.org/wiki/Q20965876,Zawisza,1,1
Q20965930,https://www.wikidata.org/wiki/Q20965930,Aly,1,1
Q20967099,https://www.wikidata.org/wiki/Q20967099,Dannel,1,1
Q20967415,https://www.wikidata.org/wiki/Q20967415,Tarja,1,7
Q20967792,https://www.wikidata.org/wiki/Q20967792,Gillion,1,1
Q20967810,https://www.wikidata.org/wiki/Q20967810,Jamie-Lee,1,1
Q20967824,https://www.wikidata.org/wiki/Q20967824,Boy,1,1
Q2096796,https://www.wikidata.org/wiki/Q2096796,Pirmin,3,13
Q20968094,https://www.wikidata.org/wiki/Q20968094,Abdeluheb,1,1
Q20968145,https://www.wikidata.org/wiki/Q20968145,Dominicus,4,8
Q20968428,https://www.wikidata.org/wiki/Q20968428,Yascha,1,1
Q20968433,https://www.wikidata.org/wiki/Q20968433,Fokko,1,1
Q20968468,https://www.wikidata.org/wiki/Q20968468,Wido,2,2
