,persons_names,isName
6858,Julius Paul Vrancken,Possible nom
6859,Henri Gomez,Possible nom
6860,Henry Gomez,Possible nom
6861,Maire De Gosselies,Possible nom
6862,Henri Rouxgomez,Possible nom
6863,Henry Rouxgomez,Possible nom
6864,Jaap Eden,Possible nom
6865,Jaap Eden Charleston,Possible nom
6866,Jaap Eden Cuba,Possible nom
6867,Pasteur Le Bon,Possible nom
6868,Clement Bivort,Possible nom
6869,Alain Burgeon,Possible nom
6870,Dominique Barbieux,Possible nom
6871,Caron Bourgeois,Possible nom
6872,Gaston Elewaut,Possible nom
6873,Hendrik Elewaut,Possible nom
6874,Jacques Hersleven,Possible nom
6875,Aurelius Stoom,Possible nom
6876,Samson Valerie,Possible nom
6877,Maria Philippart,Possible nom
6878,Charles Somal,Possible nom
6879,Cesare Lombroso,Possible nom
6880,Reinier Claeszen,Possible nom
6881,Paulet Jean Baptiste,Possible nom
6882,Maggi Lait,Possible nom
6883,Zola Verhaeren,Possible nom
6884,Dieudonne Jamar,Possible nom
6885,Paul Govaere,Possible nom
6886,Albert Bresil,Possible nom
6887,Frederik Douglas,Possible nom
6888,Frederik Douglass,Possible nom
6889,Harriet Jacobs,Possible nom
6890,Jacobs Slavernij,Possible nom
6891,Paul Delvaux,Possible nom
6892,Guillaume De Decker,Possible nom
6893,King Albert United,Possible nom
6894,Louis Vanden Kerckhove Rue,Possible nom
6895,Kerckhove Royalevanden,Possible nom
6896,Mathys Alex,Possible nom
6897,Victoria Koningin,Possible nom
6898,Alfred Goemaere,Possible nom
6899,Mathilde De Smet,Possible nom
6900,Cornille Poelman,Possible nom
6901,Bertrand Klynens,Possible nom
6902,Bertrand Malaria,Improbable
6903,Thomas Mann,Possible nom
6904,Jean Herbet,Possible nom
6905,Francies Bert,Possible nom
6906,Frans Seffers,Possible nom
6907,Julien Baele,Possible nom
6908,Jean Colin,Possible nom
6909,Petrus Martens,Possible nom
6910,Thomaz De Stave,Possible nom
6911,Arnold Citroen,Possible nom
6912,Magdalena Bert,Possible nom
6913,Maria Magdalena Bert,Possible nom
6914,George Sale,Possible nom
6915,Henry Portis,Possible nom
6916,Arie Sleeckx,Possible nom
6917,Arnold Bert Maria,Possible nom
6918,Louis Heinen,Possible nom
6919,Guillaume Lachat,Possible nom
6920,Charles Lachat,Possible nom
6921,Karl Lachat,Possible nom
6922,Rene Lachat,Possible nom
6923,April Nieuws,Possible nom
6924,Antoine Van Hal,Possible nom
6925,Cornelis Warmenbol,Possible nom
6926,Geboren Riel Te Holland,Possible nom
6927,Wilhelmus Ambrosius Hecke,Possible nom
6928,Arthur Petronio,Possible nom
6929,Robert Berger,Possible nom
6930,Holland Alfen,Possible nom
6931,Geboren Alphen,Possible nom
6932,Willems Severeyns,Possible nom
6933,Henri Secret,Possible nom
6934,Arthur De Groodt,Possible nom
6935,Arthur De Groodtstraat,Possible nom
6936,Arnold Piron,Possible nom
6937,Arnould Piron,Possible nom
6938,Lucien Van Herckenrode,Possible nom
6939,Paul Peeters,Possible nom
6940,Simone Piron,Possible nom
6941,Alexandre Ii,Possible nom
6942,Jules Baele,Possible nom
6943,Henri Bettens,Possible nom
6944,Emile Jeanty,Possible nom
6945,Clementine Clercq,Possible nom
6946,Clementine De Clercq,Possible nom
6947,Florentine De Walsche,Possible nom
6948,Polydor Victor Peeters,Possible nom
6949,Robert Alphonse Peeters,Possible nom
6950,Rosalie Pipyn,Possible nom
6951,Stephanie Delmot,Possible nom
6952,Rogier Begrafenis,Possible nom
6953,Rogier Funerailles,Possible nom
6954,Jacob Nefve,Possible nom
6955,Neve Jacques,Possible nom
6956,Rogier Coecke,Possible nom
6957,Cyriaque Gillain,Possible nom
6958,Alexis Werner,Possible nom
6959,Werner Freres,Possible nom
6960,Michel Werner,Possible nom
6961,Pathe Nord,Possible nom
6962,Flore Lambert,Possible nom
6963,Georges Verdonck,Possible nom
6964,Chantal Sigaretten,Possible nom
6965,Danilo Montenegro,Possible nom
6966,Krsto Moenegro,Possible nom
6967,Krsto Montenegro,Possible nom
6968,Stevens Burgemeester,Possible nom
6969,Victor Devogel,Possible nom
6970,Francois Brunin,Possible nom
6971,Georges Banker,Possible nom
6972,Gerard Klepper,Possible nom
6973,Marin Bon,Possible nom
6974,Zenon Delaunois,Possible nom
6975,Victoire Chicoree,Possible nom
6976,Maks Horwitz,Possible nom
6977,Maksymilian Horwitz,Possible nom
6978,Alter Victor,Possible nom
6979,Laurent Krokaert,Possible nom
6980,Mathieu Klepper,Possible nom
6981,Louis Moeyaert,Possible nom
6982,Daye Huyghe,Possible nom
6983,Pierre Daye,Possible nom
6984,Andrej Platonov,Possible nom
6985,Albert Russe,Possible nom
6986,Alfred Chretien,Possible nom
6987,Arthur Chretien,Possible nom
6988,Charles Chretien,Possible nom
6989,Leontine Taminiau,Possible nom
6990,Roelandt Manege,Possible nom
6991,Roelandt Rijbaan,Possible nom
6992,Marguerite Brasserie,Improbable
6993,Franck Cooreman,Possible nom
6994,Franck Cooremans,Possible nom
6995,Franck Hymans,Possible nom
6996,Franck Ryckmans,Possible nom
6997,Drion Troyezoe,Possible nom
6998,Drion Drionzoe,Possible nom
6999,Louis Troye,Possible nom
7000,Drion Nee,Possible nom
7001,Zoe Troye,Possible nom
7002,Charles Belot,Possible nom
7003,Zoe Drion,Possible nom
7004,Edouard De Roubaix,Possible nom
7005,Adolphe De Roubaix,Possible nom
7006,Alain De Roubaix,Possible nom
7007,Gilbert De Roubaix,Possible nom
7008,Gilbert Joseph De Roubaix,Possible nom
7009,Leopold Cataux,Possible nom
7010,Pierre De Roubaix,Possible nom
7011,Roger Rommiee,Possible nom
7012,Roger Romniee,Possible nom
7013,Paul Drapier,Possible nom
7014,Dieudonne Bourgmestre,Improbable
7015,Edouard Duverger,Possible nom
7016,Francois Architecte,Improbable
7017,Lucien Francois,Possible nom
7018,Lucien Francois Joseph,Possible nom
7019,Lucien Joseph Francois,Possible nom
7020,Paulet Adele,Possible nom
7021,Clement Geetruyen,Possible nom
7022,Viola D,Possible nom
7023,Marie Tilloy,Possible nom
7024,Marie Tilloy Abel Walquenart,Possible nom
7025,Kristine De Mulder,Possible nom
7026,Emile Daloze,Possible nom
7027,Dauw Appelterre,Possible nom
7028,Celestine Fievet,Possible nom
7029,Juli Rousselare,Possible nom
7030,Irene Hilda Walquenart,Possible nom
7031,Joseph Charlier,Possible nom
7032,Jan Mahieu,Possible nom
7033,Charlier Scaron,Possible nom
7034,Cecile Callebert,Possible nom
7035,Harmonie Royal,Possible nom
7036,Hart Feesten,Possible nom
7037,Pastoor De Coninck,Possible nom
7038,Jesus Eyck,Possible nom
7039,Gustin Docteur,Possible nom
7040,Napoleon De Keyser,Possible nom
7041,Queen Cinema,Possible nom
7042,Achille Dandelin,Possible nom
7043,Henry Baels,Possible nom
7044,Raphael Lamartine,Possible nom
7045,Eveline Le Maire,Possible nom
7046,Willy Mller,Possible nom
7047,Gillain Fack,Possible nom
7048,Maximilien Quairiat,Possible nom
7049,Frans Masereel,Possible nom
7050,Hadewijch Gelderen,Possible nom
7051,Drion Zoe,Possible nom
7052,Emile Rosar,Possible nom
7053,Edmond Michiels Niels,Possible nom
7054,Paul De Groote,Possible nom
7055,Antonia Vandendriessche,Possible nom
7056,Ernestine De Bruyne,Possible nom
7057,Evelyne Wybrands,Possible nom
7058,Evelyn Wybrands,Possible nom
7059,Charles Helsocht,Possible nom
7060,Seraphin Voet,Possible nom
7061,Gustaaf Voet,Possible nom
7062,Leonia Cornile,Possible nom
7063,Cornille Leonia,Possible nom
7064,Flore Geleedts,Possible nom
7065,Valerie Jansen,Possible nom
7066,Els Automobile,Improbable
7067,Rodrigo Ballet,Possible nom
7068,Roos Wilde,Possible nom
7069,Roos Briand,Possible nom
7070,Ward Picavet,Possible nom
7071,Paul Becker,Possible nom
7072,Paul Catherine,Possible nom
7073,Mathis Bone,Possible nom
7074,Christophe Pougin,Possible nom
7075,Abel Pollet,Possible nom
7076,Camille Guyard,Possible nom
7077,Adolphe Beric,Possible nom
7078,Blanche Nugresse,Possible nom
7079,Henry Bataille,Possible nom
7080,Henri Barbuse,Possible nom
7081,Hymne Moresnet-Neutre,Possible nom
7082,Molly Esperanto,Possible nom
7083,Molly Moresnet-Neutre,Possible nom
7084,Paulina Claes,Possible nom
7085,Pauline Claes,Possible nom
7086,Bert Ne,Possible nom
7087,Bert Famille,Possible nom
7088,Henri Allaert,Possible nom
7089,Bert Madame,Possible nom
7090,Georges Buisseret,Possible nom
7091,Charles Davreux,Possible nom
7092,Jezus Eyck,Possible nom
7093,Minerva Cinema,Possible nom
7094,Egide Renders,Possible nom
7095,Egidius Renders,Possible nom
7096,Gilles Renders,Possible nom
7097,Lydia Leare,Possible nom
7098,Albert De Klerk,Possible nom
7099,Hendrik Andriessen,Possible nom
7100,Gerard Max-Leo,Possible nom
7101,Eloi Wynckel,Possible nom
7102,Paulet Bourgeois,Possible nom
7103,Cornelius Coster,Possible nom
7104,Samuel Lange,Possible nom
7105,Gerlache Fund,Possible nom
7106,Gerlache Orphelins,Possible nom
7107,Charles Merckens,Possible nom
7108,Gustavus Reynen,Possible nom
7109,Pieter Lagae,Possible nom
7110,Camille Vandermaelen,Possible nom
7111,Camille Vander Maelen,Possible nom
7112,Guillaume Smits,Possible nom
7113,Josef Taronischvily,Possible nom
7114,Joseph Taronichvily,Possible nom
7115,Joseph Taronischvily,Possible nom
7116,Luigi Mosconi,Possible nom
7117,Oscar Kuhl,Possible nom
7118,Raymond Stechele,Possible nom
7119,Rodolphe Guelton,Possible nom
7120,Salvatore Esposito,Possible nom
7121,Vladimir Revos,Possible nom
7122,Pierre Janssens,Possible nom
7123,Flor Peeters,Possible nom
7124,Romane Architecture,Improbable
7125,Jazz Singer,Possible nom
7126,Francois Rosseel,Possible nom
7127,Pierre Derniere,Possible nom
7128,Hendrik Conscience,Possible nom
7129,Nicolas Schffer,Possible nom
7130,Alberic Collin,Possible nom
7131,Collin Alebric,Possible nom
7132,Drion Flament,Possible nom
7133,Drion Succession,Improbable
7134,Drion Vente,Possible nom
7135,Drion Vins Bourgogne,Possible nom
7136,Drion Vins,Possible nom
7137,Edmond Devrieze,Possible nom
7138,Fritz Geissler,Possible nom
7139,John Calvert,Possible nom
7140,William Boehme,Possible nom
7141,William Bhme,Possible nom
7142,Adolphe Puissant,Possible nom
7143,Albert Ruzette,Possible nom
7144,Antoine Pompe,Possible nom
7145,Charles De Broqueville,Possible nom
7146,Charles Lagasse,Possible nom
7147,Edward Leonard,Possible nom
7148,Emile Beco,Possible nom
7149,Emile Vinck,Possible nom
7150,Eugene Dhuicque,Possible nom
7151,Fernand Bodson,Possible nom
7152,Georges Helleputte,Possible nom
7153,Henry Lacoste,Possible nom
7154,Hippolyte Fierens-Gevaert,Possible nom
7155,Huib Hoste,Possible nom
7156,Joseph Vierin,Possible nom
7157,Jules Brunfaut,Possible nom
7158,Jules Coomans,Possible nom
7159,Jules Renkin,Possible nom
7160,Louis Cloquet,Possible nom
7161,Martin Swaelmen,Possible nom
7162,Paul Jaspar,Possible nom
7163,Paul Saintenoy,Possible nom
7164,Raphael Verwilghen,Possible nom
7165,Raymond Moenaert,Possible nom
7166,Richard Acke,Possible nom
7167,Theo Raison,Possible nom
7168,Ernst Mensen,Possible nom
7169,Moreno Frezia,Possible nom
7170,Juanita De Frezia,Possible nom
7171,Edouard Manet Antonin Proust,Possible nom
7172,Helene Vanhoutte,Possible nom
7173,Thomas And,Possible nom
7174,Lloyd Deutsches,Possible nom
7175,Jean Braive,Possible nom
7176,Albert Schic,Possible nom
7177,Albert Sohic,Possible nom
7178,Willems Huybrechts,Possible nom
7179,Pierre D,Possible nom
7180,Alfred Colleye,Possible nom
7181,Walthere Spring,Possible nom
7182,Henri Berchmans,Possible nom
7183,Desire Coupez,Possible nom
7184,Omer Weverberg,Possible nom
7185,Berthe Dansaert,Possible nom
7186,Jullien Louis-Antoine,Possible nom
7187,Maximilien Willame,Possible nom
7188,Thomas Gillet,Possible nom
7189,Isidore Biesemans,Possible nom
7190,Hippolyte Guillery,Possible nom
7191,Gauthier Paisse,Possible nom
7192,Bathazar Francart,Possible nom
7193,Etienne De Breuck,Possible nom
7194,Leon Coenen,Possible nom
7195,Leon De Breuck,Possible nom
7196,Bruno Dinneweth,Possible nom
7197,Bruno Dobbels,Possible nom
7198,Diamant Staking,Possible nom
7199,Leopold Chateau,Possible nom
7200,Leopold Orince,Possible nom
7201,Leopold Welriekendeprince,Possible nom
7202,Leopold Willeriekenprince,Possible nom
7203,Leopold Willetriekenprince,Possible nom
7204,Constantia Eeckhout,Possible nom
7205,Donatus Coenen,Possible nom
7206,Romanus Coenen,Possible nom
7207,Honore Van Santen,Possible nom
7208,Henry Libert,Possible nom
7209,Henry Libert Banque,Possible nom
7210,Honore Vansande,Possible nom
7211,Honore Van Sande,Possible nom
7212,Honore Van Zande,Possible nom
7213,Maria Maes,Possible nom
7214,Albert Sohio,Possible nom
7215,Hippolyte Boulenger,Possible nom
7216,Marcel Vandevoorde,Possible nom
7217,Fernando Cirque,Improbable
7218,Leopold Palace,Possible nom
7219,Dundee Major,Possible nom
7220,Tsigane Passion,Possible nom
7221,Laken Civique,Improbable
7222,Edouard Pierre Volders,Possible nom
7223,Edouard Volders,Possible nom
7224,Eduard Pierre Volders,Possible nom
7225,Elisabeth Marie De Greef,Possible nom
7226,Marie Degreef,Possible nom
7227,Marie Elisabeth Degreef,Possible nom
7228,Marie Elisabeth De Greef,Possible nom
7229,Albert Smekens,Possible nom
7230,Eugene Ysae,Possible nom
7231,Alphonse Cronenberg,Possible nom
7232,Kasavubu Telefoniste,Possible nom
7233,Elvira Valentini,Possible nom
7234,Auguste Sarrazijn,Possible nom
7235,Gustave Sarrazyn,Possible nom
7236,Joseph Achten,Possible nom
7237,Samson Lootens,Possible nom
7238,Jean Volders,Possible nom
7239,Joost Ten,Possible nom
7240,Francois Verdrinking,Possible nom
7241,Caroline Du Sud,Possible nom
7242,Caroline Sud,Possible nom
7243,Oscar Vandermeersch,Possible nom
7244,Adele De Loneux,Possible nom
7245,Getulio Vargas,Possible nom
7246,Roosevelt Olympic,Possible nom
7247,Henri Binard,Possible nom
7248,Henri Louis Binard,Possible nom
7249,Marcel Meysman,Possible nom
7250,Jaak Cyclisme,Improbable
7251,Jacques Cyclisme,Improbable
7252,Jacques Oct,Possible nom
7253,Octaaf Cyclisme,Improbable
7254,Octave Cyclisme,Improbable
7255,Emile Bacq,Possible nom
7256,Alphonse Deces,Possible nom
7257,Edmund Dirkx,Possible nom
7258,Felicitas Van Der Linden,Possible nom
7259,Felicita Van Der Linden,Possible nom
7260,Theodore Dirkx,Possible nom
7261,Theodore Dirx,Possible nom
7262,Emile Honore,Possible nom
7263,Honore Patissier,Possible nom
7264,Oscar Fondu,Possible nom
7265,Marie Herp,Possible nom
7266,Adolphe Dutrieux,Possible nom
7267,Vivien Leigh,Possible nom
7268,Violeta Parra,Possible nom
7269,Anna Marie Van Eenoo,Possible nom
7270,Desire Dandumont,Possible nom
7271,Drion Andris Senechal,Possible nom
7272,Drion Senechal,Possible nom
7273,Alexis Kops,Possible nom
7274,Anne Kops,Possible nom
7275,Etienne Kops,Possible nom
7276,Felicite Kops,Possible nom
7277,Henriette Ost,Possible nom
7278,Henri Kops,Possible nom
7279,Felicitee Kops,Possible nom
7280,Leopold Mexique,Possible nom
7281,Zephir Purnelle,Possible nom
7282,Anna Parijs,Possible nom
7283,Louis Dirkx,Possible nom
7284,Jeanne Nys,Possible nom
7285,Hart Processie,Possible nom
7286,Theophile Souverains,Possible nom
7287,Niobe Wappers,Possible nom
7288,Adele D,Possible nom
7289,Micheline Comtesse,Possible nom
7290,Edouard De Linge,Possible nom
7291,Henri Deloz,Possible nom
7292,Louise Reyer,Possible nom
7293,Lucy Mornay,Possible nom
7294,Marie De Cramant,Possible nom
7295,Marie Michel Masson,Possible nom
7296,Mathilde D,Possible nom
7297,Paul Gilbert,Possible nom
7298,Pierre Lauty,Possible nom
7299,Sarah Bellune,Possible nom
7300,Charles Cirque,Improbable
7301,Jean Vandendries,Possible nom
7302,Emil Ludwig,Possible nom
7303,Caroline Camp,Possible nom
7304,Caroline Kamp,Possible nom
7305,Francine Labis,Possible nom
7306,Gabrielle Philippson,Possible nom
7307,William Bohme,Possible nom
7308,Leon Degrelle,Possible nom
7309,Henriette Cabanier,Possible nom
7310,Julia Cuypers,Possible nom
7311,Louise Overheyden,Possible nom
7312,Martin Cuypers,Possible nom
7313,Mathieu Cuypers,Possible nom
7314,Remi Rasquin,Possible nom
7315,Leon Follet,Possible nom
7316,Sina Japan,Possible nom
7317,Jeanne De Bruxelles,Possible nom
7318,Bosch Vrouw-Ten,Possible nom
7319,Charles Emanuel Looz-Corswarem,Possible nom
7320,Charles Looz-Corswarem,Possible nom
7321,Simone Plomdeur,Possible nom
7322,Leopold Hippodroom,Possible nom
7323,Theodore Ruelens,Possible nom
7324,Janssens Vente,Possible nom
7325,Marcel Pesch,Possible nom
7326,Louisa Overheyden,Possible nom
7327,Marie Overheyden,Possible nom
7328,April Broeders,Possible nom
7329,Miel De Lee,Possible nom
7330,Miel De Lee Visser,Possible nom
7331,Kamiel Bogaert,Possible nom
7332,Leopold Bogaert,Possible nom
7333,Petrus Johannes,Possible nom
7334,Theophiel Bogaert,Possible nom
7335,Theophil Bogaert,Possible nom
7336,Louis Vermaute,Possible nom
7337,Ludovicus Vermaute,Possible nom
7338,Florentina Leonia,Possible nom
7339,Charles Ledresseur,Possible nom
7340,Emile Hayoit,Possible nom
7341,Ferdinand Lefebvre,Possible nom
7342,Frederic Hairion,Possible nom
7343,Pierre De Ram,Possible nom
7344,Gilde Bioscoop,Possible nom
7345,Gilde Cinema,Possible nom
7346,Robert Van Zeebroeck,Possible nom
7347,Charles Torrens,Possible nom
7348,Emmanuel Torrens,Possible nom
7349,Fernando Puig,Possible nom
7350,Edouard Manet Olympia,Possible nom
7351,Marthe Pierre Decedee,Improbable
7352,Paul Lemay,Possible nom
7353,Alice Buys,Possible nom
7354,Jaak Despiegelaere,Possible nom
7355,Arsene Pigeolet,Possible nom
7356,David Picard,Possible nom
7357,Michel Mourlon,Possible nom
7358,Abel Torcy,Possible nom
7359,Maximilien Blieck,Possible nom
7360,Olympia Edouard Manet,Possible nom
7361,Oscar Proost,Possible nom
7362,Marceline Circus,Possible nom
7363,Martini Clown,Possible nom
7364,Alberic Collin Justice,Possible nom
7365,Collin Justice,Possible nom
7366,Joseph Van Hecke,Possible nom
7367,Peggy Guggenheim,Possible nom
7368,Aime Bogaerts,Possible nom
7369,Ahmed Sharifu,Possible nom
7370,Louis Fuchs,Possible nom
7371,Theophile Gautier Spirite,Possible nom
7372,Jules Claretie,Possible nom
7373,Lambert Empain,Possible nom
7374,Edouard Manet Nana,Possible nom
7375,Bach Szigeti,Possible nom
7376,Simon Philippart,Possible nom
7377,Polidoor Van Den Broecke,Possible nom
7378,Polydoor Van Den Broecke,Possible nom
7379,Fernand Hankard,Possible nom
7380,Dieudonne Cyclisme,Improbable
7381,Justin Ponsar,Possible nom
7382,Eddy Buntincx,Possible nom
7383,Eduard Buntinx,Possible nom
7384,Bernard Spee,Possible nom
7385,Nelis Tips,Possible nom
7386,Juanita Frezia,Possible nom
7387,Michel Debaets,Possible nom
7388,Elisabeth Reine,Possible nom
7389,Thibaud Violon,Possible nom
7390,Mutien Frere,Possible nom
7391,Jonge Dief,Possible nom
7392,Zola Manet Nana,Possible nom
7393,Constant Burgeon,Possible nom
7394,Charles Bayet,Possible nom
7395,Arthur Grumiaux,Possible nom
7396,Henry Vieuxtemps,Possible nom
7397,Auguste Roels,Possible nom
7398,Char A,Possible nom
7399,Firma Compagnie,Possible nom
7400,Firma Schandaal,Possible nom
7401,Anto Carte,Possible nom
7402,Liberale De Mons,Possible nom
7403,Eleanor Roosevelt,Possible nom
7404,Charles De Beriot,Possible nom
7405,Henri Vieuxtemps,Possible nom
7406,Colette Boucart,Possible nom
7407,Theophile Thore,Possible nom
7408,Michael Kramar,Possible nom
7409,Michiel Kramar,Possible nom
7410,Mihael Kramar,Possible nom
7411,Leopold De Feu,Possible nom
7412,Leopold Croix,Possible nom
7413,Leopold Vuurkruis,Possible nom
7414,Jerome Bert,Possible nom
7415,Joseph Mignolet,Possible nom
7416,Zelie Fourneaux,Possible nom
7417,Michel Dubois,Possible nom
7418,Michel Duboisbank,Possible nom
7419,Jules Renterghem,Possible nom
7420,Pol Verstraete Sport,Possible nom
7421,Fritz Kreisler,Possible nom
7422,Mathieu Crickboom,Possible nom
7423,Maire De Nivelles,Possible nom
7424,Andre Langrand,Possible nom
7425,Pauwels Schandaal,Possible nom
7426,Elisabeth Berens,Possible nom
7427,Paul Mahieu,Possible nom
7428,Benjamin Meunier,Possible nom
7429,Paul Jamin,Possible nom
7430,Victor Abbeelan,Possible nom
7431,Louis Eugene Simonis,Possible nom
7432,Pathe Artistic,Possible nom
7433,Louise Galerie,Improbable
7434,Nova Chaussee,Possible nom
7435,Camiel Dewitte,Possible nom
7436,Camille De Witte,Possible nom
7437,Anders Wolff Congo,Possible nom
7438,Wolff Congo,Possible nom
7439,Julien Celos,Possible nom
7440,Leon Keyseler,Possible nom
7441,Elisabeth Bell,Possible nom
7442,Elizabeth Bell,Possible nom
7443,Josephine Princesse,Possible nom
7444,Carola Saxe,Possible nom
7445,Josephine Hohenzollern,Possible nom
7446,Henno Bernard,Possible nom
7447,Norin Congo,Possible nom
7448,Charlotte Van Schoubroeck,Possible nom
7449,Leopold Jean Norbert Van Schoubroeck,Possible nom
7450,Leopold Van Schoubroeck,Possible nom
7451,Pierre Van Schoubroeck,Possible nom
7452,Pierre Victor Jean Norbert Van Schoubroeck,Possible nom
7453,Leroy Goudborduurder,Possible nom
7454,Leroy Kazuifel,Possible nom
7455,Leroy Vaandel,Possible nom
7456,Edison Chaussee,Possible nom
7457,Edison Helmet,Possible nom
7458,Edison Palace,Possible nom
7459,Charles Hohenzollern,Possible nom
7460,Philomena Pals,Possible nom
7461,Philomene Pals,Possible nom
7462,Michel Bebaets,Possible nom
7463,David Oijens,Possible nom
7464,Pierre Oijens,Possible nom
7465,Gustave Petiau,Possible nom
7466,Marcel Mabille,Possible nom
7467,Albert Vanderkindere,Possible nom
7468,Jacques Vanderborght,Possible nom
7469,Leon Vanderkindere,Possible nom
7470,Michel Vanderborght,Possible nom
7471,Gottfried Just,Possible nom
7472,Gregorius De Grote,Possible nom
7473,Deborah Kerr,Possible nom
7474,Rudolf Leopoldsorde,Possible nom
7475,Nicolaas Vaandelfeest,Possible nom
7476,Niklaas Vaandelfeest,Possible nom
7477,Vila Vicosa,Possible nom
7478,Richard Verstegen,Possible nom
7479,Roger Milice,Possible nom
7480,Merite Industriel,Improbable
7481,Bienvenu Peinture,Possible nom
7482,Thijs Henri,Possible nom
7483,Thijs Henri Boogschieten,Possible nom
7484,Thijs Henri Wip,Possible nom
7485,Thijs Schipper,Possible nom
7486,Thijs Wip,Possible nom
7487,Roger Soenen,Possible nom
7488,Eric Tinel,Possible nom
7489,Joseph Civilesaint,Possible nom
7490,Henri Schipper,Possible nom
7491,Leon Haute,Possible nom
7492,Leon Van Den Haute,Possible nom
7493,Pedro Americo,Possible nom
7494,Rentier Veil,Possible nom
7495,Louise Dehem,Possible nom
7496,Louise De Hem,Possible nom
7497,Louise Hem,Possible nom
7498,Piet Leeuw,Possible nom
7499,Henri Philibert Paris,Possible nom
7500,Blanche De Namur,Possible nom
7501,Carl Hohenzollern,Possible nom
7502,Senateur Lambiotte,Possible nom
7503,Senat A,Possible nom
7504,Leys Leopoldsorde,Possible nom
7505,Rafael Merry,Possible nom
7506,Amelia Maria Torfs,Possible nom
7507,Franciscus Petrus Julianus Verwimp,Possible nom
7508,Lieven Gevaert,Possible nom
7509,Paul De Smet,Possible nom
7510,Felix Boure,Possible nom
7511,Estelle Goldstein,Possible nom
7512,Emile Degand,Possible nom
7513,Jean Baptiste Marchand,Possible nom
7514,Jean Gabriel Marchand,Possible nom
7515,Alliance Liberale,Possible nom
7516,Edmond Bouvier,Possible nom
7517,Georges Warcoque,Possible nom
7518,Moise Chef,Possible nom
7519,Charles De Poortere,Possible nom
7520,France Electric,Possible nom
7521,Andre Quartier,Possible nom
7522,Emanuel Hiel,Possible nom
7523,Virginie Loveling,Possible nom
7524,Isadora Duncan,Possible nom
7525,Walt Whitman,Possible nom
7526,Carter Howard,Possible nom
7527,Carter Howard Egypte,Possible nom
7528,Peeters Gemeentehuis,Possible nom
7529,Elsie Verpleegster,Possible nom
7530,Pierre Bourgmestre,Improbable
7531,Pierre Keerberghen,Possible nom
7532,Pierre Vankeerberghen,Possible nom
7533,Cyriel Schets,Possible nom
7534,Lieve Schets Vrouw Cyriel,Possible nom
7535,Aine Linnen,Possible nom
7536,Laken Fabriek,Possible nom
7537,Elsie Serclaes,Possible nom
7538,Pieters Soldaten,Possible nom
7539,Louis Siegel,Possible nom
7540,Antoine Baron,Possible nom
7541,Gilson Doneux,Possible nom
7542,Bridge Academie,Possible nom
7543,Merry De Val,Possible nom
7544,Janvier Relatif,Improbable
7545,Victor Van De Woestyne,Possible nom
7546,Andre Deruwe,Possible nom
7547,Roger Casement,Possible nom
7548,Paul Boure,Possible nom
7549,Auguste Knockaert,Possible nom
7550,August Knockaert,Possible nom
7551,Constant Marin,Possible nom
7552,Gustave De Molinari,Possible nom
7553,Anicet Dubois,Possible nom
7554,Adolph Dubois,Possible nom
7555,Claire Demolder,Possible nom
7556,Eugene Demolder,Possible nom
7557,Tim Verboom,Possible nom
7558,Cyrille Monseur,Possible nom
7559,Joseph Monseur,Possible nom
7560,Denise Monseur,Possible nom
7561,Elisabeth Wayaffe,Possible nom
7562,Leman Fragneegeneral,Possible nom
7563,Leman Du General,Possible nom
7564,Leman Lemangeneral,Possible nom
7565,Eugene Cauchie,Possible nom
7566,Paul Cauchie,Possible nom
7567,Paule Cauchie,Possible nom
7568,Caprice Ysaye,Possible nom
7569,Francois Tombeur,Possible nom
7570,Eden Cuba,Possible nom
7571,Victor Paulet,Possible nom
7572,Nicolas Palisse,Improbable
7573,Paulet Adele Cirque,Possible nom
7574,Paulet Florent Cirque,Possible nom
7575,Paulet Jean-Baptiste,Possible nom
7576,Peters Harry,Possible nom
7577,Jozef Van Vugt,Possible nom
7578,Alexis Pelseneer,Possible nom
7579,Clara Crayford,Possible nom
7580,Michaelis Banque,Improbable
7581,Leon Faucher,Possible nom
7582,Ivo Kesteleyn,Possible nom
7583,Bernard Mathieux,Possible nom
7584,Beatrice Goffin,Possible nom
7585,Albert Bouckaert,Possible nom
7586,Adolphe Delvaux,Possible nom
7587,Arsene Deschamps,Possible nom
7588,Auguste Gillon,Possible nom
7589,Charles De Cuyper,Possible nom
7590,Edouard Despret,Possible nom
7591,Eric Gerard,Possible nom
7592,Henri Dechamps,Possible nom
7593,Walthere Libert,Possible nom
7594,Wolff Royal,Possible nom
7595,Philippe De Belgique,Possible nom
7596,Storm Congo,Possible nom
7597,Andrew Bertrand,Possible nom
7598,Bertrand Dentiste,Improbable
7599,Henry Bertrand Dentist,Possible nom
7600,Bertrand Lippschutz,Possible nom
7601,Blonde Krollebol,Possible nom
7602,Harriet Vandermeulen,Possible nom
7603,Henri Bertrand,Possible nom
7604,Henri Solomon,Possible nom
7605,Mary Salomon,Possible nom
7606,Nancy Rees,Possible nom
7607,Aldous Huxley,Possible nom
7608,Edgar Allan Poe,Possible nom
7609,Filip De Pillecyn,Possible nom
7610,George Orwell,Possible nom
7611,Isaak Babel,Possible nom
7612,Italo Calvino,Possible nom
7613,John Steinbeck,Possible nom
7614,Jorge Luis Borges,Possible nom
7615,Luis Borges,Possible nom
