,persons_names,isName
2317,Pierre Van De Velde,Possible nom
2318,Omer Degueldre,Possible nom
2319,Claes Encadrements,Improbable
2320,Pasteur Bon,Possible nom
2321,Pasteur Sens,Possible nom
2322,Andre Leblicq,Possible nom
2323,Corneille Timmermans,Possible nom
2324,Fred Tilbury,Possible nom
2325,Guilmain Casman,Possible nom
2326,Marin Casman,Possible nom
2327,Eugeen Van Mieghem,Possible nom
2328,Willem Van Dort,Possible nom
2329,Richard Beard,Possible nom
2330,Gottfried And,Possible nom
2331,Edith Van Leckwyck,Possible nom
2332,Lazard Singer,Possible nom
2333,Eric Borremans,Possible nom
2334,Hermann Galesloot,Possible nom
2335,Jules Waronne,Possible nom
2336,Roland Hadelin Benedictin,Possible nom
2337,Charles Van Lede,Possible nom
2338,Pancho Villa,Possible nom
2339,Gerard Acatene,Possible nom
2340,Dille Denijs,Possible nom
2341,Louis De San,Possible nom
2342,Adolphe Daminet,Possible nom
2343,Dominique Navez,Possible nom
2344,Florimond Castelain,Possible nom
2345,Louis Charliers,Possible nom
2346,Henry Van De Velde,Possible nom
2347,Ludovica Demeyere,Possible nom
2348,Louise Demey,Possible nom
2349,Hendrik Denaeyer,Possible nom
2350,Hendrik De Naeyer,Possible nom
2351,Hendrik Denayer,Possible nom
2352,Hendrik De Nayer,Possible nom
2353,Henri Denaeyer,Possible nom
2354,Henri De Naeyer,Possible nom
2355,Henri Denayer,Possible nom
2356,Henri De Nayer,Possible nom
2357,Henrik De Naeyer,Possible nom
2358,Henrik De Nayer,Possible nom
2359,Leopold De Coninck,Possible nom
2360,Leopold De Koninck,Possible nom
2361,Pieters Leeuw,Possible nom
2362,Victor Pierreux,Possible nom
2363,Hendrik Sermon,Possible nom
2364,Peters Leeuw,Possible nom
2365,Anna Paris,Possible nom
2366,Achilles Moortgat,Possible nom
2367,Douglas Chandler,Possible nom
2368,Alphonse Robie,Possible nom
2369,Auguste Maillard,Possible nom
2370,David Pecher,Possible nom
2371,Marie Wansoul,Possible nom
2372,Adelin Paulis,Possible nom
2373,Albert Paulis,Possible nom
2374,Georges Fraikin,Possible nom
2375,Georges Vanderkindere,Possible nom
2376,Jean Henri Wuidart,Possible nom
2377,Jean Wuidart,Possible nom
2378,Marcel Paulis,Possible nom
2379,Marcel Vanderkindere,Possible nom
2380,Marguerite Hanot,Possible nom
2381,Jules Duval,Possible nom
2382,Maurice Renders,Possible nom
2383,Charles Dickens,Possible nom
2384,Hector Malot,Possible nom
2385,Leven Sara,Possible nom
2386,Eugene De Plyn,Possible nom
2387,Tist De Goddo,Possible nom
2388,Ludovicus Goossens,Possible nom
2389,Wallace Fontaine,Possible nom
2390,Karel Wijnendael,Possible nom
2391,Karel Wijnendaele,Possible nom
2392,Karel Wynendael,Possible nom
2393,Karel Wynendaele,Possible nom
2394,Maurice Guibert,Possible nom
2395,Lucien Laurent,Possible nom
2396,Lucien Laurent Charbon,Possible nom
2397,Allard Leonce,Possible nom
2398,Emile Fresart,Possible nom
2399,Alfred Holst,Possible nom
2400,Herman Nilsson,Possible nom
2401,Leonce Allard,Possible nom
2402,Gerard Gommaire,Possible nom
2403,Kurth Bull,Possible nom
2404,Adolphe Dechamps,Possible nom
2405,Mattheus Brancart,Possible nom
2406,Cornelis Timmermans,Possible nom
2407,Cornelius Timmermans,Possible nom
2408,Jean Francois,Possible nom
2409,Antoine Renson,Possible nom
2410,Felix Van Thillo,Possible nom
2411,Jolie Composition,Improbable
2412,Bobby Sands,Possible nom
2413,Nilsson Congo,Possible nom
2414,Amedee Soil,Possible nom
2415,Evangelique De Bois-D,Possible nom
2416,Pasteur De Bois-D,Possible nom
2417,Hendrik De Man,Possible nom
2418,Maria Decker,Possible nom
2419,Maria De Decker,Possible nom
2420,Aurelius Elewaut,Possible nom
2421,Clementina Elewaut,Possible nom
2422,Ernest Solvay,Possible nom
2423,Henri Elewaut,Possible nom
2424,Hubert De Vogelas,Possible nom
2425,Hubert Elewaut,Possible nom
2426,Jeanne De Vogelas,Possible nom
2427,Samson Melania,Possible nom
2428,Modest Vijt,Possible nom
2429,Sophia Elewaut,Possible nom
2430,Alphonse De Cock,Possible nom
2431,Auguste Cador,Possible nom
2432,Alberic De Grave,Possible nom
2433,Alberic Grave,Possible nom
2434,Frey Orgel,Possible nom
2435,Henri Renkin,Possible nom
2436,Catherine Defossez,Possible nom
2437,Henri D,Possible nom
2438,Henry D,Possible nom
2439,Louis Gillain,Possible nom
2440,Pierre Joseph,Possible nom
2441,Alphonse Wauters,Possible nom
2442,Eduard Van Even,Possible nom
2443,Edward Van Even,Possible nom
2444,Constantinople Modern,Possible nom
2445,Louis Hillier,Possible nom
2446,Paul Hirsche,Possible nom
2447,Emile Lurquin,Possible nom
2448,Edgard Balthazar,Possible nom
2449,Charles Piot,Possible nom
2450,Jeanot Boens,Possible nom
2451,Collin Maison,Possible nom
2452,Ludovic Janssen,Possible nom
2453,Caris Verstraeten,Possible nom
2454,Caris Huysmans,Possible nom
2455,Caris Kruyfthooft,Possible nom
2456,Ismail Kemal Bey,Possible nom
2457,Isabelle Tietard,Possible nom
2458,Sven Andersson,Possible nom
2459,Clemence Hage,Possible nom
2460,Wolff Belliardstraat,Possible nom
2461,Wolff Meubelen,Possible nom
2462,Wolff Wijnen,Possible nom
2463,Bunyan Olympique,Improbable
2464,Benjamin Freedman,Possible nom
2465,Nicolas Capelle,Possible nom
2466,Angele Leonard,Possible nom
2467,Jose Trevi,Possible nom
2468,Levin Congo,Possible nom
2469,Auguste Rouvez,Possible nom
2470,Edmond De Schampheleer,Possible nom
2471,Edmond Schampheleer,Possible nom
2472,Jacques Deom,Possible nom
2473,Emiel Verhaeren,Possible nom
2474,Emile Verhaeren,Possible nom
2475,Etienne Lambert Joseph Paulus,Possible nom
2476,Etienne Paulus Josephine,Possible nom
2477,Jazz Film,Improbable
2478,Victoria Dames,Possible nom
2479,Victoria Fripiers,Improbable
2480,Maurice Poppelsdorff,Possible nom
2481,Jerome Parmentier,Possible nom
2482,Armand Jeanne,Possible nom
2483,Hege Pirelli,Possible nom
2484,Tobias Milan,Possible nom
2485,Paul Renders,Possible nom
2486,Lilja Congo,Possible nom
2487,Hubert Eynde,Possible nom
2488,Bernard Cloet,Possible nom
2489,Renee Pierre Gosset,Possible nom
2490,Wide Congo,Possible nom
2491,Georges Van Acker,Possible nom
2492,Emile Fouillot,Possible nom
2493,Ferdinand Davaux,Possible nom
2494,Victor Letellier,Possible nom
2495,Fabiola Kindervreugd,Possible nom
2496,Fabiola Sombeke,Possible nom
2497,Micky Maus,Possible nom
2498,Victor Collin,Possible nom
2499,Marshall Talbot,Possible nom
2500,Victor Andersson,Possible nom
2501,Bernard Congo,Possible nom
2502,Lambert Cense,Possible nom
2503,Josephine Hendrickx,Possible nom
2504,Harmonie De Templeuve,Possible nom
2505,Harmonie Sainte Cecile De Templeuve,Possible nom
2506,Harmonie Templeuvoise,Possible nom
2507,Philippe De Flandre,Possible nom
2508,Augustin Rassart,Possible nom
2509,Emile Fack,Possible nom
2510,Maria Luciez,Possible nom
2511,Maximilien Verstraete,Possible nom
2512,Henriette Weynants,Possible nom
2513,Verstraete Maximilien,Possible nom
2514,Louis Straus,Possible nom
2515,Jules Charlier,Possible nom
2516,Isabelle De Bragance,Possible nom
2517,Henry Farman,Possible nom
2518,Jean Schaaf,Possible nom
2519,Gabriela Steijvers,Possible nom
2520,Ernest Delahaye,Possible nom
2521,Aime Michaux,Possible nom
2522,Marcel De Coninck,Possible nom
2523,Marcel Suzanne,Possible nom
2524,Theophiel De Coninck,Possible nom
2525,Fata Sua,Possible nom
2526,Fata Poetae,Possible nom
2527,Robert Vermeire,Possible nom
2528,Boma Suedois,Possible nom
2529,Boma Congo,Possible nom
2530,Eugene Kredlinger,Possible nom
2531,Ernest Verlant,Possible nom
2532,Jean De Boschere,Possible nom
2533,Jean De Bosschere,Possible nom
2534,Denis Lamalle,Possible nom
2535,Gabrielle Castelot,Possible nom
2536,Oswald Verstraete,Possible nom
2537,Agnes Sorma,Possible nom
2538,Daniel Stern,Possible nom
2539,Emile Deschanel,Possible nom
2540,Marie Stuart,Possible nom
2541,Colet Louise,Possible nom
2542,Maxime Lismonde,Possible nom
2543,Colet Maesschalk,Possible nom
2544,Maxim Lichansky,Possible nom
2545,Hertha Pohl,Possible nom
2546,Meyer Eisenberger,Possible nom
2547,Belle Poitevine,Improbable
2548,Adriana Backx,Possible nom
2549,Adriana Petronella Backx,Possible nom
2550,Adriana Petronellq,Possible nom
2551,Guilliaume Backx,Possible nom
2552,Guilliaume Maartin Backx,Possible nom
2553,Petronella Backx,Possible nom
2554,Wilhelmus Backx,Possible nom
2555,Wilhelmus Martinus Backx,Possible nom
2556,Gabriel Durel,Possible nom
2557,Georges Verbanck,Possible nom
2558,George Verbanck,Possible nom
2559,Lodewijk Pardoen,Possible nom
2560,Louis Pardoen,Possible nom
2561,Jean Verheyden,Possible nom
2562,Freddy Genie,Possible nom
2563,Simonis Genie,Possible nom
2564,Alfred Ruytinckx,Possible nom
2565,Oswald Poreau,Possible nom
2566,Fleming Afrique,Possible nom
2567,Fleming Art,Possible nom
2568,Georges Lorand Et,Possible nom
2569,Theophile Jonckheer,Possible nom
2570,Henri Vaes,Possible nom
2571,Henry Vaes,Possible nom
2572,Henry Vaes Henri,Possible nom
2573,Nina De Villars,Possible nom
2574,Reeth Boomvan,Possible nom
2575,Reeth Puursvan,Possible nom
2576,Robert Maes,Possible nom
2577,Delisa La Fille,Possible nom
2578,Lohengrin Le Petit,Possible nom
2579,Durand Revueleon,Possible nom
2580,Philippe Rigaux,Possible nom
2581,Henri Maus,Possible nom
2582,Leon De Staerke,Possible nom
2583,Paul Hanse,Possible nom
2584,August Vandenhoeck,Possible nom
2585,August Van Den Hoeck,Possible nom
2586,Gaston Bert,Possible nom
2587,Gustaaf Bert,Possible nom
2588,Jules Lantoine,Possible nom
2589,Olivier Holle,Possible nom
2590,Philippe Lantoine,Possible nom
2591,Victorina Sertijn,Possible nom
2592,Victorina Sertyn,Possible nom
2593,Adolphe Poncelet,Possible nom
2594,Ellis Island,Possible nom
2595,Henri De Jonghe,Possible nom
2596,Jean Retsin,Possible nom
2597,Jeroom Callewaert,Possible nom
2598,Elisa La Fille,Possible nom
2599,Elisa Fille,Possible nom
2600,Robert Osterrieth,Possible nom
2601,Charles Lemeur,Possible nom
2602,Francois Lemeur,Possible nom
2603,Henri Opitz,Possible nom
2604,Sophie Lemeur,Possible nom
2605,Henri Pareyn,Possible nom
2606,Jeanne Walschot,Possible nom
2607,Pierre Mayence,Possible nom
2608,Miete Preis,Possible nom
2609,Stanislas Du Lac,Possible nom
2610,Stanislas Prtre,Possible nom
2611,Jules Baudot,Possible nom
2612,Corre Licorne,Improbable
2613,Wael Ferdinand,Possible nom
2614,Florent Leonard,Possible nom
2615,Florent Leonhard,Possible nom
2616,Wael Cambier,Possible nom
2617,Leon Duvieusart,Possible nom
2618,Aline Rosart,Possible nom
2619,Leopold Rosart,Possible nom
2620,Bunyan Racing,Improbable
2621,Louis Biesbroeck,Possible nom
2622,Laurent Longville,Possible nom
2623,Emile De Beukelaer,Possible nom
2624,Emilie De Beukelaer,Possible nom
2625,Gerard Mercator,Possible nom
2626,Jules Lagae,Possible nom
2627,Francois Hagaerts,Possible nom
2628,Sarah Bernhardt,Possible nom
2629,Sarah Bernhardt Eden,Possible nom
2630,Leon Buyse,Possible nom
2631,Lucien Buysse,Possible nom
2632,Henry Wheeler,Possible nom
2633,Gaspar Enlevement,Possible nom
2634,Auguste Marie Leon Bogaert,Possible nom
2635,Franciscus Nicolaus Verhulst,Possible nom
2636,Franciscus Verhulst,Possible nom
2637,Hirsch Deitz,Possible nom
2638,Hirsch Lampes,Possible nom
2639,Constantinus Laurijs,Possible nom
2640,Constant Laurijs,Possible nom
2641,Emile Spanoghe,Possible nom
2642,Marcel Abraham Huisman,Possible nom
2643,Martin Bruijninckx,Possible nom
2644,Henri Bruyninckx,Possible nom
2645,Henri Luckhaus,Possible nom
2646,Jean Alexandre Luckhaus,Possible nom
2647,Martinus Bruyninckx,Possible nom
2648,Pierre Bruyninckx,Possible nom
2649,Guilaume Visite,Possible nom
2650,Charles Bunyan,Possible nom
2651,Boma Publique,Improbable
2652,Charles Colle,Possible nom
2653,Bunyan Son,Possible nom
2654,Francois Devil,Possible nom
2655,Jos Joerg,Possible nom
2656,Pelle General,Possible nom
2657,Charles Helen,Possible nom
2658,Louisa Drukkerij,Possible nom
2659,Paul Meerbergen,Possible nom
2660,Paul Raymond Meerbergen,Possible nom
2661,Ferdinand Wael,Possible nom
2662,Winter Storms,Possible nom
2663,Paul Storms,Possible nom
2664,Charles Castelot,Possible nom
2665,Eloi Castelot,Possible nom
2666,Gabrielle Storms,Possible nom
2667,Georges Castelot,Possible nom
2668,Alphonse De Chateaubriant,Possible nom
2669,Stanislas Pere,Possible nom
2670,Felix Van Nimmen,Possible nom
2671,Maurice Chabas,Possible nom
2672,Frans Jochems,Possible nom
2673,Julie Salon,Possible nom
2674,Mathilde Julie,Possible nom
2675,Julie Princesse,Possible nom
2676,Mathilde Salon,Possible nom
2677,Alexander Prins,Possible nom
2678,Charlie Bunyan,Possible nom
2679,Lienard Champtre,Possible nom
2680,Samuel Lagerhuis,Possible nom
2681,Samuel Motie,Possible nom
2682,Arthur Brainet,Possible nom
2683,Pauline Desomberg,Possible nom
2684,Rhodes Chamberlain,Possible nom
2685,Rhodes Wilhelm,Possible nom
2686,Samuel Congo,Possible nom
2687,Victoria Kaiser,Possible nom
2688,Victoria Keizer,Possible nom
2689,Victoria Wilhelm,Possible nom
2690,Victoria Willem,Possible nom
2691,Michel Feline,Possible nom
2692,Yves Le Moyne,Possible nom
2693,Leopold Wilhelm,Possible nom
2694,Channel The,Possible nom
2695,Alfons Guns,Possible nom
2696,Felicien Rops,Possible nom
2697,John Wilson,Possible nom
2698,John Wilson Cercle,Possible nom
2699,John Wilson Collection,Possible nom
2700,John W,Possible nom
2701,Leon Gauchez,Possible nom
2702,Leopold Iii,Possible nom
2703,Francois Bischop,Possible nom
2704,Lucie Rosen,Possible nom
2705,Wilson Exposition,Improbable
2706,Geen Front,Possible nom
2707,Geen Nieuws,Possible nom
2708,Leentje Uit,Possible nom
2709,Emmanuel Paternoster,Possible nom
2710,Leon Guinotte,Possible nom
2711,Marie Rousseaux,Possible nom
2712,Fernand Delarge,Possible nom
2713,Thomas Vincotte,Possible nom
2714,Edouard Vii,Possible nom
2715,Henri Vlaeminck,Possible nom
2716,Isidore Goffin,Possible nom
2717,Lambert Bernard Necrologie,Possible nom
2718,Jacques Muller,Possible nom
2719,Willem Carolus,Possible nom
2720,Goede Vrijdag,Possible nom
2721,August Cuyck,Possible nom
2722,Prosper Verheyden,Possible nom
2723,Guillaume Verbeeck,Possible nom
2724,Constantinople Bossche,Possible nom
2725,Constantinople Diplomate,Improbable
2726,Constantinople Mariage,Possible nom
2727,Constantinople Marriage,Possible nom
2728,Rene Verbeeck,Possible nom
2729,Pepa Vargas,Possible nom
2730,Gillet Houdart,Possible nom
2731,Sara Meljado,Possible nom
2732,Edward Detiege,Possible nom
2733,Meurice Imprimerie,Improbable
2734,Meurice Typographe,Improbable
2735,Jules Thonon,Possible nom
2736,Florent Meerbergen,Possible nom
2737,Paulus Meerbergen,Possible nom
2738,Anna Dewez,Possible nom
2739,Theo Parys,Possible nom
2740,Hermann Debroux,Possible nom
2741,Frank Simon,Possible nom
2742,Gustave Vandenpeereboom,Possible nom
2743,Leonie Sioen,Possible nom
2744,Leopold Koning,Possible nom
2745,Jan De Bie,Possible nom
2746,Demetrius Boulger,Possible nom
2747,Constant Bourquin,Possible nom
2748,Valentin Bourquin,Possible nom
2749,Gillain Chenois,Possible nom
2750,Gillain Peintre,Possible nom
2751,Gillain Rue,Possible nom
2752,Gillain Terre,Possible nom
2753,Oscar Fouillot,Possible nom
2754,Elsa Ruegger,Possible nom
2755,Marcou Baruch,Possible nom
2756,Senat Tiberghien,Possible nom
2757,Jules Detry,Possible nom
2758,Piers De Raveschoot,Possible nom
2759,Auguste Joly,Possible nom
2760,Louis Marx,Possible nom
2761,Parys La Fillette,Possible nom
2762,Prosper Desmet,Possible nom
2763,Merlin Cabaret,Possible nom
2764,Pieter Michiels,Possible nom
2765,Stanislas Lecouturier,Possible nom
2766,Lee Lafayette,Possible nom
2767,Yvette Labrousse,Possible nom
2768,Wilmar Ministre,Possible nom
2769,Jos Van Wuytswinkel,Possible nom
2770,Karl May,Possible nom
2771,Albert Boone,Possible nom
2772,Fernand Boone,Possible nom
2773,Klaren Arme,Improbable
2774,Louis Prairie,Possible nom
2775,Brice Defresne,Possible nom
2776,Gerard Nollee,Possible nom
2777,Joseph Cour,Possible nom
2778,Pierre De Gamond,Possible nom
2779,Pierre Gamond,Possible nom
2780,Thomas Vervloet,Possible nom
2781,Anne Catherine Mahu,Possible nom
2782,Dymphna Aerts,Possible nom
2783,Felix Vannimmen,Possible nom
2784,Francois Van Nimmen,Possible nom
2785,Gustaaf Meulepas,Possible nom
2786,Paul Desire Langen,Possible nom
2787,Paulus Desire Langen,Possible nom
2788,Paulus Langen,Possible nom
2789,Francois Ferdinand,Possible nom
2790,Ferdinand Herstalfranz,Possible nom
2791,Alphonse Dejasse,Possible nom
2792,Francois Benard,Possible nom
2793,Charles Decerf,Possible nom
2794,Jean Boeckel,Possible nom
2795,Leopold Boeck,Possible nom
2796,Victor Grayson,Possible nom
2797,Herve Hasquin,Possible nom
2798,Stephanie Wattier,Possible nom
2799,Marcel Thomas,Possible nom
2800,Louise Couvreur,Possible nom
2801,Augustin Gaudefroy,Possible nom
2802,Marie Gaudefroy,Possible nom
2803,Godefroy Louise,Possible nom
2804,Amedee Martini,Possible nom
2805,Martini Amedeo,Possible nom
2806,Martini Amedee,Possible nom
2807,Albrecht Boone,Possible nom
2808,Ferdinand Boone,Possible nom
2809,Auguste Borms,Possible nom
2810,Hubert Carpay,Possible nom
2811,Joseph Jongen,Possible nom
2812,Bongo Israelsson,Possible nom
2813,Jourdan Cinema,Possible nom
2814,Arthur Roels,Possible nom
2815,Emile Lange,Possible nom
2816,Firmin Bosch Cour,Possible nom
2817,Firmin Van Den Bosch Cour,Possible nom
2818,Jozef Kools,Possible nom
2819,Peeters Kools,Possible nom
2820,Norbert Peeters,Possible nom
2821,Norbert Peeters Boogschieten,Possible nom
2822,Pieter De Coninckstraat,Possible nom
2823,Pauline Jollain,Possible nom
2824,Pauline Villa,Possible nom
2825,Fernand Lequime,Possible nom
2826,Gillain Lequime,Possible nom
2827,Louis Parmentier,Possible nom
2828,Cesar Lemaire,Possible nom
2829,Leopold Wez,Possible nom
2830,Leopold Babeno,Possible nom
2831,Leopold Babenos,Possible nom
2832,Leopold Cesar Lemaire,Possible nom
2833,Leopold Lemaire,Possible nom
2834,Scout De Wez,Possible nom
2835,Karel Hoeck,Possible nom
2836,Felix Timmermans,Possible nom
2837,Andre Catulle,Possible nom
2838,Albert Le Canal,Possible nom
2839,Albert Du Canal,Possible nom
2840,Ernest Bie,Possible nom
2841,Christian Dior,Possible nom
2842,Dior New,Possible nom
2843,Charles Dupriez,Possible nom
2844,Hart Medailles,Possible nom
2845,Justen Monnaies,Improbable
2846,Olivier Monnaies,Improbable
2847,Anthony Auberge,Possible nom
2848,Antoni Auberge,Possible nom
2849,Antony Auberge,Possible nom
2850,Anthony Cabaret,Possible nom
2851,Antoni Cabaret,Possible nom
2852,Antony Cabaret,Possible nom
2853,Victor Oblin,Possible nom
2854,Gislain Robyns,Possible nom
2855,Ghislain Waegemans,Possible nom
2856,Gislain Waegemans,Possible nom
2857,Raphael Verhulst,Possible nom
2858,Maria Claes,Possible nom
2859,David Boe,Possible nom
2860,Hubert Bouhaye,Possible nom
2861,Michel Warin,Possible nom
2862,Emile Laloux,Possible nom
2863,Leonard Joseph Lekeu,Possible nom
2864,Leonard Lekeu,Possible nom
2865,Auguste Licot,Possible nom
2866,Auguste Licotnismes,Possible nom
2867,Bertha Leclercq,Possible nom
2868,Edgard Licot,Possible nom
2869,Edgar Licot,Possible nom
2870,Emile Verstraete,Possible nom
2871,Emilien Verstraete,Possible nom
2872,Henri Tilkens,Possible nom
2873,Joseph Seutin,Possible nom
2874,Omer Licot,Possible nom
2875,Renee Verstraete,Possible nom
2876,Augustin Neufnet,Possible nom
2877,Johan Van Heesch,Possible nom
2878,Laurent Hart Medailles,Improbable
2879,Paul Heeren,Possible nom
2880,Elvira Sysmans,Possible nom
2881,Alex Booker,Possible nom
2882,Henri Berquin,Possible nom
2883,Ernest Edouard Marie Van Schoote,Possible nom
2884,Ernest Van Schoote,Possible nom
2885,Eugenie Staesens,Possible nom
2886,Hannes Mare Catherine,Possible nom
2887,Marie Borghs,Possible nom
2888,Marie Hannes,Possible nom
2889,Marie Victorine Borghs,Possible nom
2890,Petrus Breugelmans,Possible nom
2891,Petrus Faes,Possible nom
2892,Pierre Breugelmans,Possible nom
2893,Pierre Faes,Possible nom
2894,Simonne Vent,Possible nom
2895,Julius Barmat,Possible nom
2896,Jean Banque,Improbable
2897,Senateur Verheyden,Possible nom
2898,Karel Seghers,Possible nom
2899,Emiel Van Broeck,Possible nom
2900,Richard Van Broeck,Possible nom
2901,Marin Jacques,Possible nom
2902,Marin Jacques Exposition,Improbable
2903,Rene Jans,Possible nom
2904,Belle Pche,Possible nom
2905,Jans Deleeck,Possible nom
2906,Jans Nauwelaers,Possible nom
2907,Leopold Verheyden,Possible nom
2908,Vincent De Decker,Possible nom
2909,Vincentius De Decker,Possible nom
2910,Dhanis Baron,Possible nom
2911,Gabin Bruyn,Possible nom
2912,Pasteur Hondsdolheid,Possible nom
2913,Irma Delestienne,Possible nom
2914,Rene Timmermans,Possible nom
2915,Sabine Dievoet,Possible nom
2916,Vital Wargee,Possible nom
2917,Fientje Janssens,Possible nom
2918,Ernest Gossart,Possible nom
2919,Hermans Pompier,Possible nom
2920,Albert Bouchery,Possible nom
2921,Gustave Vergouts,Possible nom
2922,Albert Samain,Possible nom
2923,Leo Delfosse,Possible nom
2924,Maurice Maeterlinck,Possible nom
2925,Leopold Eulaers,Possible nom
2926,Pieter Cornelis,Possible nom
2927,Helene Napoleon,Possible nom
2928,Sacre Bois,Possible nom
2929,Pathe Arenberg,Possible nom
2930,Bang Bestolen,Possible nom
2931,Clemence Chanteuse Nicolas Ysaye,Possible nom
2932,Clemence Lyon,Possible nom
2933,Jules Thiriar,Possible nom
2934,Nicolas Ysaye,Possible nom
2935,David Verbist,Possible nom
2936,Louis Steyaert,Possible nom
2937,Alexandra Wysosska,Possible nom
2938,Albert Van Goethem,Possible nom
2939,Gerardus Johannes De Jong,Possible nom
2940,Stein Kasteel,Possible nom
2941,Stein De Jong,Possible nom
2942,Denis Haine,Possible nom
2943,Angeline De Hodiamont,Possible nom
2944,Angelique Vercammen,Possible nom
2945,Marcellin Lubomirski,Possible nom
2946,Jules Ceysens,Possible nom
2947,Hansi Armer,Possible nom
2948,Larsen Congo,Possible nom
2949,Petronella Bastiana Vann Dijk,Possible nom
2950,Mahieu Aviateur,Improbable
2951,Albine Boone,Possible nom
2952,Edgard Boone,Possible nom
2953,Laure Boone,Possible nom
2954,Djuma Kwilu,Possible nom
2955,Henri Verlooy,Possible nom
2956,Leon Geerinckx,Possible nom
2957,Roos Geerinckx,Possible nom
2958,Boma Costa,Possible nom
2959,Marie Nizet,Possible nom
2960,Emma Koeckelkoven,Possible nom
2961,Anne Van Ingelghem,Possible nom
2962,Marcel Monnoyer,Possible nom
2963,Robert De Rote,Possible nom
2964,Frank Knig,Possible nom
2965,Franz Knig,Possible nom
2966,Georges Steveny,Possible nom
2967,Louis Richir,Possible nom
2968,Rene Gange,Possible nom
2969,Leopold Dewolf,Possible nom
2970,Lauwers Zandboer,Possible nom
2971,Frederic Agniez,Possible nom
2972,Madeleine Sommers,Possible nom
2973,Stanley Congo,Possible nom
2974,Jeanne Weber,Possible nom
2975,Armand Bailleux,Possible nom
2976,Gillain Defossez,Possible nom
2977,Louis Gillain Catherine,Possible nom
2978,Louis Gillain Catherine Defosse,Possible nom
2979,Louis Gillain Catherine Defossez,Possible nom
2980,Henri Joseph Pouillard,Possible nom
2981,Sammy Price,Possible nom
2982,Providence Hotel,Possible nom
2983,Ernest Forgeur,Possible nom
2984,Frans Lamoen,Possible nom
2985,Ben Amed,Possible nom
2986,Prosper Michelot,Possible nom
2987,William Le Queux,Possible nom
2988,Prosper Louis Michelot,Possible nom
2989,Jerry Darnelle,Possible nom
2990,Thomas Braun,Possible nom
2991,Walter Vanbecelaere,Possible nom
2992,Merlin Loup,Possible nom
2993,Leopold Brasserie,Improbable
2994,Arthur De Voelmont,Possible nom
2995,Adolph Prins,Possible nom
2996,Pauwels Tabak,Possible nom
2997,Amelie Defacq,Possible nom
2998,Albert Canal,Possible nom
2999,Edouard Bohlen,Possible nom
3000,Georges Duquesne,Possible nom
3001,Joseph Delporte,Possible nom
3002,Odiel Delporte,Possible nom
3003,Adrien Somers,Possible nom
3004,Alberic Dons,Possible nom
3005,Albert Devriese,Possible nom
3006,Andre Vuylsteke,Possible nom
3007,Armand Herssens,Possible nom
3008,Fernand Merckx,Possible nom
3009,Firmin Van Pottelberghe,Possible nom
3010,Francois Debruyne,Possible nom
3011,Frans Debruyne,Possible nom
3012,Germain Frammout,Possible nom
3013,Jules Logghe,Possible nom
3014,Julien Sohie,Possible nom
3015,Lucien Henschen,Possible nom
3016,Richard Warnier,Possible nom
3017,Robert Carpels,Possible nom
3018,Walter Boyaert,Possible nom
3019,Jean Genet,Possible nom
3020,Edouard Maheu,Possible nom
3021,Edgar Allen Poe,Possible nom
3022,Joseph Poelaert,Possible nom
3023,Helene Burgeon,Possible nom
3024,Helene Avortement,Improbable
3025,Vital Beumier,Possible nom
3026,Edouard Agneessens,Possible nom
3027,Flore Wantzel,Possible nom
3028,Lucien Coedel,Possible nom
3029,Antoinette Buckincx,Possible nom
3030,Johan Heesch,Possible nom
3031,Boma Keukeleire,Possible nom
3032,Joseph Maheu,Possible nom
3033,Leopold Standbeeld,Possible nom
3034,Desire Delville,Possible nom
3035,Clemence Marie Sass,Possible nom
3036,Clemence Marie Sasse,Possible nom
3037,Clemence Nicolas Yasaye,Possible nom
3038,Clemence Sass,Possible nom
3039,Clemence Sasse,Possible nom
3040,Clemence Ysaye,Possible nom
3041,Ludovicus De Brabander,Possible nom
3042,Lama Zoo,Possible nom
3043,Mines Asturies,Possible nom
3044,Fernande Henrard,Possible nom
3045,Aloysius Bertrand,Possible nom
3046,Petrus Borel,Possible nom
3047,France Griffiths,Possible nom
3048,Georges D,Possible nom
3049,Jean Hubert Vincent,Possible nom
3050,Vincent Avocat,Possible nom
3051,Robert Vleugels,Possible nom
3052,Alessandro Coronisio,Possible nom
3053,Karel Van Wijnendaele,Possible nom
3054,Jean Gillain,Possible nom
3055,Lambert Vital,Possible nom
3056,Gillain Vve,Possible nom
3057,Vital Lambert,Possible nom
3058,Turken Geboorte,Improbable
3059,Marin Allemand,Possible nom
3060,Michette Lelong,Possible nom
3061,Iles D,Possible nom
3062,Yvonne Vonnet-Viollet,Possible nom
3063,Theo Doric,Possible nom
3064,Laura Sevens,Possible nom
3065,Laura Severs,Possible nom
3066,Freddy Mesot,Possible nom
3067,Prudent Trachet,Possible nom
3068,Felix Seys,Possible nom
3069,Bronte Heger,Possible nom
3070,Xavier De Maistre,Possible nom
3071,Emile Zola,Possible nom
3072,Camille Miret,Possible nom
3073,Darling Dithy,Possible nom
3074,Judith Darling,Possible nom
3075,Judith Tarling,Possible nom
3076,Theresa Negri,Possible nom
3077,Therese Negri,Possible nom
3078,Theresina Negri,Possible nom
3079,Yetta Rianza,Possible nom
