visitID,Column,unique_id,query_normalised,query_tokens
1317304,21154,21154-1317304,"skjold, leopoldville",2
1317304,21156,21156-1317304,skold,1
1317304,21157,21157-1317304,thorner,1
1317304,21161,21161-1317304,törner,1
1317304,21145,21145-1317304,"karlstrom,",1
1317304,21147,21147-1317304,"karlstrom, poseur",2
1317304,21153,21153-1317304,"skjold, congo",2
1317304,21155,21155-1317304,"skjöld, congo",2
1317304,21158,21158-1317304,"thorner,",1
1317304,21159,21159-1317304,thörner,1
1317304,21160,21160-1317304,"torner, congo",2
1317308,21162,21162-1317308,hameau de manage,3
1317361,21163,21163-1317361,aida,1
1317361,21165,21165-1317361,guarani,1
1317361,21167,21167-1317361,il guarany,2
1317361,21164,21164-1317361,gomes,1
1317361,21166,21166-1317361,guarany,1
1317361,21168,21168-1317361,monnaie,1
1317361,21169,21169-1317361,opéra,1
1317361,21170,21170-1317361,theatre,1
1317446,21171,21171-1317446,brasserie,1
1317446,21172,21172-1317446,brasserie caulier,2
1317560,21173,21173-1317560,marie-louise de winter,3
1317560,21174,21174-1317560,marie-louise de winter storms,4
1317560,21175,21175-1317560,paul storms,2
1317580,21176,21176-1317580,paul storms,2
1317695,21177,21177-1317695,delville,1
1317755,21178,21178-1317755,opwijk,1
1317790,21179,21179-1317790,sturbois,1
1317884,21180,21180-1317884,fastre,1
1317884,21181,21181-1317884,wheeler,1
1317938,21182,21182-1317938,zeichenfilm,1
1318109,21183,21183-1318109,van riel,2
1318126,21184,21184-1318126,grève 1886,2
1318163,21185,21185-1318163,hultberg,1
1318163,21186,21186-1318163,lundgren,1
1318246,21189,21189-1318246,homme-dieu,1
1318246,21188,21188-1318246,homme dieu delville,3
1318246,21191,21191-1318246,promethe delville,2
1318246,21192,21192-1318246,promethee delville,2
1318246,21187,21187-1318246,delville,1
1318246,21190,21190-1318246,homme-dieu delville,2
1318246,21193,21193-1318246,prométhé delville,2
1318264,21194,21194-1318264,grand-reng,1
1318271,21195,21195-1318271,castelot,1
1318271,21196,21196-1318271,charles castelot,2
1318271,21201,21201-1318271,éloi castelot,2
1318271,21198,21198-1318271,gabrielle storms,2
1318271,21199,21199-1318271,georges castelot,2
1318271,21197,21197-1318271,gabrielle castelot,2
1318271,21200,21200-1318271,paul storms,2
1318402,21202,21202-1318402,d,1
1318517,21203,21203-1318517,leuvenvolksplein,1
1318517,21204,21204-1318517,place du peuple louvain,4
1318517,21205,21205-1318517,volksplaats leuven,2
1318529,21206,21206-1318529,hemelryck,1
1318529,21207,21207-1318529,homelryck,1
1318529,21209,21209-1318529,ronning,1
1318529,21211,21211-1318529,verbauwhede,1
1318529,21208,21208-1318529,lundgren,1
1318529,21210,21210-1318529,rønning,1
1318681,21212,21212-1318681,maffia mafia,2
1318681,21213,21213-1318681,notarbartolo,1
1319075,21214,21214-1319075,maffia mafia,2
1319226,21215,21215-1319226,brasserie beloeil,2
1319272,21216,21216-1319272,alphonse de châteaubriant,3
1319272,21217,21217-1319272,castelot,1
1319272,21218,21218-1319272,paul storms,2
1319337,21219,21219-1319337,calories,1
1319344,21220,21220-1319344,wenduyne,1
1319467,21221,21221-1319467,spanoghe,1
1319467,21222,21222-1319467,spanoghe emile,2
1319584,21223,21223-1319584,maffia mafia,2
1319592,21224,21224-1319592,sturbois,1
1319611,21226,21226-1319611,père stanislas,2
1319611,21225,21225-1319611,p stanislas,2
1319611,21228,21228-1319611,stanislas père,2
1319611,21227,21227-1319611,stanislas,1
1319759,21229,21229-1319759,bredael,1
1319759,21230,21230-1319759,bredael brasseur,2
1319923,21232,21232-1319923,callens vannimmen,2
1319923,21233,21233-1319923,felix van nimmen,3
1319923,21231,21231-1319923,callens nimmen,2
1319923,21235,21235-1319923,van nimmen felix,3
1319923,21234,21234-1319923,van nimmen,2
1319970,21236,21236-1319970,partizan,1
1320038,21237,21237-1320038,brasserie beloeil,2
1320038,21238,21238-1320038,brasserie caulier,2
1320103,21239,21239-1320103,daguerréotype,1
1320191,21240,21240-1320191,maffia mafia,2
1320364,21241,21241-1320364,café suisse,2
1320370,21242,21242-1320370,commune de grand-reng,3
1320370,21243,21243-1320370,erquelinnes,1
1320370,21246,21246-1320370,incendie à grand-reng,3
1320370,21245,21245-1320370,incendie grand-reng,2
1320370,21244,21244-1320370,grand-reng,1
1320371,21247,21247-1320371,d,1
1320421,21248,21248-1320421,mercator,1
1320465,21249,21249-1320465,berlijn olympische spelen,3
1320465,21250,21250-1320465,boycot olympische spelen,3
1320465,21251,21251-1320465,deelname olympische spelen,3
1320465,21252,21252-1320465,deelname olympische spelen joden,4
1320465,21253,21253-1320465,duitschland joden,2
1320465,21254,21254-1320465,duitschland olympische spelen joden,4
1320465,21255,21255-1320465,duitsland olympische spelen joden,4
1320465,21257,21257-1320465,joden olympische speelen,3
1320465,21258,21258-1320465,joden olympische spelen,3
1320465,21259,21259-1320465,jooden,1
1320465,21256,21256-1320465,joden,1
1320548,21260,21260-1320548,amelroy,1
1320557,21261,21261-1320557,nuyts schrauwen,2
1320749,21262,21262-1320749,calories,1
1320815,21263,21263-1320815,cholera,1
1320815,21264,21264-1320815,mortuaire,1
1320815,21265,21265-1320815,mortuarium,1
1320815,21266,21266-1320815,schijndood,1
1321066,21267,21267-1321066,hoeylaert,1
1321088,21268,21268-1321088,confiserie swolfs,2
1321088,21269,21269-1321088,engelselei swolfs,2
1321088,21270,21270-1321088,swolfs,1
1321293,21271,21271-1321293,anarchisme brussel,2
1321293,21272,21272-1321293,anarchisme in brussel,3
1321293,21273,21273-1321293,anarchisme te brussel,3
1321293,21275,21275-1321293,terrorist,1
1321293,21276,21276-1321293,terrorist brussel,2
1321293,21277,21277-1321293,terrorist te brussel,3
1321293,21274,21274-1321293,moordenaar meerdere moorden,3
1321309,21278,21278-1321309,esneux saumons,2
1321309,21279,21279-1321309,saumons,1
1321309,21280,21280-1321309,trois couronnes,2
1321341,21281,21281-1321341,spy,1
1321490,21282,21282-1321490,congo,1
1321714,21283,21283-1321714,buitengemeenten,1
1321714,21284,21284-1321714,verbond der buitengemeenten,3
1321714,21285,21285-1321714,verbond van buitengemeenten,3
1321804,21286,21286-1321804,spy,1
1321814,21287,21287-1321814,grand-reng,1
1321814,21288,21288-1321814,incendie grand-reng,2
1321959,21290,21290-1321959,vinderhoute,1
1321959,21289,21289-1321959,de,1
1322087,21292,21292-1322087,zaida,1
1322087,21291,21291-1322087,henriette,1
1322157,21293,21293-1322157,spy,1
1322191,21294,21294-1322191,audenaert,1
1322201,21295,21295-1322201,sturbois,1
1322205,21296,21296-1322205,liezele,1
1322267,21297,21297-1322267,catalepsie,1
1322267,21298,21298-1322267,katalepsie,1
1322384,21300,21300-1322384,larsen,1
1322384,21301,21301-1322384,stalhandske,1
1322384,21299,21299-1322384,hultberg,1
1322384,21302,21302-1322384,"stalhandske,",1
1322386,21303,21303-1322386,lance,1
1322419,21304,21304-1322419,bouvart,1
1322419,21305,21305-1322419,kain,1
1322545,21306,21306-1322545,partizan,1
1322580,21307,21307-1322580,circuit du luxembourg,3
1322620,21308,21308-1322620,jonniaux,1
1322646,21309,21309-1322646,chanly,1
1322656,21311,21311-1322656,"boyton, congo",2
1322656,21310,21310-1322656,boyton,1
1322656,21312,21312-1322656,larsen,1
1322693,21314,21314-1322693,chabas,1
1322693,21315,21315-1322693,maurice chabas,2
1322693,21313,21313-1322693,alphonse de châteaubriant,3
1322697,21316,21316-1322697,henrietta,1
1322697,21317,21317-1322697,henriette,1
1322714,21318,21318-1322714,spy,1
1322925,21320,21320-1322925,kolonie,1
1322925,21321,21321-1322925,le parlement,2
1322925,21323,21323-1322925,pensionnaires libres,2
1322925,21319,21319-1322925,anseele,1
1322925,21322,21322-1322925,parlement,1
1323031,21324,21324-1323031,spy,1
1323173,21325,21325-1323173,pensionnaires libres,2
1323191,21326,21326-1323191,cinematographe,1
1323331,21328,21328-1323331,galliaert,1
1323331,21330,21330-1323331,rutten,1
1323331,21327,21327-1323331,beunen,1
1323331,21329,21329-1323331,indemans,1
1323334,21331,21331-1323334,"boyton, congo",2
1323533,21332,21332-1323533,chartier,1
1323533,21333,21333-1323533,delestienne,1
1323533,21334,21334-1323533,montigny-le-tilleul,1
1323597,21335,21335-1323597,abrassart,1
1323597,21337,21337-1323597,lippeloy,1
1323597,21338,21338-1323597,maernoudt,1
1323597,21336,21336-1323597,berchem,1
1323619,21339,21339-1323619,reynaert,1
1323626,21340,21340-1323626,reynaert,1
1323662,21341,21341-1323662,spy,1
1323814,21342,21342-1323814,bellecourt,1
1323870,21343,21343-1323870,"boyton, congo",2
1323870,21344,21344-1323870,jansson,1
1323870,21345,21345-1323870,"jansson, congo",2
1324720,21346,21346-1324720,cinéma parlant,2
1324756,21347,21347-1324756,opwijk,1
1324814,21349,21349-1324814,hoeylaertt,1
1324814,21348,21348-1324814,hoeylaert,1
1324951,21350,21350-1324951,sarajevo,1
1325006,21351,21351-1325006,bellecourt,1
1325054,21352,21352-1325054,bornival,1
1325054,21353,21353-1325054,canal bruxelles-charleroi,2
1325054,21356,21356-1325054,champêtres à thisnes,3
1325054,21357,21357-1325054,monstreux,1
1325054,21358,21358-1325054,thines,1
1325054,21359,21359-1325054,thisnes,1
1325054,21355,21355-1325054,champêtre à thines,3
1325054,21354,21354-1325054,champêtre de thines,3
1325074,21360,21360-1325074,spy,1
1325339,21361,21361-1325339,spanoghe,1
1325351,21362,21362-1325351,saumon,1
1325351,21363,21363-1325351,saumons,1
1325364,21364,21364-1325364,corée du nord,3
1325368,21365,21365-1325368,jeux olympiques,2
1325530,21366,21366-1325530,de preter,2
1325550,21367,21367-1325550,frans jochems,2
1325563,21368,21368-1325563,ehn,1
1325563,21370,21370-1325563,sandberg,1
1325563,21371,21371-1325563,sandberg congo,2
1325563,21369,21369-1325563,hultberg,1
1325563,21372,21372-1325563,"sandberg, congo",2
1325563,21373,21373-1325563,thorner,1
1325563,21374,21374-1325563,torner,1
1325576,21375,21375-1325576,julie,1
1325576,21376,21376-1325576,julie salon,2
1325576,21377,21377-1325576,mathilde,1
1325576,21378,21378-1325576,mathilde julie,2
1325576,21379,21379-1325576,princesse julie,2
1325576,21380,21380-1325576,roccagiovine,1
1325576,21381,21381-1325576,salon mathilde,2
1325968,21382,21382-1325968,guerre,1
1326031,21383,21383-1326031,cocktail prins alexander,3
1326175,21384,21384-1326175,hoeylaert,1
1326220,21386,21386-1326220,charlie bunyan,2
1326220,21388,21388-1326220,liegebunyan,1
1326220,21387,21387-1326220,liege racingbunyan,2
1326220,21385,21385-1326220,charles bunyan,2
1326360,21390,21390-1326360,dubarry,1
1326360,21391,21391-1326360,prins alexander,2
1326360,21389,21389-1326360,cocktail prins alexander,3
1326412,21393,21393-1326412,"sandberg, congo",2
1326412,21392,21392-1326412,l,1
1326521,21394,21394-1326521,wheeler,1
1326581,21396,21396-1326581,salon mathilde julie,3
1326581,21395,21395-1326581,salon julie,2
1326629,21400,21400-1326629,audenarde,1
1326629,21401,21401-1326629,cercle,1
1326629,21402,21402-1326629,chomeurs,1
1326629,21405,21405-1326629,eruption,1
1326629,21407,21407-1326629,gantois,1
1326629,21411,21411-1326629,mores,1
1326629,21419,21419-1326629,voorwaarts,1
1326629,21420,21420-1326629,vriendschap,1
1326629,21397,21397-1326629,appelterre,1
1326629,21398,21398-1326629,aspelaere,1
1326629,21399,21399-1326629,aspelare,1
1326629,21404,21404-1326629,denderwindeke,1
1326629,21406,21406-1326629,etna,1
1326629,21408,21408-1326629,lieferinge,1
1326629,21409,21409-1326629,maes,1
1326629,21410,21410-1326629,meerbeke,1
1326629,21412,21412-1326629,nederhasselt,1
1326629,21413,21413-1326629,ninove,1
1326629,21414,21414-1326629,okegem,1
1326629,21415,21415-1326629,okeghem,1
1326629,21416,21416-1326629,oultre,1
1326629,21417,21417-1326629,pollaere,1
1326629,21418,21418-1326629,pollare,1
1326629,21421,21421-1326629,wauters,1
1326629,21403,21403-1326629,d,1
1326633,21422,21422-1326633,grandeglise,1
1326675,21423,21423-1326675,februi,1
1326772,21424,21424-1326772,champêtre lienard,2
1326772,21425,21425-1326772,lienard,1
1326772,21426,21426-1326772,nivelles,1
1326878,21427,21427-1326878,bettens,1
1326958,21429,21429-1326958,forchies-la-marche,1
1326958,21428,21428-1326958,chartier,1
1326958,21430,21430-1326958,lanquart,1
1327792,21431,21431-1327792,mercator,1
1327798,21432,21432-1327798,cours colonial,2
1327798,21433,21433-1327798,cours colonial terminer,3
1327798,21434,21434-1327798,cours colonial terminer officiers,4
1327798,21435,21435-1327798,hultberg,1
1327824,21436,21436-1327824,calorieen,1
1327824,21437,21437-1327824,calorien,1
1327824,21438,21438-1327824,calorieën,1
1327839,21439,21439-1327839,samuel lagerhuis,2
1327839,21440,21440-1327839,samuel motie,2
1327890,21441,21441-1327890,back wommelghem,2
1327890,21442,21442-1327890,baestaens,1
1327890,21443,21443-1327890,lille,1
1327890,21444,21444-1327890,marissen,1
1327890,21445,21445-1327890,marissen wommelghem,2
1327890,21446,21446-1327890,marissen wyneghem,2
1327890,21447,21447-1327890,naedts wommelghem,2
1327890,21448,21448-1327890,peeraer,1
1327890,21449,21449-1327890,seberechts,1
1327890,21450,21450-1327890,sebrechts,1
1327890,21451,21451-1327890,sterckx lille,2
1327890,21452,21452-1327890,sterckx wommelghem,2
1327890,21453,21453-1327890,wommelghem,1
1327926,21454,21454-1327926,chotek,1
1327926,21455,21455-1327926,chotek and communion,3
1327926,21456,21456-1327926,chotek communion,2
1328022,21457,21457-1328022,baulers,1
1328022,21458,21458-1328022,bornival,1
1328022,21459,21459-1328022,champêtre nivelles,2
1328022,21460,21460-1328022,nivelles,1
1328065,21461,21461-1328065,brasserie cinema rue neuve,4
1328065,21462,21462-1328065,cinema de l,3
1328065,21463,21463-1328065,cinema rue neuve,3
1328065,21464,21464-1328065,imperial rue neuve,3
1328065,21465,21465-1328065,kursaal rue neuve,3
1328065,21466,21466-1328065,rue neuve 48,3
1328065,21467,21467-1328065,trust rue neuve,3
1328125,21468,21468-1328125,fleurus,1
1328251,21469,21469-1328251,arthur brainet,2
1328251,21470,21470-1328251,brenait,1
1328251,21471,21471-1328251,brennet,1
1328251,21472,21472-1328251,desomberg,1
1328251,21474,21474-1328251,forchies-la-marche brennet,2
1328251,21475,21475-1328251,forchies-la-marche brennet desomberg,3
1328251,21476,21476-1328251,forchies-la-marche desomberg,2
1328251,21477,21477-1328251,pauline desomberg,2
1328251,21473,21473-1328251,forchies-la-marche,1
1328327,21478,21478-1328327,chamberlain zuid-afrika,2
1328327,21479,21479-1328327,rhodes chamberlain,2
1328327,21480,21480-1328327,rhodes wilhelm,2
1328327,21481,21481-1328327,samuel congo,2
1328327,21483,21483-1328327,victoria kaiser,2
1328327,21484,21484-1328327,victoria keizer,2
1328327,21485,21485-1328327,victoria wilhelm,2
1328327,21486,21486-1328327,victoria willem,2
1328327,21482,21482-1328327,samuel lagerhuis,2
1328515,21487,21487-1328515,cinematographique bruxelles,2
1328515,21488,21488-1328515,inauguration cinema bruxelles,3
1328515,21489,21489-1328515,ouverture cinema bruxelles,3
1328515,21490,21490-1328515,spectacles bruxelles,2
1328515,21491,21491-1328515,spectacles cinema bruxelles,3
1328582,21492,21492-1328582,deckers justice,2
1328582,21493,21493-1328582,deckers justice sculpture,3
1328888,21494,21494-1328888,hoeylaert,1
1328992,21495,21495-1328992,gourmont,1
1328992,21496,21496-1328992,harcoland,1
1328992,21497,21497-1328992,michel feline,2
1328992,21498,21498-1328992,pol roux,2
1328992,21500,21500-1328992,saint-paul roux,2
1328992,21502,21502-1328992,saint-pol roux,2
1328992,21504,21504-1328992,yves le moyne,3
1328992,21499,21499-1328992,pol-roux,1
1328992,21501,21501-1328992,saint-paul-roux,1
1328992,21503,21503-1328992,saint-pol-roux,1
1329148,21505,21505-1329148,de magnifiques saumons se montrent,5
1329148,21506,21506-1329148,pêche miraculeuse,2
1329148,21507,21507-1329148,pêche miraculeuse esneux,3
1329148,21508,21508-1329148,pêches miraculeuses,2
1329359,21510,21510-1329359,dillens justice,2
1329359,21509,21509-1329359,deckers justice sculpture,3
1329534,21512,21512-1329534,leopold wilhelm,2
1329534,21511,21511-1329534,chamberlain zuid-afrika,2
1330348,21513,21513-1330348,maffia mafia,2
1330406,21515,21515-1330406,regiment gidsen,2
1330406,21514,21514-1330406,guides,1
1330433,21517,21517-1330433,haller ziegesar,2
1330433,21516,21516-1330433,haller,1
1330433,21518,21518-1330433,jozef haller,2
1330458,21520,21520-1330458,cours colonial commis,3
1330458,21522,21522-1330458,cours colonial session,3
1330458,21523,21523-1330458,cours colonial session officiers,4
1330458,21519,21519-1330458,cours colonial,2
1330458,21521,21521-1330458,cours colonial congo,3
1330458,21524,21524-1330458,cours colonial terminer officiers,4
1330777,21525,21525-1330777,mercator,1
1330858,21526,21526-1330858,jan walravens,2
1330858,21527,21527-1330858,walravens,1
1330894,21528,21528-1330894,pauline desomberg,2
1330993,21529,21529-1330993,bengesco,1
1331080,21530,21530-1331080,bellecourt,1
1331240,21531,21531-1331240,pride of the channel,4
1331381,21532,21532-1331381,devillers,1
1331381,21533,21533-1331381,devillers et cie de la haye,6
1331381,21534,21534-1331381,devillers la haye,3
1331381,21535,21535-1331381,hellingworth,1
1331381,21536,21536-1331381,marbreria devillers,2
1331381,21537,21537-1331381,marbrerie devillers,2
1331381,21538,21538-1331381,mm. devillers et ce,4
1331381,21539,21539-1331381,mm. devillers et ce la haye,6
1331426,21540,21540-1331426,alfons guns,2
1331426,21542,21542-1331426,hombeeck,1
1331426,21541,21541-1331426,berchem,1
1331728,21543,21543-1331728,balsem,1
1331736,21544,21544-1331736,maroc,1
1331737,21545,21545-1331737,pauline desomberg,2
1331891,21546,21546-1331891,félicien rops,2
1331913,21547,21547-1331913,constantin courtois,2
1331986,21548,21548-1331986,photographie alpine suisse,3
1332087,21549,21549-1332087,sportwereld,1
1332108,21550,21550-1332108,congo leopold ii,3
1332108,21551,21551-1332108,congo leopold ii colonie,4
1332108,21552,21552-1332108,le congo et leopold ii,5
1332108,21553,21553-1332108,leopold ii,2
1332133,21554,21554-1332133,drie keizers,2
1332133,21555,21555-1332133,hubbard,1
1332133,21556,21556-1332133,terrorist,1
1332368,21557,21557-1332368,levend begraven,2
1332368,21559,21559-1332368,ponson du terrail,3
1332368,21560,21560-1332368,ponson terrail,2
1332368,21558,21558-1332368,mort apparente,2
1332368,21561,21561-1332368,schijndood,1
1332395,21562,21562-1332395,bellecourt,1
1332407,21563,21563-1332407,cours colonial session officiers,4
1332429,21564,21564-1332429,sportwereld,1
1332507,21566,21566-1332507,balseming gebalsemd,2
1332507,21565,21565-1332507,balsem,1
1332541,21567,21567-1332541,nieuws,1
1332612,21568,21568-1332612,balseming gebalsemd,2
1332811,21569,21569-1332811,pauline desomberg,2
1332830,21570,21570-1332830,lecourt,1
1332830,21571,21571-1332830,servite,1
1332830,21572,21572-1332830,servite ireland,2
1332903,21573,21573-1332903,viardot,1
1332947,21574,21574-1332947,wheeler,1
1332966,21575,21575-1332966,haeften,1
1332966,21576,21576-1332966,reussens,1
1332966,21577,21577-1332966,von haeften,2
1333007,21578,21578-1333007,pauline desomberg,2
1333108,21579,21579-1333108,wheeler,1
1333121,21580,21580-1333121,balseming gebalsemd,2
1333207,21581,21581-1333207,pauline desomberg,2
1333279,21582,21582-1333279,bengesco,1
1333279,21583,21583-1333279,grand-leez,1
1333279,21584,21584-1333279,onoz,1
1333314,21586,21586-1333314,john waterloo wilson,3
1333314,21587,21587-1333314,john wilson,2
1333314,21589,21589-1333314,john wilson cercle,3
1333314,21588,21588-1333314,john wilson 1873 collection,4
1333314,21585,21585-1333314,john w. wilson,3
1333314,21591,21591-1333314,léon gauchez,2
1333314,21590,21590-1333314,l. gauchez,2
1333314,21592,21592-1333314,marchand gauchez,2
1333374,21593,21593-1333374,hoeylaert,1
1333407,21594,21594-1333407,cours colonial session officiers,4
1333407,21595,21595-1333407,hultberg,1
1333622,21596,21596-1333622,brugherio,1
1333622,21598,21598-1333622,hockey sur gazon,3
1333622,21597,21597-1333622,hockey,1
1333785,21599,21599-1333785,standard,1
1333792,21600,21600-1333792,léopold iii voyage,3
1333792,21601,21601-1333792,léopold iii voyages,3
1333849,21602,21602-1333849,neurasthenie,1
1334407,21603,21603-1334407,kjellstrom,1
1334407,21604,21604-1334407,netzel,1
1334407,21605,21605-1334407,zetterqvist,1
1334414,21606,21606-1334414,sportwereld,1
1334574,21608,21608-1334574,francois bischop,2
1334574,21607,21607-1334574,bischop,1
1334631,21609,21609-1334631,d,1
1334747,21611,21611-1334747,charbonnage forchies,2
1334747,21610,21610-1334747,charbonnage 6 périer,3
1334747,21612,21612-1334747,charbonnage souvret,2
1334747,21613,21613-1334747,claus,1
1334747,21616,21616-1334747,delestienne souvret,2
1334747,21617,21617-1334747,deloge,1
1334747,21619,21619-1334747,etat civil forchies,3
1334747,21620,21620-1334747,forchies,1
1334747,21621,21621-1334747,forchiesetat civil,2
1334747,21622,21622-1334747,foucart forchies,2
1334747,21623,21623-1334747,grar,1
1334747,21624,21624-1334747,grard,1
1334747,21626,21626-1334747,lepage,1
1334747,21627,21627-1334747,lepage forchies,2
1334747,21628,21628-1334747,montignies-le-tilleul,1
1334747,21630,21630-1334747,montigny banditisme,2
1334747,21631,21631-1334747,souvret,1
1334747,21632,21632-1334747,souvret banditisme,2
1334747,21633,21633-1334747,souvret delforge,2
1334747,21634,21634-1334747,wattelaine,1
1334747,21614,21614-1334747,cossiaux,1
1334747,21615,21615-1334747,courcelles,1
1334747,21618,21618-1334747,empain,1
1334747,21625,21625-1334747,lanquart,1
1334747,21629,21629-1334747,montigny,1
1334758,21635,21635-1334758,slachthuizen kuregem,2
1334769,21636,21636-1334769,lucie rosen,2
1334769,21637,21637-1334769,theremin,1
1334807,21638,21638-1334807,neurasthenie,1
1334807,21639,21639-1334807,zenuwlijder,1
1334807,21640,21640-1334807,zenuwzwak,1
1335047,21642,21642-1335047,football club brugeois,3
1335047,21641,21641-1335047,club brugge,2
1335092,21643,21643-1335092,football club brugeois,3
1335209,21644,21644-1335209,exposition wilson,2
1335209,21645,21645-1335209,john wilson,2
1335233,21646,21646-1335233,sportwereld,1
1335361,21650,21650-1335361,reinertsen,1
1335361,21647,21647-1335361,albertville congo,2
1335361,21648,21648-1335361,cours colonial session officiers,4
1335361,21649,21649-1335361,hultberg,1
1335629,21652,21652-1335629,westelijk front geen,3
1335629,21653,21653-1335629,westelijk front geen nieuws,4
1335629,21651,21651-1335629,a l,2
1335884,21654,21654-1335884,de held der fransche ronde,5
1335884,21655,21655-1335884,leentje,1
1335884,21656,21656-1335884,leentje uit,2
1335884,21657,21657-1335884,prochievrijers,1
1336322,21658,21658-1336322,breyer,1
1336383,21659,21659-1336383,grand-reng-sports-politique,1
1336649,21660,21660-1336649,guerre,1
1336743,21661,21661-1336743,d,1
1336746,21662,21662-1336746,hoeylaert,1
1336784,21663,21663-1336784,de preter,2
1336816,21664,21664-1336816,moisse,1
1336816,21665,21665-1336816,tremouroux,1
1336816,21666,21666-1336816,trémouroux,1
1337005,21667,21667-1337005,enfant mendiant,2
1337005,21669,21669-1337005,mendiant,1
1337005,21668,21668-1337005,enfants martyrs,2
1337078,21670,21670-1337078,breyer,1
1337078,21671,21671-1337078,picard,1
1337117,21672,21672-1337117,grosses battes,2
1337122,21673,21673-1337122,albertville,1
1337122,21675,21675-1337122,forsblom,1
1337122,21677,21677-1337122,"forsblom, congo",2
1337122,21674,21674-1337122,albertville congo,2
1337122,21676,21676-1337122,"forsblom,",1
1337122,21678,21678-1337122,hultberg,1
1337122,21679,21679-1337122,reinertsen,1
1337295,21680,21680-1337295,contrebande,1
1337295,21681,21681-1337295,delforge,1
1337295,21683,21683-1337295,fontaine-l,1
1337295,21685,21685-1337295,libouton,1
1337295,21686,21686-1337295,marché noir,2
1337295,21688,21688-1337295,sart-lez-moulin,1
1337295,21682,21682-1337295,etat civil,2
1337295,21684,21684-1337295,forchies,1
1337295,21687,21687-1337295,mascaux,1
1337333,21689,21689-1337333,maffia mafia,2
1337419,21691,21691-1337419,lamartine,1
1337419,21690,21690-1337419,grand-leez,1
1337419,21692,21692-1337419,onoz,1
1337482,21693,21693-1337482,d,1
1337689,21695,21695-1337689,biafra congo,2
1337689,21697,21697-1337689,karlsson congo,2
1337689,21698,21698-1337689,lundberg congo,2
1337689,21700,21700-1337689,"persson, congo",2
1337689,21694,21694-1337689,albertville,1
1337689,21696,21696-1337689,"forsblom, congo",2
1337689,21699,21699-1337689,"lundberg, congo",2
1337702,21701,21701-1337702,joodse boycot,2
1337759,21702,21702-1337759,d,1
1337927,21703,21703-1337927,breyer,1
1337927,21704,21704-1337927,picard,1
1338044,21706,21706-1338044,rechtbanken,1
1338044,21705,21705-1338044,gyseghem,1
1338057,21707,21707-1338057,emmanuel paternoster,2
1338057,21708,21708-1338057,ollignies,1
1338057,21709,21709-1338057,ollignies paternooster,2
1338057,21710,21710-1338057,ollignies paternoster,2
1338057,21711,21711-1338057,paternoster,1
1338057,21712,21712-1338057,pensionnat,1
1338157,21714,21714-1338157,kohl,1
1338157,21715,21715-1338157,krauth,1
1338157,21713,21713-1338157,calamine,1
1338158,21717,21717-1338158,palice congo,2
1338158,21716,21716-1338158,biafra congo,2
1338229,21718,21718-1338229,bautil,1
1338385,21719,21719-1338385,camps de concentration juifs,4
1338461,21720,21720-1338461,verkaveling woningen,2
1338463,21723,21723-1338463,parijzer,1
1338463,21721,21721-1338463,gijseghem,1
1338463,21722,21722-1338463,gyseghem,1
1338463,21724,21724-1338463,rechtbanken,1
1338561,21735,21735-1338561,rumst aanslag,2
1338561,21725,21725-1338561,allemans,1
1338561,21726,21726-1338561,allemans boom,2
1338561,21731,21731-1338561,hooge schouw,2
1338561,21732,21732-1338561,hooge schouw steenovens,3
1338561,21736,21736-1338561,terhagen aanslag,2
1338561,21737,21737-1338561,terhagen schouw,2
1338561,21727,21727-1338561,auwera moord willebroek,3
1338561,21728,21728-1338561,delalieux,1
1338561,21729,21729-1338561,delalieux cockerill,2
1338561,21730,21730-1338561,feluy delalieux,2
1338561,21733,21733-1338561,leon delalieux,2
1338561,21734,21734-1338561,leon+delalieux,1
1338607,21738,21738-1338607,d,1
1338613,21739,21739-1338613,pride of the channel,4
1338655,21743,21743-1338655,lacalamine,1
1338655,21740,21740-1338655,calamine,1
1338655,21741,21741-1338655,kelmis,1
1338655,21742,21742-1338655,krauth,1
1338655,21744,21744-1338655,moresnet,1
1338669,21745,21745-1338669,badot,1
1338669,21746,21746-1338669,beurre,1
1338669,21750,21750-1338669,henaut,1
1338669,21752,21752-1338669,neffe,1
1338669,21753,21753-1338669,pieton,1
1338669,21755,21755-1338669,villers-saint-ghislain,1
1338669,21747,21747-1338669,contrebande,1
1338669,21748,21748-1338669,coron des indes,3
1338669,21749,21749-1338669,cossiaux,1
1338669,21751,21751-1338669,lebacq,1
1338669,21754,21754-1338669,piéton,1
1338686,21756,21756-1338686,albertville,1
1338728,21757,21757-1338728,braband,1
1338728,21760,21760-1338728,schaarbeek,1
1338728,21761,21761-1338728,st-gilis.,1
1338728,21758,21758-1338728,gysegem,1
1338728,21759,21759-1338728,parijzer,1
1338759,21762,21762-1338759,bellecourt,1
1338799,21763,21763-1338799,durau,1
1338799,21764,21764-1338799,pitschmann,1
1338926,21765,21765-1338926,donker curtius,2
1339024,21767,21767-1339024,kramp,1
1339024,21768,21768-1339024,verpoten soly,2
1339024,21766,21766-1339024,berchem,1
1339130,21770,21770-1339130,bessarabue,1
1339130,21769,21769-1339130,bessarabie,1
1339238,21771,21771-1339238,corrodi,1
1339292,21772,21772-1339292,d,1
1339334,21774,21774-1339334,léon guinotte,2
