,Nom,Employeur,Poste,Rémunéré?,nombreRemuneres,NombreMandats,langue,début,fin,extract_lieux_be
2686,,Parenthèse asbl,Administrateur,Non rémunéré,,,FR,,,
2687,Berael Catherine,,,,2.0,8.0,FR,,,
2688,,Mont-Saint-Guibert (Commune de),Echevine,Rémunéré,,,FR,,,mont-saint-guibert
2689,,Commission communale de l'Aménagement du territoire et de la Mobilité CCATM,Membre Avec Voix Consultative,Non rémunéré,,,FR,,,
2690,,Conseil consultatif de la Mobilité en Brabant wallon,Membre,Non rémunéré,,,FR,,,
2691,,Maison de l'Urbanisme,Membre Du Conseil,Non rémunéré,,,FR,,,
2692,,Centre d'Enfouissement technique CETeM,Membre Du Comité D'accompagnement,Non rémunéré,,,FR,,,
2693,,Centre d'Enfouissement technique CETeM,Membre Du Comité Scientifique,Non rémunéré,,,FR,,,
2694,,,Architecte Indépendante,Rémunéré,,,FR,,,
2695,,Comité d'accompagnement Christ du Quewet,Membre,Non rémunéré,,,FR,,,
2696,Berchem Nicolas,,,,5.0,7.0,FR,,,
2697,,Ramillies (Commune de),Conseiller Communal,Rémunéré,,,FR,,,ramillies
2698,,Ramillies (Commune de),Président De Cpas/conseil De L'action Sociale,Rémunéré,,,FR,,,ramillies
2699,,CCATM,Membre,Rémunéré,,,FR,,,
2700,,Sports et Culture asbl,Administrateur,Non rémunéré,,,FR,,,
2701,,La Petite Enfance asbl,Administrateur,Non rémunéré,,,FR,,,
2702,,,Avocat,Rémunéré,,,FR,,,
2703,,,Formateur,Rémunéré,,,FR,21/09/2016,24/11/2016,
2704,Berckmoes Hubert,,,,5.0,7.0,NL,,,
2705,,Sint-Lievens-Houtem (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,sint-lievens-houtem
2706,,IMEWO,Vertegenwoordiger,Non rémunéré,,,NL,,,
2707,,IMWV,Bestuurder,Rémunéré,,,NL,,,
2708,,TMVW,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
2709,,Plaatselijk Werkgelegenheidsagentschap (PWA),Voorzitter,Non rémunéré,,,NL,,,
2710,,Politiezone Zottegem/Herzele/Sint-Lievens-Houtem,Lid Van De Politieraad,Rémunéré,,,NL,,,houtem
2711,,IMVW,Lid Van Een Regionaal Directiecomite,Rémunéré,,,NL,,,
2712,Berden Brenda,,,,3.0,4.0,NL,,,
2713,,Nieuwerkerken (Gemeente),Schepen,Rémunéré,,,NL,,,nieuwerkerken
2714,,,Leraar,Rémunéré,,,NL,,31/08/2016,
2715,,,Vertegenwoordiger,Rémunéré,,,NL,01/05/2016,,
2716,,Gemeentebelangen,Penningmeester,Non rémunéré,,,NL,,,
2717,Berden Marijke,,,,6.0,9.0,NL,,,
2718,,Herk-de-Stad (Stad),Gemeenteraadslid,Rémunéré,,,NL,,31/12/2016,herk-de-stad
2719,,Inter-Aqua,Bestuurder,Rémunéré,,,NL,,,
2720,,Opdrachthoudende Vereniging Schulens Meer (OSM),Bestuurder,Non rémunéré,,,NL,,,meer
2721,,Autonoom Gemeentebedrijf (AGB),Bestuurder,Non rémunéré,,,NL,,,
2722,,Politiezone West-Limburg,Lid Van De Politieraad,Rémunéré,,,NL,,31/01/2016,limburg
2723,,Watering De Herk,Bestuurder,Rémunéré,,,NL,,30/04/2016,herk
2724,,Watering De Herk,Voorzitter,Rémunéré,,,NL,01/05/2016,,herk
2725,,CD&V (Plaatselijke afdeling),Bestuurslid,Non rémunéré,,,NL,,,
2726,,,Verpleegkundige,Rémunéré,,,NL,,,
2727,Berden Wim,,,,1.0,3.0,NL,,,
2728,,Herk-de-Stad (Stad),Schepen,Rémunéré,,,NL,,,herk-de-stad
2729,,Opdrachthoudende Vereniging Schulens Meer (OSM),Bestuurder,Non rémunéré,,,NL,,,meer
2730,,Opdrachthoudende Vereniging Schulens Meer (OSM),Lid Van Het Directiecomité,Non rémunéré,,,NL,,,meer
2731,Bergé Wim,,,,2.0,13.0,NL,,,
2732,,Tienen (Stad),Schepen,Rémunéré,,,NL,,,tienen
2733,,Autonoom Gemeentebedrijf (AGB),Bestuurder,Non rémunéré,,,NL,,,
2734,,Portiva,Voorzitter,Non rémunéré,,,NL,,,
2735,,Academie regio Tienen ART,Voorzitter Adviescommissie,Non rémunéré,,,NL,,,tienen
2736,,Beva VOF,Bestuurder,Non rémunéré,,,NL,,,
2737,,Bibliotheek Tienen,Lid Van De Beheerscommissie,Non rémunéré,,,NL,,,tienen
2738,,CD&V (Plaatselijke afdeling),Bestuurslid,Non rémunéré,,,NL,,,
2739,,Kinderdagverblijf De Hartjes,Bestuurder,Non rémunéré,,,NL,,,
2740,,Koninklijke Vereniging De Musketiers,Voorzitter,Non rémunéré,,,NL,,,
2741,,Landelijke Gilde Vissenaken,Bestuurslid,Non rémunéré,,,NL,,,vissenaken
2742,,Matimco NV,Bestuurder,Non rémunéré,,,NL,,,
2743,,,Leraar (deeltijds),Rémunéré,,,NL,,,
2744,,Vissenaken Ons Dorp Leeft VZW Voorzitter | Niet bezoldigd,,Non rémunéré,2.0,,NL,,,vissenaken
2745,Bergen Marcel,,,,5.0,7.0,FR,,,
2746,,Province de Liège,Conseiller Provincial,Rémunéré,,,FR,,,liege
2747,,Seraing (ville de),Conseiller Communal,Rémunéré,,,FR,,,seraing
2748,,Compagnie Intercommunale Liégeoise des Eaux,Administrateur,Rémunéré,,,FR,,,
2749,,Centre de Réadaptation au Travail,Administrateur,Rémunéré,,,FR,,,
2750,,Association sportive de l'enseignement provincial ASEP,Administrateur,Non rémunéré,,,FR,,,
2751,,Maison des Sports de la Province de Liège,Administrateur,Non rémunéré,,,FR,,,liege
2752,,Les éditions de la Province de Liège,Administrateur,Rémunéré,,,FR,,,liege
2753,Berger Alain,,,,1.0,2.0,FR,,,
2754,,Ministère de la Communauté française,Directeur Général,Rémunéré,,,FR,,,
2755,,Ministère de la Communauté française,Membre Du Conseil De Direction,Non rémunéré,,,FR,,,
2756,Berger Françoise,,,,4.0,4.0,FR,,,
2757,,Province de Namur,Conseillère Provinciale,Rémunéré,,,FR,,,namur
2758,,IMAJE,Administratrice,Rémunéré,,,FR,22/01/2016,,
2759,,Ordre des médecins à Namur,Membre Effectif,Rémunéré,,,FR,,30/11/2016,namur
2760,,,Médecin Généraliste,Rémunéré,,,FR,,,
2761,Bergez Martine,,,,3.0,8.0,NL,,,
2762,,Aalter (Gemeente),Schepen,Rémunéré,,,NL,,,aalter
2763,,Cultuuroverleg Meetjesland (COMEET),Bestuurder,Non rémunéré,,,NL,,,
2764,,Politiezone Aalter/Knesselare,Lid Van De Politieraad,Rémunéré,,,NL,,,
2765,,PWA/DCO Buren Aalter,Bestuurder,Non rémunéré,,,NL,,,aalter
2766,,CD&V Afdeling Aalter,Lid Parijbestuur,Non rémunéré,,,NL,,,aalter
2767,,Markant Afdeling Aalter,Voorzitter,Non rémunéré,,,NL,,,aalter
2768,,,Advocaat,Rémunéré,,,NL,,,
2769,,Interlokale Burensportdienst Leiestreek,Lid Beheerscomité,Non rémunéré,,,NL,,,
2770,Berghmans Anick,,,,4.0,4.0,NL,,,
2771,,Lommel (Stad),Gemeenteraadslid,Rémunéré,,,NL,,,lommel
2772,,Lommel (Stad),Schepen,Rémunéré,,,NL,,,lommel
2773,,,Zelfstandige,Rémunéré,,,NL,,,
2774,,Watergroep,Lid Van Een Sectorcomité,Rémunéré,,,NL,,,
2775,Bergmans Elien,,,,2.0,6.0,NL,,,
2776,,Hulshout (Gemeente),Schepen,Rémunéré,,,NL,,,hulshout
2777,,Autonoom Gemeentebedrijf Sport Hulshout,Voorzitter Van De Raad Van Bestuur,Non rémunéré,,,NL,,,hulshout
2778,,Autonoom Gemeentebedrijf Sport Hulshout,Voorzitter Van Het Directiecomité,Non rémunéré,,,NL,,,hulshout
2779,,CD&V Afdeling Hulshout,Bestuurslid - Ondervoorzitter,Non rémunéré,,,NL,,,hulshout
2780,,CD&V Provincie Antwerpen,Bestuurslid,Non rémunéré,,,NL,,,provincie antwerpen
2781,,,Financieel Analist,Rémunéré,,,NL,,,
2782,Bergmans Marc,,,,2.0,3.0,NL,,,
2783,,As (Gemeente),Schepen,Rémunéré,,,NL,,,as
2784,,,Informaticus,Rémunéré,,,NL,,,
2785,,Orde Der Asserbakken VZW,Bestuurder,Non rémunéré,,,NL,,,
2786,Bergmans Nico,,,,2.0,5.0,NL,,,
2787,,Scherpenheuvel-Zichem (Stad),Schepen,Rémunéré,,,NL,,,scherpenheuvel-zichem
2788,,HO Testelt VZW,Secretaris,Non rémunéré,,,NL,,,testelt
2789,,LNIBVBA,Zaakvoerder,Non rémunéré,,,NL,,28/02/2016,
2790,,Miplan NV,Gedelegeerd Bestuurder,Non rémunéré,,,NL,,28/02/2016,
2791,,NBM BVBA,Zaakvoerder,Rémunéré,,,NL,,,
2792,Berlaimont Sophie,,,,2.0,4.0,FR,,,
2793,,"Gouvernement de la Communauté française, Aide à la jeunesse, Maisons de justice et Promotion de Bruxelles",Cheffe/directrice De Cabinet Adjointe,Rémunéré,,,FR,,18/04/2016,bruxelles
2794,,"Gouvernement de la Communauté française, Aide à la jeunesse, Maisons de justice, Sports et Promotion de Bruxelles",Cheffe/directrice De Cabinet Adjointe,Rémunéré,,,FR,18/04/2016,,bruxelles
2795,,Badje asbl,Administratrice,Non rémunéré,,,FR,,,
2796,,Centre pédagogique Paroles,Administratrice,Non rémunéré,,,FR,,,
2797,Berlemont Bruno,,,,2.0,3.0,FR,,,
2798,,Philippeville (Commune de),Echevin,Rémunéré,,,FR,,,philippeville
2799,,Bureau Economique de la Province de Namur - Environnement,Administrateur,Rémunéré,,,FR,,,namur
2800,,Maison de l'Urbanisme de l'Arrondissement de Philip-peville,Président,Non rémunéré,,,FR,,,
2801,Bernard Alexandre,,,,0.0,0.0,,,,
2802,Interséniors,,Administrateur,Rémunéré,1.0,,FR,,,
2803,Bernard André,,,,6.0,9.0,FR,,,
2804,,Gesves (Commune de),Conseiller Communal,Rémunéré,,,FR,,,gesves
2805,,Gesves (Commune de),Président De Cpas/conseil De L'action Sociale,Rémunéré,,,FR,,,gesves
2806,,BEP,Administrateur,Rémunéré,,,FR,,,
2807,,SWDE Succursale Meuse Amont,Membre Du Comité Subrégional,Rémunéré,,,FR,,,
2808,,Zone de police des Arches,Membre Du Conseil De Police,Rémunéré,,,FR,,,
2809,,Mutualités Chrétiennes de la Province de Namur,Administrateur,Non rémunéré,,,FR,,,namur
2810,,Fête de la Ruralité asbl,Administrateur,Non rémunéré,,,FR,,,
2811,,,Employé,Rémunéré,,,FR,,,
2812,,Culture et Loisirs de Strud asbl,Administrateur,Non rémunéré,,,FR,,,
2813,Berny Marie-Astrid,,,,4.0,7.0,FR,,,
2814,,Ham-sur-Heure-Nalinnes (Commune d'),Echevine,Rémunéré,,,FR,,,nalinnes||ham-sur-heure
2815,,CECP,Administratrice,Rémunéré,,,FR,,,
2816,,Centre local de Promotion de la santé CLPS Charleroi-Thuin,Administratrice,Non rémunéré,,,FR,,,charleroi||thuin
2817,,Marbouilles asbl (Les),Vice-présidente,Non rémunéré,,,FR,,,
2818,,,Logopède,Rémunéré,,,FR,,,
2819,,Informatique au château,Vice-présidente,Non rémunéré,,,FR,,,
2820,,BRUTELE / VOO,Administratrice Suppléante,Rémunéré,,,FR,,,
2821,Berrendorf Bruno,,,,6.0,17.0,FR,,,
2822,,Verviers (Ville de),Conseiller Communal,Rémunéré,,,FR,,,verviers
2823,,AQUALIS,Administrateur,Non rémunéré,,,FR,,,
2824,,Centre d'accueil Les Heures Claires,Administrateur,Non rémunéré,,,FR,,,
2825,,Ecetia Collectivités,Administrateur,Non rémunéré,,,FR,,,
2826,,Ecetia Intercommunale,Administrateur,Non rémunéré,,,FR,,,
2827,,FINIMO,Administrateur,Rémunéré,,,FR,,,
2828,,INTRADEL,Administrateur,Non rémunéré,,,FR,,,
2829,,Neomansio,Administrateur,Non rémunéré,,,FR,,,
2830,,PUBLIFIN,Administrateur,Rémunéré,,,FR,,,
2831,,SPI,Administrateur,Non rémunéré,,,FR,,,
2832,,Aqualaine asbl,Administrateur,Non rémunéré,,,FR,,,
2833,,RCA Synergis,Administrateur,Non rémunéré,,,FR,,,
2834,,Relais social urbain,Administrateur,Non rémunéré,,,FR,,,
2835,,,Collaborateur Parlementaire,Rémunéré,,,FR,,,
2836,,AIDE,Administrateur,Rémunéré,,,FR,,,
2837,,Fondation Populaire,Administrateur,Non rémunéré,,,FR,,,
2838,,Immopromosud sa,Administrateur - Délégué,Rémunéré,,,FR,,,
2839,Bert Christiane,,,,2.0,4.0,NL,,,
2840,,Roosdaal (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,roosdaal
2841,,FINILEK,Bestuurder,Rémunéré,,,NL,,,
2842,,Autonoom Gemeentebedrijf Roosdaal,Bestuurder,Non rémunéré,,,NL,,,roosdaal
2843,,Autonoom Gemeentebedrijf Roosdaal,Lid Van Het Directiecomité,Non rémunéré,,,NL,,,roosdaal
2844,Berteloot Tonny,,,,4.0,5.0,NL,,,
2845,,Dentergem (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,dentergem
2846,,IVIO,Bestuurder,Rémunéré,,,NL,,,
2847,,IVIO,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
2848,,,Bediende,Rémunéré,,,NL,,,
2849,,KBMO VZW,Gedelegeerd Bestuurder,Non rémunéré,,,NL,,,
2850,Bertels Jan,,,,3.0,9.0,NL,,,
2851,,Vlaams Parlement,Parlementslid,Rémunéré,,,NL,,,
2852,,Herentals (Stad),Ocmw-raadslid,Non rémunéré,,,NL,,,herentals
2853,,Herentals (Stad),Schepen,Rémunéré,,,NL,,,herentals
2854,,Beneluxparlement,Parlementslid,Non rémunéré,,,NL,,,
2855,,Cultuurcentrum 't Schaliken,Lid Van Het Beheersorgaan,Non rémunéré,,,NL,,,
2856,,PWA Herentals VZW,Bestuurder,Non rémunéré,,,NL,,,herentals
2857,,Algemeen Ziekenhuis Sint-Elisabeth Herentals VZW,Bestuurder,Rémunéré,,,NL,,,herentals
2858,,SP.a Afdeling Herentals,Bestuurslid,Non rémunéré,,,NL,,,herentals||spa
2859,,SP.a Provincie Antwerpen,Lid Van Het Uitvoerend Bestuur,Non rémunéré,,,NL,,,provincie antwerpen||spa
2860,Bertels Nora,,,,4.0,5.0,NL,,,
2861,,Duffel (Gemeente),Schepen,Rémunéré,,,NL,,,duffel
2862,,IGEMO,Lid Van Een Adviescomité,Rémunéré,,,NL,,,
2863,,IVAREM,Bestuurder,Rémunéré,,,NL,,,
2864,,PIDPA,Bestuurder,Rémunéré,,,NL,,,
2865,,Oxfam Wereldwinkel Duffel VZW,Voorzitter,Non rémunéré,,,NL,,,duffel
2866,Bertels Paula,,,,2.0,7.0,FR,,,
2867,,Saint-Nicolas (Commune de),Conseillère Communale,Non rémunéré,,,FR,,,saint-nicolas
2868,,Saint-Nicolas (Commune de),Présidente De Cpas/conseil De L'action Sociale,Rémunéré,,,FR,,,saint-nicolas
2869,,Agence immobilière sociale communale,Membre,Non rémunéré,,,FR,,,
2870,,Régie des Quartiers,Vice-présidente,Non rémunéré,,,FR,,,
2871,,Association Chapitre XII GILS asbl,Secrétaire,Non rémunéré,,,FR,,,
2872,,,Retraitée,Rémunéré,,,FR,,,
2873,,Association Chapitre XII HMI,Secrétaire,Non rémunéré,,,FR,,,
2874,Berten Guido,,,,3.0,5.0,NL,,,
2875,,Vleteren (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,vleteren
2876,,Psilon,Bestuurder (raadgevende Stem),Rémunéré,,,NL,,,
2877,,ACV (Plaatselijke afdeling),Bestuurslid,Non rémunéré,,,NL,,,
2878,,,Gepensioneerde,Rémunéré,,,NL,,,
2879,,Schoolbus Sint-Sixtus VZW,Voorzitter,Non rémunéré,,,NL,,,
2880,Bertho Christophe,,,,2.0,4.0,FR,,,
2881,,Blégny (Commune de),Echevin,Rémunéré,,,FR,,,blegny
2882,,Liaisons asbl,Administrateur,Non rémunéré,,,FR,,,
2883,,Enfanfare asbl,Administrateur - Trésorier,Non rémunéré,,,FR,,,
2884,,Société Régionale Wallonne du Transport SRWT,Directeur Des Services Techniques,Rémunéré,,,FR,,,
2885,Bertholet Nathalie,,,,3.0,3.0,FR,,,
2886,,Spa (ville de),Conseillère De Cpas/conseil De L'action Sociale,Rémunéré,,,FR,,,spa
2887,,Spa (ville de),Membre Du Bureau Permanent Du Cpas,Rémunéré,,,FR,,,spa
2888,,CAHC,Administratrice,Rémunéré,,,FR,17/06/2016,,
2889,Berthot Nathalie,,,,1.0,1.0,FR,,,
2890,,Association Intercommunale du Bois d'Havré Administratrice | Rémunéré,,Rémunéré,1.0,,FR,,,
2891,Berthot Véronique,,,,1.0,1.0,FR,,,
2892,,Agence fédérale pour la sécurité de la chaîne alimentaire,Directrice Générale,Rémunéré,,,FR,,,
2893,Bertieaux Françoise,,,,4.0,7.0,FR,,,
2894,,Parlement de la Fédération Wallonie-Bruxelles,Députée - Cheffe De Groupe,Rémunéré,,,FR,,,bruxelles
2895,,Etterbeek (Commune d'),Conseillère Communale,Rémunéré,,,FR,,,etterbeek
2896,,Etterbeek (Commune d'),Présidente De Cpas/conseil De L'action Sociale,Rémunéré,,,FR,,,etterbeek
2897,,Assemblée parlementaire de la Francophonie,Vice-présidente Du Réseau Des Femmes Parlementaires,Non rémunéré,,,FR,,,
2898,,Haute Ecole EPHEC,Administratrice,Non rémunéré,,,FR,,,
2899,,Haute Ecole EPHEC,Maître Assistante (en Congé Politique),Non rémunéré,,,FR,,,
2900,,Parlement de la Région de Bruxelles-Capitale,Députée - Membre Du Bureau,Rémunéré,,,FR,,,bruxelles
2901,Bertier Monique,,,,1.0,3.0,NL,,,
2902,,Lo-Reninge (Stad),Ocmw-voorzitter,Rémunéré,,,NL,,,lo-reninge
2903,,Lo-Reninge (Stad),Schepen,Non rémunéré,,,NL,,,lo-reninge
2904,,Regionaal Sociaal Verhuurkantoor,Bestuurder,Non rémunéré,,,NL,,,
2905,Bertimes Jean-Pierre,,,,2.0,2.0,FR,,,
2906,,Vielsalm (Commune de),Echevin,Rémunéré,,,FR,,30/06/2016,vielsalm
2907,,Bertimes & Co sprl,Gérant,Rémunéré,,,FR,,,
2908,Bertin Freddy,,,,2.0,4.0,NL,,,
2909,,Nevele (Gemeente),Schepen,Rémunéré,,,NL,08/11/2016,,nevele
2910,,IMEWO,Lid Van Een Regionaal Bestuurscomité,Rémunéré,,,NL,,,
2911,,N-VA (Plaatselijke afdeling),Voorzitter,Non rémunéré,,,NL,,01/12/2016,
2912,,Stichting Corporate Communicatie,Bestuurder,Non rémunéré,,,NL,,,
2913,Bertouille Chantal,,,,5.0,12.0,FR,,,
2914,,Comines-Warneton (ville de),Echevine,Rémunéré,,,FR,,,comines-warneton
2915,,Office de la naissance et de l'enfance ONE Comité subrégional,Vice-présidente,Rémunéré,,,FR,,,one
2916,,ONE Consultation locale (nourrissons),Présidente,Non rémunéré,,,FR,,,one
2917,,Ligue libérale des Pensionnés asbl,Présidente,Non rémunéré,,,FR,,,
2918,,Mutualité libérale du Hainaut occidental,Administratrice,Non rémunéré,,,FR,,,
2919,,Mutualité Libérale du Hainaut occidental,Membre Du Bureau,Rémunéré,,,FR,08/09/2016,,
2920,,Union Nationale des Mutualités Libérales,Administratrice,Rémunéré,,,FR,,,
2921,,Association des Anciens Parlementaires francophones,Administratrice,Non rémunéré,,,FR,,,
2922,,Belgian Acupuncture Federation,Vice-présidente,Non rémunéré,,,FR,,,
2923,,Animation et gestion des infrastructures sportives communales asbl,Administratrice,Non rémunéré,,,FR,,,
2924,,,Kinésithérapeute,Rémunéré,,,FR,,30/03/2016,
2925,,Association libérale pour personnes handicapées,Administratrice,Non rémunéré,,,FR,,,
2926,Bertrand Alexia,,,,6.0,14.0,FR,,,
2927,,Woluwe-Saint-Pierre (commune de),Conseillère Communale,Rémunéré,,,FR,,,woluwe-saint-pierre
2928,,SRIB,Administratrice,Rémunéré,,,FR,,,
2929,,"Gouvernement fédéral, Affaires étrangères et européennes, Beliris et Institutions culturelles fédérales",Directrice De Cellule Stratégique/de Politique Générale,Rémunéré,,,FR,,,
2930,,Centre communautaire Crousse asbl,Administratrice,Non rémunéré,,,FR,,,
2931,,Médiathèque communale,Administratrice,Non rémunéré,,,FR,,,
2932,,Wolugraphic,Administratrice,Non rémunéré,,,FR,,,
2933,,Zone de police Montgomery,Membre Du Conseil De Police,Rémunéré,,,FR,,,
2934,,MR Section locale,Présidente,Non rémunéré,,,FR,,,
2935,,Ackermans & van Haaren sa,Administratrice,Rémunéré,,,FR,,,haaren
2936,,GUBERNA,Administratrice,Non rémunéré,,,FR,26/05/2016,,
2937,,Art et Culture asbl,Administratrice,Non rémunéré,,,FR,,,
2938,,Apodia international Holding bv,Administratrice,Rémunéré,,,FR,,,
2939,,Stichting Administratie Kantoor Het Torentje,Administratrice,Non rémunéré,,,FR,,,
2940,,Toolbox asbl,Administratrice,Non rémunéré,,,FR,,,
2941,Bertrand Anne-Marie,,,,3.0,4.0,FR,,,
2942,,Hélécine (Commune d'),Présidente De Cpas/conseil De L'action Sociale,Rémunéré,,,FR,,,helecine
2943,,ISBW,Administratrice,Rémunéré,,,FR,,,
2944,,Conseil consultatif communal des Aînés,Membre,Non rémunéré,,,FR,,,
2945,,,Retraitée,Rémunéré,,,FR,,,
2946,Bertrand Emile-Louis,,,,2.0,14.0,FR,,,
2947,,Port Autonome de Liège,Directeur Général,Rémunéré,,,FR,,,liege
2948,,SPI,Observateur,Non rémunéré,,,FR,,,
2949,,Fonds de la Batellerie Rhénane Belge,Administrateur,Non rémunéré,,,FR,,,
2950,,Comité consultatif SNCB,Membre Suppléant,Non rémunéré,,,FR,,,
2951,,Fédération européenne des Ports intérieurs FEPI,Membre Du Comité Exécutif,Non rémunéré,,,FR,,,
2952,,Basse-Meuse Développement asbl,Administrateur,Non rémunéré,,,FR,,,
2953,,Gestion Centre Ville asbl,Administrateur,Non rémunéré,,,FR,,,
2954,,GIE Liège Trilogiport,Gérant,Non rémunéré,,,FR,,,liege
2955,,Pôle Transport & Logistique de Liège,Membre,Non rémunéré,,,FR,,,liege
2956,,Comité de concertation de la navigation intérieure,Membre,Rémunéré,,,FR,,,
2957,,Comité de la navigation de plaisance,Membre,Non rémunéré,,,FR,,,
2958,,Comité local de Sûreté portuaire,Vice - Président,Non rémunéré,,,FR,,,
2959,,DEBELUX,Membre,Non rémunéré,,,FR,,,
2960,,Groupe HEC-ULg asbl,Administrateur,Non rémunéré,,,FR,,,
2961,Bertrand Etienne,,,,10.0,11.0,FR,,,
2962,,Province de Namur,Conseiller Provincial,Rémunéré,,,FR,,,namur
2963,,Sombreffe (Commune de),Conseiller Communal,Rémunéré,,,FR,,,sombreffe
2964,,BEP Expansion économique,Administrateur,Rémunéré,,,FR,,,
2965,,BEP Expansion économique,Membre Du Comité De Direction,Rémunéré,,,FR,,,
2966,,IMAJE,Administrateur,Rémunéré,,,FR,,,
2967,,HENALLUX,Maître-assistant En Droit,Rémunéré,,,FR,,,
2968,,APP CHR Sambre et Meuse,Administrateur,Rémunéré,,,FR,,,
2969,,APP CHR Sambre et Meuse,Membre Du Comité De Gestion Et Du Bureau Hospitalier,Rémunéré,,,FR,,,
2970,,AIRN asbl,Administrateur,Rémunéré,,,FR,,,
2971,,CARAD,Administrateur,Rémunéré,,,FR,,,
2972,,Ecole libre Saint-Lambert de Ligny asbl,Administrateur - Président,Non rémunéré,,,FR,,,
2973,Bertrand Frédéric,,,,3.0,11.0,FR,,,
2974,,Burdinne (Commune de),Echevin,Rémunéré,,,FR,,,burdinne
2975,,Comité de concertation commune-CPAS,Membre,Non rémunéré,,,FR,,,
2976,,SWDE Conseil d'exploitation,Membre,Rémunéré,,,FR,,,
2977,,Agence locale pour l'Emploi,Secrétaire,Non rémunéré,,,FR,,,
2978,,Centre culturel de Burdinne,Vice-président Du Conseil D'administration,Non rémunéré,,,FR,,,burdinne
2979,,Commission de gestion du Parc naturel des Vallées de la Burdinale et de la Méhaigne,Président Du Conseil D'administration,Non rémunéré,,,FR,,,la mehaigne
2980,,Maison de la Nature et des Sciences de Huy,Administrateur,Non rémunéré,,,FR,,,huy
2981,,Comité de négociation et de concertation syndicale,Membre,Non rémunéré,,,FR,,,
2982,,,Instituteur,Rémunéré,,,FR,,,
2983,,INTRADEL,Membre Du Comité Effectif,Non rémunéré,,,FR,,,
2984,,Patro Notre-Dame de Burdinne asbl,Président Du Conseil D'administration,Non rémunéré,,,FR,,,burdinne||dame
2985,Bertrand Hubert,,,,1.0,4.0,FR,,,
2986,,Nivelles (ville de),Echevin,Rémunéré,,,FR,,,nivelles
2987,,Maison des Sports asbl,Président,Non rémunéré,,,FR,,,
2988,,Cura te et Vale sprl,Médecin - Gérant,Non rémunéré,,,FR,,,
2989,,,Maître De Stage En Médecine Générale,Non rémunéré,,,FR,,,
2990,Bertrand Marie-Christine,,,,5.0,6.0,FR,,,
2991,,Wanze (Commune de),Conseillère De Cpas/conseil De L'action Sociale,Rémunéré,,,FR,,,wanze
2992,,CHR Huy,Administratrice,Rémunéré,,,FR,,,huy
2993,,CHR Huy,Membre Du Comité Restreint,Rémunéré,,,FR,,,huy
2994,,Association chapitre XII Centre régional de Recherche et d'Action sociales sur les problématiques Familiales CRAF,Présidente,Non rémunéré,,,FR,,,
2995,,,Employée,Rémunéré,,,FR,,,
2996,,Wanze (Commune de),Membre Du Bureau Permanent Du Cpas,Rémunéré,,,FR,,,wanze
2997,Berx Cat,hy,,,2.0,16.0,NL,,,
2998,,Provincie Antwerpen,Gouverneur,Rémunéré,,,NL,,,provincie antwerpen
2999,,Consultatieve Commissie voor het toekennen van adel-lijke gunsten,Lid,Non rémunéré,,,NL,01/09/2016,,
